Mileage,VehicleType,HP,Make,VATIncluded,CabSeats,URL,Gear,Table Names,Formula,Year,Price,Model,Supplier,CabBeds,Location,Price
500000,Truck,409,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16463312-f77919fe/,AT,autoru - trucks.csv,4x2,2001,1600000,TGA,,2,Краснодар,922029.46726
780000,Truck,390,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16163340-b5aa3227/,MT,autoru - trucks.csv,4x2,2011,1850000,TGA,,2,Таганрог,2151055.20329
1200000,Truck,360,MERCEDES,Цена с НДС,,https://auto.ru/artic/used/sale/mercedes/axor_t/16595784-7cf21657/,,autoru - trucks.csv,,2012,1415000,Axor,Деловые Линии,,Долматово,1974005.20587
400000,Truck,331,MAZ,,2,https://auto.ru/artic/used/sale/maz/5432/15608576-176078af/,MT,autoru - trucks.csv,4x2,2000,550000,5432,,2,Сухой Лог,300548.21632
90000,Truck,440,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16622376-4cf5201c/,MT,autoru - trucks.csv,6x4,2013,2600000,FH,,1,Санкт-Петербург,4072079.45381
1200000,Truck,440,VOLVO,Цена с НДС,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16527770-8873f583/,MT,autoru - trucks.csv,4x2,2008,1950000,FH,M7 TRUCK Санкт-Петербург,2,Санкт-Петербург,2116256.26205
182000,Truck,420,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16280354-f42a1033/,MT,autoru - trucks.csv,4x2,2001,1050000,FH,,1,Владимир,1051664.91429
900000,Truck,340,SCANIA,,2,https://auto.ru/artic/used/sale/scania/p_1/16600746-32fd99d4/,MT,autoru - trucks.csv,4x2,2011,2100000,P-series,,1,Ярославль,1992807.80395
1561480,Truck,367,SCANIA,,2,https://auto.ru/artic/used/sale/scania/r_1/16410491-4197cee9/,AT,autoru - trucks.csv,4x2,2006,1800000,R-Series,,2,Мурманск,1748793.15999
600000,Truck,400,RENAULT,,,https://auto.ru/artic/used/sale/renault/premium_tractor/16632456-e430ea78/,MT,autoru - trucks.csv,4x2,2000,810000,Premium,,,Серетено,656581.00883
111111,Truck,330,MAZ,,2,https://auto.ru/artic/used/sale/maz/6422/16501421-43558865/,MT,autoru - trucks.csv,6x4,2001,500000,6422,,1,Медынь,386380.79143
655000,Truck,400,MAZ,,2,https://auto.ru/artic/used/sale/maz/6430/16342034-86c95053/,MT,autoru - trucks.csv,6x4,2008,1200000,6430,,2,Екатеринбург,1136240.73756
1380000,Truck,381,DAF,,2,https://auto.ru/artic/used/sale/daf/xf95/16225392-6159bf1d/,MT,autoru - trucks.csv,4x2,2002,2200000,95XF,,2,Тимашевск,1567316.59392
560000,Truck,411,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16310762-d6d34d67/,MT,autoru - trucks.csv,4x2,2012,850000,5440,,1,Курск,1053628.76262
1300000,Truck,380,SCANIA,,2,https://auto.ru/artic/used/sale/scania/r_1/15974754-03490aa8/,AT,autoru - trucks.csv,4x2,2000,1250000,R-Series,,2,Пенза,1084753.79787
830000,Truck,420,SCANIA,,2,https://auto.ru/artic/used/sale/scania/g/16237056-66028376/,MT,autoru - trucks.csv,4x2,2010,2200000,G-series,,2,Батайск,2427102.31457
714000,Truck,440,MAN,,2,https://auto.ru/artic/used/sale/man/26_1/16527752-85dc9707/,MT,autoru - trucks.csv,6x4,2012,3000000,26,,1,Курск,2891458.65973
840000,Truck,420,IVECO,,3,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16538666-1149271c/,MT,autoru - trucks.csv,4x2,2012,1840000,Stralis,,1,Воронеж,1764544.4218
350000,Truck,330,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16591736-011b26b4/,MT,autoru - trucks.csv,4x2,2012,745000,5440,,1,Одинцово,884757.32926
450000,Truck,380,RENAULT,,2,https://auto.ru/artic/used/sale/renault/premium_tractor/15862420-48120352/,MT,autoru - trucks.csv,6x4,2007,2850000,Premium,,1,Братск,1650878.4326
478855,Truck,400,KAMAZ,Цена с НДС,2,https://auto.ru/artic/used/sale/kamaz/5490/16482848-8efff08d/,MT,autoru - trucks.csv,4x2,2016,2099000,5490,GROSS AUTO,1,Москва,1852652.06698
613500,Truck,409,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16605680-72b342a9/,MT,autoru - trucks.csv,4x2,2003,990000,TGA,ТРАК ПЛАТФОРМА,2,Люберцы,1104474.83038
1000000,Truck,420,SCANIA,,2,https://auto.ru/artic/used/sale/scania/r_1/16505692-4e487af3/,AT,autoru - trucks.csv,4x2,2008,1300000,R-Series,,2,Октябрьский,2199591.34264
1174000,Truck,390,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16574160-effb24c9/,MT,autoru - trucks.csv,4x2,2008,1190000,TGA,,1,Знаменка,1425714.48787
850000,Truck,469,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16476590-404330f2/,AT,autoru - trucks.csv,4x2,2014,8100000,FH,,2,Томск,3487506.90524
1600,Truck,340,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/vnm_tractor/16266676-b30ff6b3/,AT,autoru - trucks.csv,6x4,2002,950000,VNM,,2,Нижний Новгород,1390854.87586
641000,Truck,430,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/axor_t/15762225-800f6d8c/,MT,autoru - trucks.csv,,2006,1400000,Axor,,1,Смоленск,1411898.88477
810000,Truck,420,IVECO,,2,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16565810-899894c5/,MT,autoru - trucks.csv,4x2,2012,1400000,Stralis,СТТ-АВТО,2,Домодедово,2006082.20856
922000,Truck,480,MAN,Цена с НДС,2,https://auto.ru/artic/used/sale/man/tga_1/16634242-0be72efa/,MT,autoru - trucks.csv,4x2,2008,1650000,TGA,Global Truck Sales Екатеринбург,1,Екатеринбург,1553210.21706
430000,Truck,410,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/actros_t/16352974-7262620c/,AT,autoru - trucks.csv,4x2,2015,3750000,Actros,GOODTRUCKS,2,Белгород,3471440.67709
1679726,Truck,475,FREIGHTLINER,,2,https://auto.ru/artic/used/sale/freightliner/columbia/10526690-32e10cac/,MT,autoru - trucks.csv,6x4,2003,680000,Columbia,AVTOKOMMERZ-TRUCKS,2,Михнево,1002962.51934
110000,Truck,401,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/65206/16533836-ca63f3d7/,AT,autoru - trucks.csv,6x4,2015,2750000,65206,,2,Санкт-Петербург,2423868.75559
50000,Truck,540,MAN,,2,https://auto.ru/artic/used/sale/man/tgx/15637224-94be4764/,MT,autoru - trucks.csv,8x4,2013,6000000,TGX,,2,Екатеринбург,8017835.62669
320000,Truck,360,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/6460/16473074-bf4990ae/,MT,autoru - trucks.csv,6x4,2004,600000,6460,,2,Рыбинск,834473.0342
1384828,Truck,400,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fm_tractor/16525336-164ceb37/,MT,autoru - trucks.csv,4x2,2008,1600000,FM,,1,Казань,1688578.37953
1160000,Truck,480,SCANIA,,2,https://auto.ru/artic/used/sale/scania/r_1/16343338-f642c2e4/,AT,autoru - trucks.csv,4x2,2008,2000000,R-Series,,2,Челябинск,2286236.29401
1030000,Truck,460,DAF,,2,https://auto.ru/artic/used/sale/daf/xf105/15863960-41d2fd66/,MT,autoru - trucks.csv,4x2,2010,2070000,XF105,,2,Павловск,2356252.09802
667000,Truck,410,DAF,,2,https://auto.ru/artic/used/sale/daf/xf105/16633346-f635537a/,MT,autoru - trucks.csv,4x2,2009,2300000,XF105,,2,Мурманск,2231778.88438
1350000,Truck,441,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16549940-e79cd567/,MT,autoru - trucks.csv,4x2,2007,2050000,FH,,2,Екатеринбург,2049422.68668
585000,Truck,400,SCANIA,,2,https://auto.ru/artic/used/sale/scania/g/16122810-7f21e806/,MT,autoru - trucks.csv,4x2,2013,3499000,G-series,Вираж,2,Санкт-Петербург,3168450.8909
698000,Truck,400,SCANIA,,2,https://auto.ru/artic/used/sale/scania/g/16437116-5ae9732c/,,autoru - trucks.csv,4x2,2014,3272000,G-series,Юнион КРОНЕ Кимовск,1,Кимовск,3693765.0863
100200,Truck,435,INTERNATIONAL,,2,https://auto.ru/artic/used/sale/international/9000/16311948-29769c30/,MT,autoru - trucks.csv,6x4,2003,850000,9000 Series,,2,Вольск,1707377.4434
1354805,Truck,435,FREIGHTLINER,,2,https://auto.ru/artic/used/sale/freightliner/columbia/16472036-9c59fe68/,MT,autoru - trucks.csv,4x2,2004,499000,Columbia,Трак-Сток,2,Москва,974144.5725
1090000,Truck,430,IVECO,,2,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16376680-7df1f831/,MT,autoru - trucks.csv,4x2,2011,1750000,Stralis,,2,Воронеж,1812455.78256
550000,Truck,320,MAZ,,2,https://auto.ru/artic/used/sale/maz/5432/16611312-98380f47/,MT,autoru - trucks.csv,4x2,2006,750000,5432,,1,Саратов,473116.27564
1100000,Truck,400,MAN,,2,https://auto.ru/artic/used/sale/man/tgx/16048018-4929aed4/,MT,autoru - trucks.csv,4x2,2008,2000000,TGX,,2,Нижний Тагил,1732962.04163
200000,Truck,401,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/5490/16517598-fdb53696/,MT,autoru - trucks.csv,4x2,2018,3000000,5490,,1,Череповец,2863535.96451
,Truck,430,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/vnl_tractor/16575106-2f2d2068/,MT,autoru - trucks.csv,6x4,2002,990000,VNL,,1,Глубокий,1276951.92561
372148,Truck,400,SCANIA,Цена с НДС,2,https://auto.ru/artic/used/sale/scania/p_1/16635624-d6526b9d/,MT,autoru - trucks.csv,6x4,2016,6480000,P-series,ГРУЗ СОЮЗ,1,Москва,5382621.46187
350000,Truck,300,KAMAZ,,3,https://auto.ru/artic/used/sale/kamaz/65116/16627970-c3942066/,MT,autoru - trucks.csv,6x4,2011,1100000,65116,,1,Новокузнецк,1266739.96482
800000,Truck,437,RENAULT,,2,https://auto.ru/artic/used/sale/renault/premium_tractor/16605738-38e19b1d/,MT,autoru - trucks.csv,4x2,2011,1900000,Premium,,2,Калуга,1843219.44381
258000,Truck,225,KAMAZ,,3,https://auto.ru/artic/used/sale/kamaz/54115/16343204-7925b49b/,MT,autoru - trucks.csv,6x4,2007,750000,54115,,1,Таганрог,838378.4316
900000,Truck,441,SCANIA,,2,https://auto.ru/artic/used/sale/scania/g/15768624-bb1edbd2/,AT,autoru - trucks.csv,4x2,2014,3400000,G-series,,2,Хабаровск,3728328.91775
1159000,Truck,412,RENAULT,,2,https://auto.ru/artic/used/sale/renault/premium_tractor/16541124-5d95691f/,MT,autoru - trucks.csv,4x2,2002,1300000,Premium,,2,Суздаль,888321.33782
950000,Truck,480,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16566424-0ecc8f3e/,MT,autoru - trucks.csv,6x2,2011,3400000,FH,,2,Санкт-Петербург,3392115.52688
401000,Truck,327,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16551110-41fb4a4a/,MT,autoru - trucks.csv,4x2,2011,400000,5440,,2,Санкт-Петербург,964800.85179
1300000,Truck,409,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16613456-61f7bc68/,AT,autoru - trucks.csv,4x2,2003,1600000,TGA,,2,Калуга,1216819.69444
1285577,Truck,440,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16511132-e301856a/,AT,autoru - trucks.csv,4x2,2012,2700000,FH,PRO АВТО,2,Люберцы,2661553.3904
1600000,Truck,340,SCANIA,,2,https://auto.ru/artic/used/sale/scania/g/16604322-e94e1317/,,autoru - trucks.csv,4x2,2004,1050000,G-series,,2,Владивосток,1369705.42938
1200000,Truck,332,RENAULT,,,https://auto.ru/artic/used/sale/renault/premium_tractor/16627732-2cace2c0/,,autoru - trucks.csv,,2008,1800000,Premium,,,Пермь,1462420.81406
80000,Truck,428,DAF,,2,https://auto.ru/artic/used/sale/daf/95_s/15754845-6f24819f/,MT,autoru - trucks.csv,4x2,2001,999999,95,,2,Новороссийск,1489637.086
1500000,Truck,435,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/vnl_tractor/16624612-5cc466da/,AT,autoru - trucks.csv,6x4,2001,1200000,VNL,,2,Казань,1495271.72682
170000,Truck,451,IVECO,,2,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16495164-0519ae0f/,MT,autoru - trucks.csv,4x2,2011,1400000,Stralis,,1,Воронеж,1529005.47935
800000,Truck,440,SCANIA,,2,https://auto.ru/artic/used/sale/scania/p_1/16482098-0809f703/,MT,autoru - trucks.csv,6x4,2014,3650000,P-series,,1,Шахты,4323269.77428
1400000,Truck,400,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/vnl_tractor/16323522-4358008b/,MT,autoru - trucks.csv,,2003,1300000,VNL,,1,Ливны,1255651.93818
800,Truck,401,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/5490_neo/16603168-87034bf8/,MT,autoru - trucks.csv,4x2,2018,4480000,5490 NEO,,2,Казань,2892075.297
800000,Truck,540,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/actros_t/15342879-5d455697/,AT,autoru - trucks.csv,6x2,2003,2150000,Actros,,2,Красноярск,2021832.08193
1736145,Truck,435,FREIGHTLINER,Цена с НДС,2,https://auto.ru/artic/used/sale/freightliner/columbia/16580696-6ceb18cc/,MT,autoru - trucks.csv,6x4,2003,950000,Columbia,Трак-Сток,2,Москва,1011605.28638
1300000,Truck,475,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/vnl_tractor/16388968-44508ffc/,MT,autoru - trucks.csv,6x4,2003,1450000,VNL,,2,Иваново,1793944.33689
570000,Truck,430,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/actros_t/16353912-84ca4c86/,AT,autoru - trucks.csv,4x2,2017,5400000,Actros,Компания АВТОТРАК Москва,2,Москва,5127506.64239
1156408,Truck,340,SCANIA,,2,https://auto.ru/artic/used/sale/scania/p_1/16395102-68fe5ecb/,MT,autoru - trucks.csv,6x2,2007,1900000,P-series,,2,Екатеринбург,1999016.08236
1300000,Truck,430,IVECO,,2,https://auto.ru/artic/used/sale/iveco/eurostar_tractor/16606654-88aab041/,MT,autoru - trucks.csv,4x2,2002,550000,EuroStar,,2,Нижний Новгород,928896.96187
300000,Truck,400,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16335928-39ee9421/,MT,autoru - trucks.csv,4x2,2008,700000,5440,,2,Ишим,803190.4737
437000,Truck,460,DAF,,2,https://auto.ru/artic/used/sale/daf/xf_series/16624888-fa21479d/,AT,autoru - trucks.csv,4x2,2015,2400000,XF,,2,Санкт-Петербург,3535572.55153
490500,Truck,408,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/actros_t/16634770-1dce6422/,AT,autoru - trucks.csv,4x2,2013,5200000,Actros,,2,Ростов-на-Дону,2793360.9523
480000,Truck,430,FREIGHTLINER,,2,https://auto.ru/artic/used/sale/freightliner/century_class/16615688-a5eef5fb/,MT,autoru - trucks.csv,6x4,2002,1900000,Century Class,,2,Ставрополь,899682.59334
2000000,Truck,400,FREIGHTLINER,,2,https://auto.ru/artic/used/sale/freightliner/columbia/16600560-6393809f/,MT,autoru - trucks.csv,6x4,2003,700000,Columbia,,2,Сыктывкар,1075008.01755
450000,Truck,347,KAMAZ,,3,https://auto.ru/artic/used/sale/kamaz/6460/16622906-fafa7631/,MT,autoru - trucks.csv,,2007,1800000,6460,,1,Пенза,819313.24937
1310000,Truck,400,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16628950-0e1dc1c3/,AT,autoru - trucks.csv,4x2,2008,2300000,FH,,2,Жуковский,2082116.42131
1600000,Truck,375,FREIGHTLINER,,2,https://auto.ru/artic/used/sale/freightliner/century_class/16539106-54bfcedc/,MT,autoru - trucks.csv,6x4,2004,1300000,Century Class,,1,Скала,1169397.6128
450000,Truck,435,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16526638-3003ccde/,MT,autoru - trucks.csv,4x2,2013,1250000,5440,,2,Кинель-Черкассы,1565660.55934
1400000,Truck,460,DAF,,2,https://auto.ru/artic/used/sale/daf/xf105/16501982-520d8964/,AT,autoru - trucks.csv,4x2,2010,2200000,XF105,,2,Спасск,2434452.65097
500000,Truck,250,MAZ,,2,https://auto.ru/artic/used/sale/maz/5432/16461440-eb885208/,MT,autoru - trucks.csv,,2003,280000,5432,,1,Саранск,205971.98059
1248000,Truck,390,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16607004-d67b6929/,MT,autoru - trucks.csv,4x2,2008,1280000,TGA,,1,Серебряные Пруды,1425714.48787
1250000,Truck,401,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/axor_t/16583126-55d61c49/,MT,autoru - trucks.csv,4x2,2007,1350000,Axor,,2,Смоленск,1842815.99575
750000,Truck,385,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16612140-6363438d/,MT,autoru - trucks.csv,4x2,2004,1000000,TGA,,1,Воронеж,1024198.30177
102343,Truck,401,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/5490_neo/16563344-8d3c1b80/,AT,autoru - trucks.csv,4x2,2018,3530000,5490 NEO,КАМЦЕНТР КамАЗ,1,Москва,3363252.05591
480000,Truck,440,MAN,,2,https://auto.ru/artic/used/sale/man/33_1/16543640-dd384dce/,MT,autoru - trucks.csv,6x4,2017,4850000,33,,1,Пермь,5124534.53155
1030000,Truck,435,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/actros_t/16240822-f248b97d/,AT,autoru - trucks.csv,4x2,2009,2450000,Actros,GOODTRUCKS,2,Белгород,2243995.01094
500,Truck,400,MAZ,,2,https://auto.ru/artic/used/sale/maz/5432/16548786-56399da5/,MT,autoru - trucks.csv,4x2,2008,580000,5432,,2,Челябинск,803190.4737
1227533,Truck,351,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16557632-98c5abfb/,MT,autoru - trucks.csv,4x2,2005,968000,TGA,PRO АВТО,1,Люберцы,1086365.57055
499222,Truck,360,MAN,,2,https://auto.ru/artic/used/sale/man/tgs/15940846-3bf9f307/,MT,autoru - trucks.csv,4x2,2012,2550000,TGS,АГТ-Трейдинг,1,Москва,2060982.81571
1500000,Truck,375,FREIGHTLINER,,2,https://auto.ru/artic/used/sale/freightliner/century_class/16523020-4ebf9584/,MT,autoru - trucks.csv,4x2,2002,850000,Century Class,,1,Андрюки,835139.15055
440000,Truck,401,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/5490/16609419-dcabb9cb/,MT,autoru - trucks.csv,4x2,2016,1750000,5490,EL TRUCKS,2,Москва,2191729.90646
450000,Truck,328,MAZ,Цена с НДС,2,https://auto.ru/artic/used/sale/maz/5440/15956066-32270dde/,MT,autoru - trucks.csv,4x2,2011,360000,5440,ООО СПК-ТРАНС,2,Санкт-Петербург,963187.312
416000,Truck,490,RENAULT,Цена с НДС,2,https://auto.ru/artic/used/sale/renault/t_series/16495690-2bba055d/,AT,autoru - trucks.csv,4x2,2017,5600000,T-Series,,2,Москва,4439128.91538
70000,Truck,250,MAZ,,2,https://auto.ru/artic/used/sale/maz/5432/16501015-5ca8bcc1/,MT,autoru - trucks.csv,4x2,2007,500000,5432,,2,Кострома,493938.72261
860000,Truck,430,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/axor_t/15864428-143681c4/,AT,autoru - trucks.csv,4x2,2007,961384,Axor,,2,Рудня,1892175.37698
1050000,Truck,412,RENAULT,,2,https://auto.ru/artic/used/sale/renault/premium_tractor/16260370-2f8c4532/,MT,autoru - trucks.csv,4x2,2005,1030000,Premium,,2,Борисоглебск,1115207.58375
1300000,Truck,435,INTERNATIONAL,,2,https://auto.ru/artic/used/sale/international/9000/16252250-a75d04d2/,MT,autoru - trucks.csv,6x4,2003,1200000,9000 Series,,2,Ростов-на-Дону,1707377.4434
1620000,Truck,500,FREIGHTLINER,,2,https://auto.ru/artic/used/sale/freightliner/century_class/16060844-d3dc00b1/,MT,autoru - trucks.csv,6x4,2004,950000,Century Class,,2,Калуга,1131499.74954
1050452,Truck,389,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fm_tractor/16590558-78f26733/,MT,autoru - trucks.csv,4x2,2008,1525000,FM,M7 TRUCK Казань,2,Новониколаевский,1919188.17882
214096,Truck,401,KAMAZ,Цена с НДС,2,https://auto.ru/artic/used/sale/kamaz/5490_neo/16607554-0bdc19f3/,MT,autoru - trucks.csv,4x2,2018,3565000,5490 NEO,M7 TRUCK Нижний Новгород,1,Нижний Новгород,2863535.96451
420000,Truck,435,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16619830-38ca4b43/,MT,autoru - trucks.csv,4x2,2014,1270000,5440,,2,Ногинск,1739843.5469
1100000,Truck,435,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/actros_t/16628304-dd2da317/,AT,autoru - trucks.csv,4x2,2004,1600000,Actros,,2,Санкт-Петербург,1781443.33746
1329715,Truck,362,DAF,,2,https://auto.ru/artic/used/sale/daf/cf_series_1/16477534-328ce18e/,MT,autoru - trucks.csv,4x2,2002,792000,CF-series,,2,Тольятти,1545446.67142
686690,Truck,381,SCANIA,,2,https://auto.ru/artic/used/sale/scania/r_1/16634460-ad02eb72/,MT,autoru - trucks.csv,4x2,2008,2200000,R-Series,АГТ-Трейдинг,2,Москва,1917087.33739
190541,Truck,401,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/5490_neo/16544303-55fc75e2/,AT,autoru - trucks.csv,4x2,2018,3485000,5490 NEO,M7 TRUCK Уфа,1,Авдон,3363252.05591
1031071,Truck,460,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/15795750-f3fa377e/,AT,autoru - trucks.csv,4x2,2013,3800000,FH,"ООО ""Автокредит""",2,Красноярск,3063383.07025
832788,Truck,360,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/axor_t/16165582-7e8635c1/,MT,autoru - trucks.csv,4x2,2011,1499000,Axor,GROSS AUTO,1,Москва,1729836.06599
2000000,Truck,420,FREIGHTLINER,,2,https://auto.ru/artic/used/sale/freightliner/columbia/16161266-a3cb2575/,MT,autoru - trucks.csv,,2002,1200000,Columbia,,2,Брянск,964811.5386
50000,Truck,250,MAZ,,2,https://auto.ru/artic/used/sale/maz/5432/16299358-9f261c67/,MT,autoru - trucks.csv,4x2,2004,400000,5432,,1,Спасск,281882.82171
960000,Truck,400,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16579686-b78850ce/,AT,autoru - trucks.csv,4x2,2006,2100000,FH,,2,Краснодар,1840645.81629
900000,Truck,430,IVECO,,2,https://auto.ru/artic/used/sale/iveco/eurostar_tractor/16394398-2bf72aec/,MT,autoru - trucks.csv,4x2,2002,900000,EuroStar,,2,Елань,928896.96187
4000,Truck,225,KAMAZ,,3,https://auto.ru/artic/used/sale/kamaz/54115/16495892-8d8d979a/,MT,autoru - trucks.csv,6x4,2007,600000,54115,,1,Актюбинский,838378.4316
350000,Truck,390,MAZ,,2,https://auto.ru/artic/used/sale/maz/64220/16105050-9ad1a47a/,MT,autoru - trucks.csv,6x4,2007,700000,64220,,1,Ярославль,842565.13609
174000,Truck,401,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/5490/16452392-fdcba7ee/,MT,autoru - trucks.csv,4x2,2018,3240000,5490,Автомобильная компания Гранат,1,Санкт-Петербург,2863535.96451
180000,Truck,460,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16278344-9a41db47/,MT,autoru - trucks.csv,4x2,2005,1750000,TGA,,2,Пятигорск,1354241.95406
653146,Truck,354,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/axor_t/16563408-44e61355/,MT,autoru - trucks.csv,,2012,2100000,Axor,,1,Москва,2011019.21957
500000,Truck,430,DAF,,,https://auto.ru/artic/used/sale/daf/xf95/15993884-e36fa16b/,MT,autoru - trucks.csv,,2001,1300000,95XF,,,Череповец,1488388.91725
250750,Truck,330,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16610548-9778c051/,MT,autoru - trucks.csv,4x2,2012,1000000,5440,,1,Подольск,884757.32926
1219318,Truck,390,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16487278-f7b38942/,MT,autoru - trucks.csv,4x2,2008,750000,TGA,ББС ГРУПП,1,Мытищи,1425714.48787
649000,Truck,390,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16620558-f8919418/,MT,autoru - trucks.csv,4x2,2007,1600000,TGA,,1,Тамбов,1286526.04381
720000,Truck,380,INTERNATIONAL,,2,https://auto.ru/artic/used/sale/international/9000/16325562-990b205c/,MT,autoru - trucks.csv,6x4,2009,1600000,9000 Series,,1,Камышлов,2092155.78383
943000,Truck,354,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/axor_t/16631466-50aecc42/,AT,autoru - trucks.csv,4x2,2012,2550000,Axor,,1,Чебоксары,2057996.13673
1240000,Truck,420,SCANIA,,2,https://auto.ru/artic/used/sale/scania/g/16427366-fe17c9e8/,MT,autoru - trucks.csv,4x2,2011,2550000,G-series,,2,Смоленск,2557444.26904
760,Truck,241,MAZ,,2,https://auto.ru/artic/used/sale/maz/5440/16611782-98ee11ac/,AT,autoru - trucks.csv,4x2,2012,1400000,5440,,2,Челябинск,1021343.24093
1219663,Truck,428,MERCEDES,,2,https://auto.ru/artic/used/sale/mercedes/axor_t/16625910-24566378/,AT,autoru - trucks.csv,4x2,2013,2500000,Axor,,2,Пенза,2822526.05212
767000,Truck,460,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16313908-8f1421f6/,MT,autoru - trucks.csv,4x2,2002,950000,TGA,,1,Калининград,841085.56007
646696,Truck,450,MERCEDES,,,https://auto.ru/artic/used/sale/mercedes/actros_t/16512014-ea812d9a/,AT,autoru - trucks.csv,4x2,2016,5230000,Actros,ClassTrucks,,Тосно,3636657.47438
220440,Truck,401,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/5490_neo/16611032-ab29c3db/,AT,autoru - trucks.csv,,2017,2956000,5490 NEO,Сбербанк Лизинг,1,Надежда,2777441.226
855000,Truck,430,DAF,,2,https://auto.ru/artic/used/sale/daf/xf95/16563782-e18f3401/,MT,autoru - trucks.csv,4x2,2001,1500000,95XF,,2,Новомосковск,1505833.32295
1200000,Truck,450,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/vnl_tractor/16609533-e5377639/,MT,autoru - trucks.csv,6x4,2004,1500000,VNL,,2,Ачинск,1875406.59636
230000,Truck,469,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16546618-6301da5c/,AT,autoru - trucks.csv,4x2,2019,7200000,FH,,2,Санкт-Петербург,6132317.73995
900000,Truck,440,VOLVO,,2,https://auto.ru/artic/used/sale/volvo/fh_tractor/16571902-403a1e35/,MT,autoru - trucks.csv,4x2,2012,2700000,FH,,2,Старый Оскол,2695517.28798
480000,Truck,428,KAMAZ,,2,https://auto.ru/artic/used/sale/kamaz/5490/16591848-bb4d54ad/,MT,autoru - trucks.csv,4x2,2015,3300000,5490,,2,Казань,2043723.94605
1300000,Truck,409,MAN,,2,https://auto.ru/artic/used/sale/man/tga_1/16218384-885dfcf0/,MT,autoru - trucks.csv,6x2,2002,1500000,TGA,,1,Арти,1101127.33488
