Model;URL;Year;Price;Mileage;VehicleType;Make;Supplier;VATIncluded;Location
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16708330-03efc24b/;2011;1200000;;Curtainsider;KRONE;Транзит-Дон Гипермаркет;Цена с НДС;Ростов-на-Дону
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16668024-6f379f7c/;2006;2000000;;Refrigerator;SCHMITZ CARGOBULL;;;Нижний Новгород
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16636332-48523a3d/;2006;670000;700000;Curtainsider;SCHMITZ CARGOBULL;;;Челябинск
SD;https://auto.ru/trailer/used/sale/krone/sd/16689362-8b3a3a67/;2018;4850000;50000;Refrigerator;KRONE;Юнион КРОНЕ Кимовск;;Кимовск
9746;https://auto.ru/trailer/used/sale/tonar/9746/16396076-c7784607/;2008;700000;700000;Curtainsider;TONAR;;;Ижевск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16725280-a3592e0b/;2018;4994677;;Refrigerator;SCHMITZ CARGOBULL;Шмитц Каргобулл Руссланд;Цена с НДС;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16570608-d150786d/;2019;5449647;230000;Refrigerator;SCHMITZ CARGOBULL;ГРИН ЛАЙН;;Смоленск
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16634858-37389d4d/;2019;2600000;41122;Curtainsider;SCHMITZ CARGOBULL;Шмитц Каргобулл Руссланд;Цена с НДС;Москва
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16679388-c66739ee/;2015;1660000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Набережные Челны;;Набережные Челны
SD;https://auto.ru/trailer/used/sale/krone/sd/16704302-b85c37fd/;2008;970000;;Platform;KRONE;;;Тосно
SD;https://auto.ru/trailer/used/sale/krone/sd/16545462-c1fa4774/;2006;600000;400;Platform;KRONE;;;Казань
Krone;https://auto.ru/trailer/used/sale/krone/krone/16712327-487b3297/;2005;950000;;Curtainsider;KRONE;;;Красноярск
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16697488-86c056dd/;2015;1890000;;Curtainsider;SCHMITZ CARGOBULL;Глобал Трак Сейлс Москва;Цена с НДС;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16714953-e686aabc/;2017;3901000;450000;Refrigerator;SCHMITZ CARGOBULL;M7 TRUCK Набережные Челны;;Набережные Челны
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16650342-b38eeef1/;2007;740000;;Curtainsider;KRONE;;;Ижевск
9746;https://auto.ru/trailer/used/sale/tonar/9746/16725236-6625d547/;2011;670000;;Refrigerator;TONAR;;;Липецк
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/15990340-79e02065/;2008;795000;;Platform;SCHMITZ CARGOBULL;;;Брянск
SD;https://auto.ru/trailer/used/sale/krone/sd/16388140-c0ff0992/;2009;2500000;300000;Refrigerator;KRONE;АвтоБан;;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16682542-9373fcbe/;2012;1215000;10000;Curtainsider;KRONE;;;Тверь
S24;https://auto.ru/trailer/used/sale/kogel/s24/16661150-c620a979/;2018;2250000;70000;Curtainsider;KOGEL;АГТ-Трейдинг;;Москва
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16721584-012cc8db/;2015;1730000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Уфа;;Авдон
SV24;https://auto.ru/trailer/used/sale/kogel/sv24/16695164-731898fe/;2008;1000000;;Refrigerator;KOGEL;PRO АВТО;Цена с НДС;Люберцы
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630734-431a1c99/;2017;4790000;;Refrigerator;SCHMITZ CARGOBULL;ClassTrucks;;Тосно
SD;https://auto.ru/trailer/used/sale/krone/sd/16490380-e87f7dbe/;2013;1750000;;Curtainsider;KRONE;;;Тюмень
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16645504-1e2d696c/;2017;4700000;120000;Refrigerator;SCHMITZ CARGOBULL;АГТ-Трейдинг;;Москва
9988;https://auto.ru/trailer/used/sale/tonar/9988/16382606-5cc8d3f8/;2015;740000;;Curtainsider;TONAR;;;Набережные Челны
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16620762-a852dcca/;2010;2300000;50;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;Цена с НДС;Кимовск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16716910-e6dbc0cb/;2010;3400000;680000;Refrigerator;SCHMITZ CARGOBULL;АГТ-Трейдинг;Цена с НДС;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478176-42720ca8/;2018;4500000;290000;Refrigerator;SCHMITZ CARGOBULL;ГРИН ЛАЙН;;Смоленск
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16724162-2a622f11/;2018;2370000;400000;Curtainsider;KRONE;M7 TRUCK Набережные Челны;;Набережные Челны
SCS Mega;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs_mega/16640328-5d352dbe/;2013;1280000;450000;Curtainsider;SCHMITZ CARGOBULL;ООО Группа Авто;;Рязань
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16686548-b5f43662/;2008;950000;800000;Curtainsider;SCHMITZ CARGOBULL;;;Спасск
SD;https://auto.ru/trailer/used/sale/krone/sd/16698822-86d1f49b/;2011;1280000;;Curtainsider;KRONE;Global Truck Sales Екатеринбург;Цена с НДС;Екатеринбург
NS;https://auto.ru/trailer/used/sale/wielton/ns/16621166-f003e511/;2010;1050000;880000;Curtainsider;WIELTON;;;Белгород
S24;https://auto.ru/trailer/used/sale/kogel/s24/16678650-6bdc1ebe/;2019;2300000;100000;Curtainsider;KOGEL;ЮгТрейлер;Цена с НДС;Краснодар
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16594310-d6e6994a/;2019;2630000;70000;Curtainsider;SCHMITZ CARGOBULL;CargoLine group;Цена с НДС;Ольша
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16671020-a3ccd919/;2015;1660000;200000;Curtainsider;MEUSBURGER;M7 TRUCK Москва Юг;;Москва
SCB;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16669739-c4ca675f/;2019;2490000;63000;Curtainsider;SCHMITZ CARGOBULL;АГТ-Трейдинг;;Москва
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16715851-e3d5c0f6/;2008;850000;;Curtainsider;KOGEL;;;Санкт-Петербург
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16671060-f12cd941/;2019;4660000;149900;Refrigerator;KRONE;Группа Милан;Цена с НДС;Санкт-Петербург
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16725072-3d1dd392/;2003;700000;;Curtainsider;SCHMITZ CARGOBULL;;;Дмитровск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16655122-bd765c7a/;2016;4000000;210000;Refrigerator;SCHMITZ CARGOBULL;Мега-Транзит;Цена с НДС;Каменск-Шахтинский
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16678702-c49249bc/;2001;800000;100000;Curtainsider;SCHMITZ CARGOBULL;;;Владимир
Krone;https://auto.ru/trailer/used/sale/krone/krone/16592030-e036864d/;2010;950000;;Curtainsider;KRONE;;;Самара
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16583290-491b1977/;2015;3700000;350000;Refrigerator;SCHMITZ CARGOBULL;Транзит-Дон Москва;;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16487098-4d5d2f8a/;2008;870000;;Curtainsider;KRONE;;;Санкт-Петербург
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16649956-fea92ed6/;2015;1593000;600000;Curtainsider;MEUSBURGER;M7 TRUCK Москва Юг;;Москва
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16605061-be36694e/;2011;2100000;200000;Refrigerator;KRONE;M7 TRUCK Москва Юг;;Москва
Krone;https://auto.ru/trailer/used/sale/krone/krone/16720594-f8660233/;2011;1250000;545000;Curtainsider;KRONE;;;Воронеж
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16716557-1cedebfa/;2012;1190000;777;Curtainsider;KOGEL;ООО Кубань-Скан;;Краснодар
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16623296-378d8637/;2005;600000;;Curtainsider;KRONE;;;Орёл
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16416437-25df3ded/;2011;950000;299000;Curtainsider;KOGEL;ТРАК ПЛАТФОРМА;;Люберцы
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16649628-8fde8afc/;2012;1450000;;Curtainsider;KRONE;BS-Truck;Цена с НДС;Набережные Челны
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16696974-3bd8f70a/;2016;4200000;400000;Refrigerator;SCHMITZ CARGOBULL;"ООО""Трейд Моторс";Цена с НДС;Домодедово
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/15727945-4ad7586c/;2008;780000;;Curtainsider;KRONE;;;Псков
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478068-5c7377cc/;2017;4155000;510000;Refrigerator;SCHMITZ CARGOBULL;ГРИН ЛАЙН;;Смоленск
SCB;https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16721846-aa5e9828/;2018;2600000;10000;Curtainsider;SCHMITZ CARGOBULL;Вест Групп;Цена с НДС;Красногорск
;https://auto.ru/trailer/used/sale/koluman/polupricep_shtorno_bortovoy/16648420-732de40f/;2018;1800000;185000;Curtainsider;KOLUMAN;БорнТракСервис;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16656532-57a98a42/;2017;4700000;160000;Refrigerator;SCHMITZ CARGOBULL;АГТ-Трейдинг;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16694808-c21cab32/;2016;4240000;627000;Refrigerator;SCHMITZ CARGOBULL;АЙС КУБ;Цена с НДС;Солнечногорск
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16131312-418ee1fa/;2012;1250000;;Curtainsider;SCHMITZ CARGOBULL;Алт Авто;;Барнаул
SDR 27;https://auto.ru/trailer/used/sale/krone/sdr_27/16470150-a8056e70/;2004;890000;;Refrigerator;KRONE;SAEM-truck;Цена с НДС;Барнаул
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16724064-baecaff2/;2006;800000;500000;Curtainsider;SCHMITZ CARGOBULL;;;Красноярск
SD;https://auto.ru/trailer/used/sale/krone/sd/16695692-64a02bd9/;2018;2490000;150000;Curtainsider;KRONE;АГТ-Трейдинг;;Москва
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16681924-a8ac0d88/;2001;480000;;Curtainsider;SCHMITZ CARGOBULL;КомТоргТранс;;Подольск
S24;https://auto.ru/trailer/used/sale/kogel/s24/16611968-ff007af7/;2007;810000;;Curtainsider;KOGEL;ГРУЗ СОЮЗ;;Москва
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16604620-a1e52614/;2011;1115000;;Curtainsider;SCHMITZ CARGOBULL;M7 TRUCK Набережные Челны;;
SD;https://auto.ru/trailer/used/sale/krone/sd/16673178-61d626a9/;2011;1290000;;Curtainsider;KRONE;Global Truck Sales Екатеринбург;;Екатеринбург
