price,vat_included,year,mileage,location,url,make,name,supplier,gear,hp,formula,cab
650000,,2011,630000,Березники,https://auto.ru/artic/used/sale/maz/5440/16558426-19a0ff6f/,MAZ,МАЗ 5440,,механическая,330,4x2,2-х местная с 2 спальными
2550000,,2011,979746,Екатеринбург,https://auto.ru/artic/used/sale/scania/r_1/15202674-9bb5d245/,SCANIA,Scania R-Series,,механическая,420,4x2,2-х местная с 2 спальными
2200000,,2012,235000,Владивосток,https://auto.ru/artic/used/sale/hyundai/hd1000/16335666-f3d2ccee/,HYUNDAI,Hyundai HD1000,,механическая,410,6x4,3-х местная с 1 спальным
3200000,,2012,12222,Томск,https://auto.ru/artic/used/sale/volvo/fh_tractor/16310734-70c65d94/,VOLVO,Volvo FH,,автоматическая,440,4x2,
1650000,,2009,888888,Волгоград,https://auto.ru/artic/used/sale/renault/premium_tractor/16513780-04d8e556/,RENAULT,Renault Premium,,автоматическая,451,4x2,2-х местная с 1 спальным
2750000,,2011,1420000,Омск,https://auto.ru/artic/used/sale/daf/xf105/16494790-78a83e6b/,DAF,DAF XF105,,механическая,462,4x2,2-х местная с 2 спальными
780000,,2011,530000,Павловск,https://auto.ru/artic/used/sale/maz/6430/15080506-4acc52fc/,MAZ,МАЗ 6430,,механическая,411,6x4,
1600000,,2012,380000,Рязань,https://auto.ru/artic/used/sale/maz/5440/16618282-cf2e9cab/,MAZ,МАЗ 5440,,механическая,411,4x2,2-х местная с 2 спальными
3500000,,2013,776000,Ярославль,https://auto.ru/artic/used/sale/scania/g/16430858-e8d4c770/,SCANIA,Scania G-series,,автоматическая,400,4x2,2-х местная с 2 спальными
930000,,2011,471000,Шарья,https://auto.ru/artic/used/sale/maz/5440/16253094-45e10db7/,MAZ,МАЗ 5440,,механическая,330,4x2,2-х местная с 2 спальными
3800000,,2011,760000,Ростов-на-Дону,https://auto.ru/artic/used/sale/mack/cx_t/16487698-068737f8/,MACK,Mack Vision (CX),,механическая,441,зелёный,2-х местная с 2 спальными
550000,,2011,370000,Бугульма,https://auto.ru/artic/used/sale/maz/5440/16581944-50a7f2bd/,MAZ,МАЗ 5440,,механическая,330,4x2,2-х местная с 2 спальными
1700000,,2009,1300000,Челябинск,https://auto.ru/artic/used/sale/volvo/fm_tractor/16588044-b7e23ddb/,VOLVO,Volvo FM,,механическая,400,4x2,2-х местная с 2 спальными
1400000,,2011,1650000,Москва,https://auto.ru/artic/used/sale/scania/r_1/16612070-dab25b70/,SCANIA,Scania R-Series,,механическая,420,4x2,2-х местная с 2 спальными
2650000,,2013,600000,Казань,https://auto.ru/artic/used/sale/man/tgs/16372052-8c777424/,MAN,MAN TGS,,механическая,440,6x4,2-х местная с 1 спальным
2500000,,2011,600000,Москва,https://auto.ru/artic/used/sale/man/tgs/16216948-e59d3278/,MAN,MAN TGS,,механическая,353,6x4,2-х местная с 1 спальным
750000,,2013,409000,Тольятти,https://auto.ru/artic/used/sale/maz/5440/15817826-e75ad92d/,MAZ,МАЗ 5440,,механическая,312,4x2,2-х местная с 1 спальным
950000,,2014,360000,Киров,https://auto.ru/artic/used/sale/maz/5440/16620970-53d5f0f8/,MAZ,МАЗ 5440,,механическая,310,4x2,2-х местная с 1 спальным
4500000,,2012,950000,Петрозаводск,https://auto.ru/artic/used/sale/volvo/fm_tractor/16590672-2d0cbcda/,VOLVO,Volvo FM,,механическая,400,6x4,2-х местная с 1 спальным
5500000,,2012,400000,Якутск,https://auto.ru/artic/used/sale/scania/r_1/16340436-af8d3d13/,SCANIA,Scania R-Series,,автоматическая,560,6x4,3-х местная с 1 спальным
5500000,,2011,580000,Якутск,https://auto.ru/artic/used/sale/volvo/fh_tractor/16327340-23da8c49/,VOLVO,Volvo FH,,механическая,440,6x4,2-х местная с 1 спальным
4390000,,2013,730000,Москва,https://auto.ru/artic/used/sale/scania/r_1/16404728-07a691a8/,SCANIA,Scania R-Series,,механическая,500,6x4,2-х местная с 2 спальными
2820000,,2012,1150000,Нижний Новгород,https://auto.ru/artic/used/sale/scania/g/16568788-4f8d9d36/,SCANIA,Scania G-series,,механическая,400,4x2,2-х местная с 2 спальными
3000000,,2013,1050000,Новосибирск,https://auto.ru/artic/used/sale/volvo/fh_tractor/16569382-e9f6d45b/,VOLVO,Volvo FH,,механическая,400,4x2,2-х местная с 2 спальными
1420000,,2011,600000,Тюмень,https://auto.ru/artic/used/sale/maz/5440/16166196-0658e6a8/,MAZ,МАЗ 5440,,механическая,400,4x2,2-х местная с 2 спальными
850000,,2011,360000,Воронеж,https://auto.ru/artic/used/sale/maz/6430/16436468-e39ca45a/,MAZ,МАЗ 6430,,механическая,411,6x4,2-х местная с 2 спальными
2050000,,2009,1550000,Нижний Новгород,https://auto.ru/artic/used/sale/daf/xf105/16582224-84ad221a/,DAF,DAF XF105,,механическая,460,4x2,2-х местная с 2 спальными
2400000,,2014,1070000,Самара,https://auto.ru/artic/used/sale/scania/p_1/16503240-56b8e9af/,SCANIA,Scania P-series,,механическая,360,4x2,2-х местная с 1 спальным
550000,,2011,520000,Тамбов,https://auto.ru/artic/used/sale/maz/5440/16286538-0b82ed43/,MAZ,МАЗ 5440,,механическая,330,белый,2-х местная с 1 спальным
810000,,2011,280000,Ухта,https://auto.ru/artic/used/sale/maz/6422/16509194-7301120c/,MAZ,МАЗ 6422,,,400,белый,
2530000,,2010,150000,Екатеринбург,https://auto.ru/artic/used/sale/kamaz/44108/16604494-efc19021/,KAMAZ,КамАЗ 44108,,,300,оранжевый,3-х местная без спального
780000,,2012,1150,Челябинск,https://auto.ru/artic/used/sale/kamaz/65116/16598684-d4b4e840/,KAMAZ,КамАЗ 65116,,механическая,280,6x4,2-х местная с 1 спальным
1140000,,2012,360000,Катайск,https://auto.ru/artic/used/sale/kamaz/65116/16301912-96528f96/,KAMAZ,КамАЗ 65116,,механическая,360,6x4,3-х местная с 1 спальным
1800000,,2010,560000,Курск,https://auto.ru/artic/used/sale/iveco/stralis_tractor/15361243-8054410f/,IVECO,IVECO Stralis,,автоматическая,420,белый,2-х местная с 1 спальным
3000000,,2010,729000,Чебоксары,https://auto.ru/artic/used/sale/daf/xf105/16520496-a6ab0b8e/,DAF,DAF XF105,,автоматическая,460,4x2,2-х местная с 2 спальными
1400000,,2013,250000,Иркутск,https://auto.ru/artic/used/sale/maz/6430/16298152-f335df38/,MAZ,МАЗ 6430,,механическая,412,6x4,2-х местная с 2 спальными
1970000,,2013,860000,Шушары,https://auto.ru/artic/used/sale/volvo/fm_tractor/15995262-bab8d7e1/,VOLVO,Volvo FM,,механическая,370,4x2,2-х местная с 1 спальным
680000,,2011,550000,Ростов-на-Дону,https://auto.ru/artic/used/sale/maz/5440/16300932-85960dbf/,MAZ,МАЗ 5440,,механическая,400,4x2,2-х местная с 2 спальными
2200000,,2010,1000000,Белореченск,https://auto.ru/artic/used/sale/man/tgx/16446005-da8d1f63/,MAN,MAN TGX,,автоматическая,480,4x2,2-х местная с 1 спальным
2200000,,2010,1400000,Спасск,https://auto.ru/artic/used/sale/daf/xf105/16501982-520d8964/,DAF,DAF XF105,,автоматическая,460,4x2,2-х местная с 2 спальными
1300000,,2011,240000,Красноярск,https://auto.ru/artic/used/sale/maz/6430/10560744-12ccf6c1/,MAZ,МАЗ 6430,,механическая,410,6x4,2-х местная с 2 спальными
2200000,,2010,870000,Ростов-на-Дону,https://auto.ru/artic/used/sale/daf/xf105/16571594-d8bccfca/,DAF,DAF XF105,,автоматическая,460,4x2,2-х местная с 2 спальными
2199000,,2012,640120,Рязань,https://auto.ru/artic/used/sale/renault/premium_tractor/16501554-48b4483b/,RENAULT,Renault Premium,,механическая,380,6x4,2-х местная с 1 спальным
1330000,,2010,1070000,Санкт-Петербург,https://auto.ru/artic/used/sale/man/tgs/16468396-8b99cc01/,MAN,MAN TGS,,автоматическая,360,4x2,2-х местная с 1 спальным
1120000,,2012,201000,Москва,https://auto.ru/artic/used/sale/maz/6422/16574402-3f9a4573/,MAZ,МАЗ 6422,,,400,6x4,2-х местная с 2 спальными
2550000,,2011,781000,Воронеж,https://auto.ru/artic/used/sale/man/tgs/16588636-338aa7d6/,MAN,MAN TGS,,механическая,400,4x2,2-х местная с 2 спальными
1550000,,2012,67000,Воскресенск,https://auto.ru/artic/used/sale/maz/6430/15951220-b90e5804/,MAZ,МАЗ 6430,,механическая,411,6x4,2-х местная с 2 спальными
1400000,,2011,170000,Воронеж,https://auto.ru/artic/used/sale/iveco/stralis_tractor/16495164-0519ae0f/,IVECO,IVECO Stralis,,механическая,451,4x2,2-х местная с 1 спальным
2000000,,2010,745000,Краснодар,https://auto.ru/artic/used/sale/scania/p_1/16396524-c2a8b3bb/,SCANIA,Scania P-series,,механическая,420,4x2,2-х местная с 1 спальным
2600000,,2013,1300000,Белгород,https://auto.ru/artic/used/sale/scania/g/16604540-1ec7e410/,SCANIA,Scania G-series,,механическая,441,4x2,2-х местная с 2 спальными
850000,,2012,681000,Набережные Челны,https://auto.ru/artic/used/sale/maz/5440/16095070-85d06e1a/,MAZ,МАЗ 5440,,механическая,434,4x2,2-х местная с 2 спальными
7000000,,2011,152810,Белый Яр,https://auto.ru/artic/used/sale/man/22/16143580-e653be1b/,MAN,MAN 22,,механическая,400,6x4,
2400000,,2013,520000,Смоленск,https://auto.ru/artic/used/sale/renault/premium_tractor/15869167-ee7004fd/,RENAULT,Renault Premium,,механическая,460,4x2,2-х местная с 1 спальным
3895000,,2012,724346,Москва,https://auto.ru/artic/used/sale/volvo/fm_tractor/16581390-ad631723/,VOLVO,Volvo FM,,механическая,400,4x2,2-х местная с 2 спальными
2350000,,2009,1091000,Челябинск,https://auto.ru/artic/used/sale/scania/g/16603186-91d8af44/,SCANIA,Scania G-series,,автоматическая,440,4x2,2-х местная с 2 спальными
650000,,2011,766492,Екатеринбург,https://auto.ru/artic/used/sale/maz/6430/16607248-170c0c2e/,MAZ,МАЗ 6430,,,12,белый,
2850000,,2011,1000000,Челябинск,https://auto.ru/artic/used/sale/daf/xf105/16493084-b0e668b3/,DAF,DAF XF105,,механическая,460,4x2,2-х местная с 2 спальными
5000000,,2014,720000,Екатеринбург,https://auto.ru/artic/used/sale/man/tgs/16470888-3f41adf6/,MAN,MAN TGS,,механическая,440,6x4,2-х местная с 1 спальным
2660000,,2011,715000,Красноярск,https://auto.ru/artic/used/sale/volvo/fh_tractor/16113178-8f385c1e/,VOLVO,Volvo FH,,механическая,400,4x2,2-х местная с 2 спальными
2300000,,2010,1000000,Краснодар,https://auto.ru/artic/used/sale/man/tgx/16539518-73ca5dcf/,MAN,MAN TGX,,автоматическая,440,белый,
530000,,2011,330000,Нижний Новгород,https://auto.ru/artic/used/sale/maz/5440/16519914-adebf6dc/,MAZ,МАЗ 5440,,механическая,330,4x2,2-х местная с 2 спальными
2200000,,2011,1060000,Киров,https://auto.ru/artic/used/sale/scania/g/16625338-c1fb5553/,SCANIA,Scania G-series,,механическая,379,синий,2-х местная с 2 спальными
430000,,2010,537231,Истра,https://auto.ru/artic/used/sale/maz/5440/16563310-78131a96/,MAZ,МАЗ 5440,,механическая,247,4x2,2-х местная без спального
2500000,,2011,800000,Великий Новгород,https://auto.ru/artic/used/sale/scania/g/16177294-c05c1750/,SCANIA,Scania G-series,,механическая,380,4x2,2-х местная с 2 спальными
2500000,,2012,780000,Белгород,https://auto.ru/artic/used/sale/scania/g/16616792-39756607/,SCANIA,Scania G-series,,механическая,400,4x2,2-х местная с 2 спальными
1390000,,2013,172000,Видное,https://auto.ru/artic/used/sale/maz/6430/16606830-2e45361d/,MAZ,МАЗ 6430,,механическая,411,6x4,2-х местная с 2 спальными
2900000,,2012,1150000,Сарапул,https://auto.ru/artic/used/sale/daf/xf105/16612068-020cc8be/,DAF,DAF XF105,,автоматическая,510,4x2,2-х местная с 2 спальными
1450000,,2012,790000,Калуга,https://auto.ru/artic/used/sale/mercedes/axor_t/16423074-b43298c9/,MERCEDES,Mercedes-Benz Axor,,механическая,354,4x2,2-х местная с 1 спальным
3500000,,2014,61000,Красноярск,https://auto.ru/artic/used/sale/kamaz/65116/16347944-a169e107/,KAMAZ,КамАЗ 65116,,механическая,298,6x4,2-х местная с 1 спальным
2500000,,2010,470743,Пенза,https://auto.ru/artic/used/sale/maz/6430/16573634-7192789a/,MAZ,МАЗ 6430,,механическая,412,6x4,2-х местная с 2 спальными
1050000,,2011,300000,Архангельск,https://auto.ru/artic/used/sale/maz/6430/16480018-43903dba/,MAZ,МАЗ 6430,,механическая,12,6x4,2-х местная с 2 спальными
1400000,,2013,1000000,Москва,https://auto.ru/artic/used/sale/scania/r_1/16579588-f0d818cf/,SCANIA,Scania R-Series,,механическая,420,4x2,2-х местная с 2 спальными
820000,,2013,280000,Самара,https://auto.ru/artic/used/sale/maz/5440/16093676-7d0b647c/,MAZ,МАЗ 5440,,механическая,310,4x2,2-х местная с 1 спальным
2500000,,2011,1150000,Набережные Челны,https://auto.ru/artic/used/sale/scania/r_1/16278064-288673bc/,SCANIA,Scania R-Series,,механическая,420,4x2,2-х местная с 2 спальными
2300000,,2011,1000000,Новороссийск,https://auto.ru/artic/used/sale/mercedes/axor_t/16395970-f32096a8/,MERCEDES,Mercedes-Benz Axor,,,400,белый,
4600000,,2014,645000,Белореченск,https://auto.ru/artic/used/sale/daf/xf105/16514432-982b4771/,DAF,DAF XF105,,механическая,460,4x2,2-х местная с 2 спальными
3000000,,2010,671000,Каневская,https://auto.ru/artic/used/sale/mercedes/axor_t/16239722-f00bb3ff/,MERCEDES,Mercedes-Benz Axor,,автоматическая,428,4x2,2-х местная с 2 спальными
1799000,,2013,168000,Красноярск,https://auto.ru/artic/used/sale/maz/6430/16473210-306d9083/,MAZ,МАЗ 6430,,,12,6x4,
2030000,,2012,1120000,Санкт-Петербург,https://auto.ru/artic/used/sale/daf/xf105/16365504-1b7b2996/,DAF,DAF XF105,,автоматическая,510,6x2,2-х местная с 2 спальными
1300000,,2012,200000,Зеленогорск,https://auto.ru/artic/used/sale/maz/6422/16476462-08565983/,MAZ,МАЗ 6422,,механическая,400,6x6,2-х местная с 2 спальными
2050000,,2010,1000000,Набережные Челны,https://auto.ru/artic/used/sale/scania/g/16123662-b37e99a7/,SCANIA,Scania G-series,,механическая,380,4x2,2-х местная с 2 спальными
3500000,,2013,750000,Брянск,https://auto.ru/artic/used/sale/daf/xf105/16632424-dff76899/,DAF,DAF XF105,,механическая,460,4x2,2-х местная с 2 спальными
1050000,,2011,200000,Кострома,https://auto.ru/artic/used/sale/maz/6430/16130212-68a26081/,MAZ,МАЗ 6430,,механическая,400,6x4,2-х местная с 2 спальными
1700000,,2012,621336,Санкт-Петербург,https://auto.ru/artic/used/sale/renault/premium_tractor/16521698-5b330d51/,RENAULT,Renault Premium,,механическая,380,4x2,2-х местная с 1 спальным
4700000,,2012,800000,Пермь,https://auto.ru/artic/used/sale/scania/g/16273752-36955da7/,SCANIA,Scania G-series,,механическая,441,красный,2-х местная с 2 спальными
2290000,,2012,1250000,Казань,https://auto.ru/artic/used/sale/mercedes/actros_t/16602584-7009019b/,MERCEDES,Mercedes-Benz Actros,,полуавтоматическая,435,4x2,
1100000,,2010,180000,Тюмень,https://auto.ru/artic/used/sale/maz/6430/16507420-98c56feb/,MAZ,МАЗ 6430,,механическая,12,6x4,2-х местная с 2 спальными
1650000,,2014,156000,Туймазы,https://auto.ru/artic/used/sale/kamaz/65116/16327912-509a2a60/,KAMAZ,КамАЗ 65116,,механическая,210,белый,
2070000,,2010,1030000,Павловск,https://auto.ru/artic/used/sale/daf/xf105/15863960-41d2fd66/,DAF,DAF XF105,,механическая,460,4x2,2-х местная с 2 спальными
2000000,,2010,120000,Новокубанск,https://auto.ru/artic/used/sale/kamaz/65116/16492568-e019311b/,KAMAZ,КамАЗ 65116,,,280,синий,3-х местная с 1 спальным
900000,,2014,198000,Каменск-Шахтинский,https://auto.ru/artic/used/sale/maz/5440/16342626-260f8963/,MAZ,МАЗ 5440,,механическая,310,4x2,2-х местная с 1 спальным
1500000,,2011,100000,Усть-Кут,https://auto.ru/artic/used/sale/kamaz/65225_t/16520312-30069eaf/,KAMAZ,КамАЗ 65225,,механическая,360,6x6,2-х местная с 1 спальным
1500000,,2010,12000,Азнакаево,https://auto.ru/artic/used/sale/kamaz/5460/16491806-8d39e524/,KAMAZ,КамАЗ 5460,,механическая,400,4x2,
3750000,,2010,710000,Верхотурье,https://auto.ru/artic/used/sale/mercedes/actros_t/15834030-88ffe8ec/,MERCEDES,Mercedes-Benz Actros,,автоматическая,440,4x2,2-х местная с 2 спальными
3300000,,2011,1180000,Чебоксары,https://auto.ru/artic/used/sale/scania/r_1/16551956-498c1f0a/,SCANIA,Scania R-Series,,механическая,420,4x2,2-х местная с 2 спальными
650000,,2012,650000,Михайловка,https://auto.ru/artic/used/sale/maz/5440/16112120-80ea199d/,MAZ,МАЗ 5440,,механическая,411,4x2,2-х местная с 2 спальными
2600000,,2011,1200000,Москва,https://auto.ru/artic/used/sale/volvo/fh_tractor/15711533-a6a1f721/,VOLVO,Volvo FH,,механическая,400,4x2,2-х местная с 2 спальными
1100000,,2012,550000,Ставрополь,https://auto.ru/artic/used/sale/maz/5440/15443465-1940ec07/,MAZ,МАЗ 5440,,механическая,435,4x2,2-х местная с 2 спальными
2750000,,2012,1200000,Петрозаводск,https://auto.ru/artic/used/sale/volvo/fh_tractor/16505570-59283691/,VOLVO,Volvo FH,,механическая,400,4x2,2-х местная с 2 спальными
2500000,,2011,830000,Минусинск,https://auto.ru/artic/used/sale/volvo/fh_tractor/15844864-aa94eec1/,VOLVO,Volvo FH,,,460,4x2,
2650000,,2011,1050000,Смоленск,https://auto.ru/artic/used/sale/daf/xf105/16423804-f12257fe/,DAF,DAF XF105,,механическая,460,4x2,2-х местная с 2 спальными
3200000,,2012,815000,Брянск,https://auto.ru/artic/used/sale/mercedes/actros_t/16632408-3fac044e/,MERCEDES,Mercedes-Benz Actros,,автоматическая,408,4x2,2-х местная с 2 спальными
1487000,,2011,1150000,Липецк,https://auto.ru/artic/used/sale/scania/p_1/16161754-f81746a5/,SCANIA,Scania P-series,,механическая,340,белый,2-х местная с 1 спальным
2900000,,2011,774000,Ростов-на-Дону,https://auto.ru/artic/used/sale/iveco/stralis_tractor/15892050-17b05917/,IVECO,IVECO Stralis,,механическая,450,4x2,2-х местная с 2 спальными
2550000,,2009,1000000,Волгоград,https://auto.ru/artic/used/sale/scania/r_1/16550652-f07cb664/,SCANIA,Scania R-Series,,полуавтоматическая,420,4x2,2-х местная с 1 спальным
1550000,,2012,1170000,Владимир,https://auto.ru/artic/used/sale/renault/premium_tractor/16276724-f246f8f4/,RENAULT,Renault Premium,,механическая,380,4x2,2-х местная с 2 спальными
2800000,,2012,550000,Ангарск,https://auto.ru/artic/used/sale/hino/700_1_profia/16557224-6bc10cdf/,HINO,Hino Series 700 (Profia),,механическая,450,6x4,2-х местная с 1 спальным
5350000,,2014,92937,Красноярск,https://auto.ru/artic/used/sale/international/prostar/16385426-f4540c0e/,INTERNATIONAL,International ProStar,,механическая,436,6x4,2-х местная с 2 спальными
2220000,,2014,700000,Пенза,https://auto.ru/artic/used/sale/kamaz/5490/16437584-7204b332/,KAMAZ,КамАЗ 5490,,механическая,401,4x2,2-х местная с 1 спальным
3150000,,2013,1111111,Красноярск,https://auto.ru/artic/used/sale/volvo/fh_tractor/16595056-7d6f6556/,VOLVO,Volvo FH,,автоматическая,469,4x2,2-х местная с 2 спальными
3000000,,2013,750000,Екатеринбург,https://auto.ru/artic/used/sale/man/tgx/16628602-d4686cdb/,MAN,MAN TGX,,механическая,12,4x2,2-х местная с 2 спальными
2990000,,2011,1150000,Новосибирск,https://auto.ru/artic/used/sale/volvo/fh_tractor/16465840-2e2b1543/,VOLVO,Volvo FH,,механическая,460,4x2,2-х местная с 2 спальными
3100000,,2012,790000,Новосибирск,https://auto.ru/artic/used/sale/daf/xf95/16370560-dc604145/,DAF,DAF 95XF,,механическая,530,6x4,2-х местная с 2 спальными
2650000,,2009,1350000,Екатеринбург,https://auto.ru/artic/used/sale/volvo/fh_tractor/16565290-b41dd6b3/,VOLVO,Volvo FH,,механическая,500,4x2,2-х местная с 2 спальными
1600000,,2012,160000,Лабинск,https://auto.ru/artic/used/sale/kamaz/6460/16243460-1f838d16/,KAMAZ,КамАЗ 6460,,механическая,400,6x4,2-х местная с 1 спальным
2600000,,2012,812000,Екатеринбург,https://auto.ru/artic/used/sale/man/tgs/16200172-b73477a1/,MAN,MAN TGS,,механическая,440,6x4,2-х местная с 1 спальным
950000,,2011,223562,Нижний Новгород,https://auto.ru/artic/used/sale/kamaz/65116/16340192-927ee591/,KAMAZ,КамАЗ 65116,,механическая,281,6x4,2-х местная с 1 спальным
1400000,,2012,760,Челябинск,https://auto.ru/artic/used/sale/maz/5440/16611782-98ee11ac/,MAZ,МАЗ 5440,,полуавтоматическая,241,4x2,2-х местная с 2 спальными
2150000,,2012,760000,Вейделевка,https://auto.ru/artic/used/sale/renault/premium_tractor/16118166-8d6f9c74/,RENAULT,Renault Premium,,механическая,440,4x2,2-х местная с 2 спальными
350000,,2011,349000,Кунгур,https://auto.ru/artic/used/sale/maz/5440/16609384-66368097/,MAZ,МАЗ 5440,,механическая,247,4x2,
1490000,,2012,800000,Орск,https://auto.ru/artic/used/sale/renault/premium_tractor/16630026-02a47361/,RENAULT,Renault Premium,,механическая,380,4x2,2-х местная с 2 спальными
4000000,,2009,1069000,Сочи,https://auto.ru/artic/used/sale/volvo/vnl_tractor/16268400-5ae75bb4/,VOLVO,Volvo VNL,,механическая,485,6x4,2-х местная с 2 спальными
1300000,,2012,800000,Сочи,https://auto.ru/artic/used/sale/maz/6430/16234034-2871c583/,MAZ,МАЗ 6430,,механическая,410,6x4,2-х местная с 1 спальным
3300000,,2012,570000,Ульяновск,https://auto.ru/artic/used/sale/man/tgs/16546140-ea43a53c/,MAN,MAN TGS,,механическая,440,6x4,2-х местная с 1 спальным
1600000,,2012,500000,Кедровка,https://auto.ru/artic/used/sale/renault/premium_tractor/16475976-e7bf8242/,RENAULT,Renault Premium,,механическая,380,4x2,2-х местная с 2 спальными
1650000,,2011,40000,Красноярск,https://auto.ru/artic/used/sale/kamaz/65116/16605532-74f9e60d/,KAMAZ,КамАЗ 65116,,механическая,207,6x4,2-х местная с 1 спальным
1650000,,2012,761000,Ялуторовск,https://auto.ru/artic/used/sale/maz/5440/16632058-3a1777cf/,MAZ,МАЗ 5440,,механическая,435,белый,2-х местная с 2 спальными
650000,,2011,1000000,Саратов,https://auto.ru/artic/used/sale/maz/5440/16479000-08c1f3a7/,MAZ,МАЗ 5440,,механическая,400,4x2,2-х местная с 2 спальными
3850000,,2011,308300,Санкт-Петербург,https://auto.ru/artic/used/sale/volvo/fm_tractor/16611586-234c70f6/,VOLVO,Volvo FM,,механическая,400,6x4,2-х местная с 1 спальным
1250000,,2013,450000,Кинель-Черкассы,https://auto.ru/artic/used/sale/maz/5440/16526638-3003ccde/,MAZ,МАЗ 5440,,механическая,435,4x2,2-х местная с 2 спальными
2500000,,2011,100000,Красноярск,https://auto.ru/artic/used/sale/kamaz/65116/16355054-48b18a1f/,KAMAZ,КамАЗ 65116,,механическая,280,6x4,2-х местная с 1 спальным
3650000,,2014,800000,Шахты,https://auto.ru/artic/used/sale/scania/p_1/16482098-0809f703/,SCANIA,Scania P-series,,механическая,440,6x4,2-х местная с 1 спальным
3000000,,2011,944901,Сыктывкар,https://auto.ru/artic/used/sale/daf/xf105/16553420-d92bb001/,DAF,DAF XF105,,механическая,460,4x2,2-х местная с 2 спальными
530000,,2011,143000,Москва,https://auto.ru/artic/used/sale/maz/5440/16196222-333fded5/,MAZ,МАЗ 5440,,механическая,328,6x2,2-х местная с 2 спальными
2900000,,2014,904000,Санкт-Петербург,https://auto.ru/artic/used/sale/man/tgs/16627364-83ec5902/,MAN,MAN TGS,,механическая,440,6x4,2-х местная с 1 спальным
2700000,,2013,294000,Краснодар,https://auto.ru/artic/used/sale/renault/premium_tractor/16232184-6de2b937/,RENAULT,Renault Premium,,,450,4x2,
550000,,2011,350000,Зеленодольск,https://auto.ru/artic/used/sale/maz/5440/16572510-f0f442f4/,MAZ,МАЗ 5440,,механическая,330,4x2,2-х местная с 2 спальными
3099999,,2012,780000,Казань,https://auto.ru/artic/used/sale/daf/xf105/16602384-9e117165/,DAF,DAF XF105,,механическая,460,4x2,2-х местная с 2 спальными
1300000,,2011,480000,Владимир,https://auto.ru/artic/used/sale/hyundai/hd450_500_700/16310298-b14cba3b/,HYUNDAI,Hyundai HD450/500/700,,,12,4x2,
3099999,,2012,715000,Казань,https://auto.ru/artic/used/sale/daf/xf105/16602414-acc07681/,DAF,DAF XF105,,механическая,410,4x2,2-х местная с 2 спальными
4700000,,2009,743500,Тольятти,https://auto.ru/artic/used/sale/man/tgx/15094288-f73e0381/,MAN,MAN TGX,,автоматическая,480,6x2,2-х местная с 2 спальными
1900000,,2013,500000,Севастополь,https://auto.ru/artic/used/sale/mercedes/axor_t/16451874-db0fc75a/,MERCEDES,Mercedes-Benz Axor,,автоматическая,12,4x2,2-х местная с 1 спальным
1150000,,2013,500000,Уфа,https://auto.ru/artic/used/sale/maz/5440/16100582-80eba743/,MAZ,МАЗ 5440,,механическая,412,4x2,2-х местная с 2 спальными
3950000,,2010,950000,Белгород,https://auto.ru/artic/used/sale/scania/g/16289474-84d2c888/,SCANIA,Scania G-series,,,12,4x2,
1300000,,2014,85000,Тюмень,https://auto.ru/artic/used/sale/kamaz/65116/16179424-abcd6aea/,KAMAZ,КамАЗ 65116,,механическая,298,6x4,2-х местная с 1 спальным
1200000,,2012,700000,Липецк,https://auto.ru/artic/used/sale/maz/5440/16553168-5976ea24/,MAZ,МАЗ 5440,,механическая,435,4x2,2-х местная с 2 спальными
760000,,2012,400000,Тюмень,https://auto.ru/artic/used/sale/maz/5440/15514026-f505fed3/,MAZ,МАЗ 5440,,,328,зелёный,
2800000,,2009,780000,Хабаровск,https://auto.ru/artic/used/sale/kenworth/t2000_1/16486386-a0c7f361/,KENWORTH,Kenworth T2000,,механическая,451,6x4,2-х местная с 2 спальными
1600000,,2012,350000,Заинск,https://auto.ru/artic/used/sale/maz/5440/16610864-e1d146c3/,MAZ,МАЗ 5440,,механическая,400,4x2,2-х местная с 2 спальными
680000,,2012,105000,Отрадный,https://auto.ru/artic/used/sale/maz/6422/16605956-98a7eeed/,MAZ,МАЗ 6422,,механическая,330,6x4,2-х местная с 1 спальным
2690000,,2010,600000,Кемерово,https://auto.ru/artic/used/sale/freightliner/cascadia/15428091-5d3549b3/,FREIGHTLINER,Freightliner Cascadia,,механическая,12,6x2,2-х местная с 2 спальными
780000,,2011,700000,Рязань,https://auto.ru/artic/used/sale/maz/5440/16476764-f72b4b3d/,MAZ,МАЗ 5440,,механическая,330,4x2,2-х местная с 2 спальными
3370000,,2014,785000,Тамбов,https://auto.ru/artic/used/sale/scania/g/16558476-8e6a337a/,SCANIA,Scania G-series,,механическая,400,4x2,2-х местная с 2 спальными
620000,,2011,750000,Архангельск,https://auto.ru/artic/used/sale/maz/5440/16322836-b3fd5cfd/,MAZ,МАЗ 5440,,механическая,410,белый,2-х местная с 2 спальными
1900000,,2009,1400000,Октябрьское,https://auto.ru/artic/used/sale/kenworth/t660/16621426-e885b195/,KENWORTH,Kenworth T660,,механическая,450,4x2,2-х местная с 2 спальными
5000000,,2013,523000,Владивосток,https://auto.ru/artic/used/sale/scania/g/16110532-af082e33/,SCANIA,Scania G-series,,механическая,400,6x4,2-х местная с 2 спальными
780000,,2011,650000,Миасс,https://auto.ru/artic/used/sale/maz/5440/16280726-90d9eb71/,MAZ,МАЗ 5440,,механическая,411,4x2,2-х местная с 2 спальными
