Model;URL;Year;Price;Mileage;VehicleType;Make;Supplier;VATIncluded;Location
Mega Liner;https://auto.ru/trailer/used/sale/krone/mega_liner/15498663-14f37bca/;2017;2100000;46000;Curtainsider;KRONE;Группа ГРАССМАНН и ЛОМТЕВ;Цена с НДС;Москва
Krone;https://auto.ru/trailer/used/sale/krone/krone/16303736-9365b598/;2014;3250000;500000;Refrigerator;KRONE;;;Чебоксары
NS;https://auto.ru/trailer/used/sale/wielton/ns/16636228-8aa0e71a/;2014;1000000;1000000;Curtainsider;WIELTON;;;Смоленск
SD;https://auto.ru/trailer/used/sale/krone/sd/16626488-06d7c972/;2018;2200000;;Curtainsider;KRONE;КРОНЕ СканБалт;Цена с НДС;Химки
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16629530-38c25d73/;2015;1399777;600000;Curtainsider;SCHMITZ CARGOBULL;ТТ777;;Москва
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16543868-44fa17f1/;2006;750000;600000;Curtainsider;KRONE;;;Санкт-Петербург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16408762-91d0af15/;2015;3550000;300000;Refrigerator;SCHMITZ CARGOBULL;ООО Группа Авто;;Рязань
SKI;https://auto.ru/trailer/used/sale/schmitz_cargobull/ski/16521132-9128aa2c/;2011;890000;;Platform;SCHMITZ CARGOBULL;;;Домодедово
Mega Liner;https://auto.ru/trailer/used/sale/krone/mega_liner/16085300-0204f1c8/;2009;650000;500000;Curtainsider;KRONE;СГМ - ГРУПП;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16576096-2de6a1ec/;2019;5859860;200000;Refrigerator;SCHMITZ CARGOBULL;"ООО ""РЕД СТАР"" МАЗ Смоленск";Цена с НДС;Смоленск
SD;https://auto.ru/trailer/used/sale/krone/sd/16503124-7ac05522/;2012;1190000;;Curtainsider;KRONE;Global Truck Sales Москва Север;;Зеленоград
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16626792-c3b6f901/;2015;1730000;200000;Curtainsider;MEUSBURGER;M7 TRUCK Санкт-Петербург;;Санкт-Петербург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16431050-21c2518d/;2017;4669576;;Refrigerator;SCHMITZ CARGOBULL;СГМ - ГРУПП;;Москва
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16568682-b6c7898e/;2018;2230000;;Curtainsider;KRONE;M7 TRUCK Набережные Челны;;Набережные Челны
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16635754-2aa5e376/;2017;2230000;180000;Curtainsider;KRONE;Триера Трак;Цена с НДС;Дубровки
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16416263-4215c819/;2019;2700000;100000;Curtainsider;SCHMITZ CARGOBULL;"ООО ""РЕД СТАР"" МАЗ Смоленск";Цена с НДС;Смоленск
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16585934-aed6f919/;2012;1250000;;Curtainsider;KOGEL;СибТракСкан;;Новосибирск
S24;https://auto.ru/trailer/used/sale/kogel/s24/16380816-a8bf5dc4/;2015;1700000;450000;Platform;KOGEL;TELS Group;;Хоругвино
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16552860-8e7a0753/;2008;630000;750000;Platform;KOGEL;;;Смоленск
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16378232-c85db502/;2005;850000;700000;Curtainsider;KRONE;;;Краснодар
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16621454-18684b88/;2008;630000;;Platform;SCHMITZ CARGOBULL;Форсаж;;Котельники
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16628338-8c9eaf7b/;2011;800000;900000;Platform;KOGEL;;;Брянск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/10207332-7394c2cf/;2010;2050000;552179;Refrigerator;SCHMITZ CARGOBULL;РосТрансАвто Брянск;;Брянск
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16611866-007282d7/;2018;2350000;;Curtainsider;MEUSBURGER;BS-Truck;Цена с НДС;Набережные Челны
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16562250-4f062318/;2016;1850000;;Curtainsider;SCHMITZ CARGOBULL;ГРУЗ СОЮЗ;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16424032-65d940ad/;2007;1655000;500;Refrigerator;SCHMITZ CARGOBULL;;;Новомосковск
SD;https://auto.ru/trailer/used/sale/krone/sd/16198800-5e98b466/;2014;1700000;;Curtainsider;KRONE;ТРАНСАЛЬЯНС Москва;;Солнечногорск
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16557838-f0db6150/;2013;2790000;160000;Refrigerator;KRONE;Триера Трак;Цена с НДС;Дубровки
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16628138-e3974b09/;2011;1100000;;Curtainsider;SCHMITZ CARGOBULL;;;Самара
SW 24;https://auto.ru/trailer/used/sale/schmitz_cargobull/sw_24/16620656-7db0e0ba/;2007;680000;100;Curtainsider;SCHMITZ CARGOBULL;;;Курск
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16616768-9e1a7034/;2011;900000;600000;Curtainsider;SCHMITZ CARGOBULL;;;Самара
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16571316-6374b314/;2010;3100000;555555;Refrigerator;SCHMITZ CARGOBULL;Вираж;;Санкт-Петербург
SD;https://auto.ru/trailer/used/sale/krone/sd/16561426-26a20880/;2007;779000;;Curtainsider;KRONE;GROSS AUTO;Цена с НДС;Москва
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16560518-5e24c2da/;2015;1650000;200000;Curtainsider;MEUSBURGER;M7 TRUCK Москва;Цена с НДС;Чёрная Грязь
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/15841946-243c4e6f/;2003;850000;650000;Curtainsider;SCHMITZ CARGOBULL;;;Тула
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16570668-f5d37153/;2017;4630000;;Refrigerator;SCHMITZ CARGOBULL;ClassTrucks;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16634672-c9691f60/;2018;5292186;169100;Refrigerator;SCHMITZ CARGOBULL;Шмитц Каргобулл Руссланд;Цена с НДС;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16183110-9aeabaa2/;2008;920000;;Platform;KRONE;Восток;;Санкт-Петербург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16636728-7d4c5a2b/;2006;2300000;560000;Refrigerator;SCHMITZ CARGOBULL;СТТ-АВТО;;Домодедово
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16569886-5544a867/;2013;1330000;200000;Curtainsider;SCHMITZ CARGOBULL;M7 TRUCK Казань;Цена с НДС;Новониколаевский
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16576060-0e7b7c36/;2017;2180000;;Curtainsider;SCHMITZ CARGOBULL;СГМ - ГРУПП;;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16520752-91877b28/;2018;2100000;80500;Curtainsider;KRONE;Группа Милан;;Санкт-Петербург
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16611880-75e9ca13/;2017;4450000;200000;Refrigerator;KRONE;Группа Милан;;Санкт-Петербург
SCB24;https://auto.ru/trailer/used/sale/kogel/scb24/16586668-882179dd/;2008;1400000;26626;Refrigerator;KOGEL;PRO АВТО;;Люберцы
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16395352-b07fd93c/;2006;680000;399000;Curtainsider;KRONE;ТРАК ПЛАТФОРМА;;Люберцы
SD;https://auto.ru/trailer/used/sale/krone/sd/16478792-aa2a7ae0/;2005;750000;850000;Curtainsider;KRONE;Триера Трак;;Дубровки
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16414804-0844934b/;2017;4150000;420000;Refrigerator;SCHMITZ CARGOBULL;ГРИН ЛАЙН;;Смоленск
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16604086-be2b234e/;2003;850000;80000;Platform;KRONE;;;Ставропольский край
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16594388-cabc480e/;2007;670000;500000;Curtainsider;SCHMITZ CARGOBULL;;;Орёл
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16613970-d78d96d1/;2000;400000;;Platform;SCHMITZ CARGOBULL;;;Смоленск
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16619248-387b07ab/;2013;1350000;500;Platform;KRONE;;;Красноярск
SD;https://auto.ru/trailer/used/sale/krone/sd/16622500-ee369c89/;2012;1350000;;Curtainsider;KRONE;Global Truck Sales Москва Север;Цена с НДС;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16525068-bda8a40d/;2011;2000000;800000;Refrigerator;KRONE;;;Сергиев Посад
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16345158-115ad916/;2012;1200000;500000;Curtainsider;SCHMITZ CARGOBULL;Компания АВТОТРАК Москва;;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16466492-6451103f/;2011;1250000;750000;Curtainsider;KRONE;Триера Трак;;Дубровки
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16636730-e1a08e8f/;2007;2300000;620000;Refrigerator;SCHMITZ CARGOBULL;СТТ-АВТО;;Домодедово
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/15724557-4d0b4e9e/;2003;1195000;;Refrigerator;KRONE;;;Санкт-Петербург
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16608998-47a97cfb/;2007;650000;;Curtainsider;SCHMITZ CARGOBULL;;;Нижний Новгород
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16071044-beed4361/;2015;3290000;600000;Refrigerator;SCHMITZ CARGOBULL;;;Москва
Krone;https://auto.ru/trailer/used/sale/krone/krone/16469116-fa36c8cd/;2004;1350000;;Refrigerator;KRONE;;;Оренбург
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16317096-1988ab36/;2012;999000;;Curtainsider;KOGEL;GROSS AUTO;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16635622-f0672443/;2014;3950000;215000;Refrigerator;SCHMITZ CARGOBULL;;;Псков
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16429536-1970ebd3/;2010;1700000;500;Refrigerator;SCHMITZ CARGOBULL;;;Новомосковск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16581364-4742936a/;2011;2500000;500000;Refrigerator;SCHMITZ CARGOBULL;;;Киров
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16305118-17ddee6b/;2007;1730000;10000;Refrigerator;SCHMITZ CARGOBULL;Global Truck Sales Санкт-Петербург;;Санкт-Петербург
Krone;https://auto.ru/trailer/used/sale/krone/krone/16626134-f3f93053/;2003;550000;200000;Curtainsider;KRONE;;;Сызрань
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16605127-c7f64506/;2012;1010000;;Curtainsider;KOGEL;ГРУЗ СОЮЗ;Цена с НДС;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16483978-6dbb4987/;2016;3200000;;Refrigerator;SCHMITZ CARGOBULL;;;Астрахань
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16627718-895df23a/;2017;4400000;;Refrigerator;SCHMITZ CARGOBULL;ClassTrucks;;Екатеринбург
SD;https://auto.ru/trailer/used/sale/krone/sd/16636326-bdb06c24/;2019;4760000;140000;Refrigerator;KRONE;Группа Милан;Цена с НДС;Санкт-Петербург
Cool Liner;https://auto.ru/trailer/used/sale/krone/cool_liner/16630334-67817cdd/;2010;2250000;;Refrigerator;KRONE;АЙС КУБ;;Солнечногорск
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16540390-9f67a8f2/;2002;600000;;Platform;SCHMITZ CARGOBULL;;;Самара
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16569552-afe862b1/;2006;800000;;Platform;KRONE;;;Екатеринбург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16587546-4ddcb636/;2008;1730000;1400000;Refrigerator;SCHMITZ CARGOBULL;;;Жуковский
SDR 27;https://auto.ru/trailer/used/sale/krone/sdr_27/16636082-282e7470/;2004;1500000;500000;Refrigerator;KRONE;;;Новосибирск
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16620396-9a8cb832/;2012;1530000;;Platform;SCHMITZ CARGOBULL;;;Омск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630688-7f6eb7a2/;2017;4630000;;Refrigerator;SCHMITZ CARGOBULL;ClassTrucks;;Москва
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16369458-10ec8a78/;2012;1450000;;Curtainsider;SCHMITZ CARGOBULL;;;Пенза
SW 24;https://auto.ru/trailer/used/sale/schmitz_cargobull/sw_24/16195556-e076cda0/;2001;1100000;;Refrigerator;SCHMITZ CARGOBULL;;;Улан-Удэ
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16028928-449d62de/;2011;2350000;510000;Refrigerator;SCHMITZ CARGOBULL;Транзит-Дон Гипермаркет;;Ростов-на-Дону
SD;https://auto.ru/trailer/used/sale/krone/sd/16622388-79d914ae/;2011;1250000;680000;Curtainsider;KRONE;Триера Трак;Цена с НДС;Дубровки
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16635866-a4c53034/;2011;2350000;650000;Refrigerator;SCHMITZ CARGOBULL;Транзит-Дон Гипермаркет;Цена с НДС;Ростов-на-Дону
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16607486-024555bd/;2017;1950000;30000;Curtainsider;KRONE;M7 TRUCK Москва Юг;Цена с НДС;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16503118-c2f3d529/;2012;1190000;;Curtainsider;KRONE;Global Truck Sales Москва Север;;Зеленоград
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16159418-a88ac15a/;2002;1250000;1000;Refrigerator;SCHMITZ CARGOBULL;;;Ачинск
SD;https://auto.ru/trailer/used/sale/krone/sd/16614282-a07df0c0/;2017;4200000;;Refrigerator;KRONE;Мега-Транзит;Цена с НДС;Каменск-Шахтинский
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16600600-e578c757/;2011;930000;;Platform;KOGEL;PRO АВТО;Цена с НДС;Люберцы
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16380794-6e59af16/;2014;1700000;;Platform;SCHMITZ CARGOBULL;TELS Group;;Хоругвино
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16371080-12c32ecc/;2007;510000;100;Curtainsider;KOGEL;;;Тверь
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16136544-0138901c/;2015;3590000;295000;Refrigerator;SCHMITZ CARGOBULL;БорнТракСервис;Цена с НДС;Москва
Profi Liner;https://auto.ru/trailer/used/sale/krone/profi_liner/16432862-8c086b54/;2007;750000;;Curtainsider;KRONE;;;Магнитогорск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16635646-196074fd/;2017;4250000;235000;Refrigerator;SCHMITZ CARGOBULL;;;Псков
SDR 27;https://auto.ru/trailer/used/sale/krone/sdr_27/16525054-e391cbae/;2003;899000;;Refrigerator;KRONE;;;Бийск
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16060084-4c193020/;2005;599000;500000;Curtainsider;KRONE;РУСАВТО Iveco Рязань;;Рязань
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16485238-fb810866/;2015;1700000;140000;Curtainsider;KOGEL;ТРАНСАЛЬЯНС Москва;;Солнечногорск
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16573394-403fad54/;2008;745000;860000;Curtainsider;KRONE;;;Коркино
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16128964-57d52bff/;2017;2200000;163000;Curtainsider;SCHMITZ CARGOBULL;Группа ГРАССМАНН и ЛОМТЕВ;;Москва
SCS;https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16625264-a5232451/;2011;1250000;400000;Curtainsider;SCHMITZ CARGOBULL;;;Нижний Новгород
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16611064-103d22e3/;2008;1950000;50;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;;Кимовск
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16612284-6ecca034/;2007;1000000;;Platform;KOGEL;;;Самара
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16386208-b3e8c0ca/;2007;1450000;500000;Refrigerator;SCHMITZ CARGOBULL;;;Новомосковск
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16495656-27bae3b6/;2007;800000;;Curtainsider;KOGEL;;;Липецк
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456144-ea095d52/;2010;2320000;;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;;Кимовск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16579476-4176a102/;2010;2250000;;Refrigerator;SCHMITZ CARGOBULL;;;Орёл
SD;https://auto.ru/trailer/used/sale/krone/sd/16595322-c68d384b/;2008;900000;300000;Platform;KRONE;;;Брянск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630690-0a43df92/;2017;4410000;;Refrigerator;SCHMITZ CARGOBULL;ClassTrucks;;Москва
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16590902-86517f55/;2005;505000;500000;Platform;KRONE;;;Сухой Лог
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16476374-62eb145a/;2011;2550000;800000;Refrigerator;SCHMITZ CARGOBULL;Монополия;;Санкт-Петербург
SD;https://auto.ru/trailer/used/sale/krone/sd/16536284-05b5e426/;2008;680000;;Curtainsider;KRONE;ГРУЗ СОЮЗ;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456220-cb35a3b1/;2010;2140000;;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;;Кимовск
SPR;https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16265426-a678f61e/;2001;450000;658415;Platform;SCHMITZ CARGOBULL;АГТ-Трейдинг;;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16586884-11fe4ecb/;2017;1970000;190000;Curtainsider;KRONE;КРОНЕ СканБалт;Цена с НДС;Химки
NS;https://auto.ru/trailer/used/sale/wielton/ns/16625318-a6ffe596/;2008;690000;299000;Platform;WIELTON;ТРАК ПЛАТФОРМА;;Люберцы
SD;https://auto.ru/trailer/used/sale/krone/sd/16622478-ce951150/;2012;1350000;680000;Curtainsider;KRONE;Триера Трак;Цена с НДС;Дубровки
SNC024;https://auto.ru/trailer/used/sale/kogel/snc024/16621140-dccf9cfc/;2000;450000;;Curtainsider;KOGEL;;;Грязи
Krone;https://auto.ru/trailer/used/sale/krone/krone/16618874-f0f8a546/;2012;1220000;380;Curtainsider;KRONE;;;Владимир
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16578694-ccd01c98/;2007;2000000;;Refrigerator;SCHMITZ CARGOBULL;СибТракСкан;;Новосибирск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16611158-1527e718/;2018;4490000;;Refrigerator;SCHMITZ CARGOBULL;Global Truck Sales Москва Север;Цена с НДС;Москва
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16558136-4b57ff13/;2008;1330000;760000;Platform;SCHMITZ CARGOBULL;;;Воронеж
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16632396-fccef6ba/;2007;645000;450000;Curtainsider;KOGEL;;;Липецк
SDC 27;https://auto.ru/trailer/used/sale/krone/sdc_27/16628542-cdcb4a94/;2003;250000;;Platform;KRONE;;;Екатеринбург
S24;https://auto.ru/trailer/used/sale/kogel/s24/16568272-12a01997/;2013;1400000;450000;Curtainsider;KOGEL;Транзит-Дон Москва;Цена с НДС;Москва
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16599618-25de8b32/;2005;750000;;Curtainsider;KRONE;;;Пикалево
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16554342-f2b7483d/;2008;820000;875000;Curtainsider;SCHMITZ CARGOBULL;;;Вязьма
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16591740-01c89546/;2016;1750000;260000;Curtainsider;SCHMITZ CARGOBULL;Триера Трак;Цена с НДС;Дубровки
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16530654-c8928d23/;2008;625000;1000;Curtainsider;KOGEL;КОМПАНИЯ АВТОМОБИЛИЯ;;Ярославль
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16617774-0797e3fb/;2005;800000;1000000;Platform;SCHMITZ CARGOBULL;;;Омск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16631494-148e3166/;2010;1990000;;Refrigerator;SCHMITZ CARGOBULL;Global Truck Sales Москва Север;Цена с НДС;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16476342-24f7dfcb/;2011;2250000;800000;Refrigerator;KRONE;Монополия;;Санкт-Петербург
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16023658-a48f33a4/;2011;670000;;Platform;KOGEL;Совкомбанк-Лизинг Москва;;Саларьево
SD;https://auto.ru/trailer/used/sale/krone/sd/16620392-8a31cc3e/;2007;850000;;Curtainsider;KRONE;;;Монино
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16409772-17952b31/;2014;749000;500;Platform;KOGEL;;;Москва
SD;https://auto.ru/trailer/used/sale/krone/sd/16629542-a8bb3109/;2007;900000;900000;Curtainsider;KRONE;;;Нема
;https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16583792-557e3c57/;2015;1650000;;Curtainsider;MEUSBURGER;СТТ-АВТО;Цена с НДС;Домодедово
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16431412-09783996/;2015;3450000;490000;Refrigerator;SCHMITZ CARGOBULL;M7 TRUCK Казань;;Новониколаевский
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16518034-fe4f6ed2/;2008;750000;;Curtainsider;SCHMITZ CARGOBULL;PRO АВТО;;Люберцы
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16323380-8485dbb5/;2004;600000;500000;Curtainsider;KRONE;;;Великий Новгород
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16630906-1da25cb0/;2005;700000;635223;Curtainsider;SCHMITZ CARGOBULL;ООО ИТЕКО Россия;Цена с НДС;Нижний Новгород
SD;https://auto.ru/trailer/used/sale/krone/sd/16474594-7e1431e4/;2007;630000;500000;Curtainsider;KRONE;;;Смоленск
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16456246-dc42b1c3/;2010;2140000;;Refrigerator;SCHMITZ CARGOBULL;Юнион КРОНЕ Кимовск;;Кимовск
SV24;https://auto.ru/trailer/used/sale/kogel/sv24/16585448-6c2f9658/;2008;1399000;250000;Refrigerator;KOGEL;Лаки Логистик;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16362064-7c44b256/;2017;4600000;;Refrigerator;SCHMITZ CARGOBULL;ClassTrucks;;Тосно
S24;https://auto.ru/trailer/used/sale/kogel/s24/16624402-967142fb/;2007;799000;800000;Curtainsider;KOGEL;;;Санкт-Петербург
SDR 27;https://auto.ru/trailer/used/sale/krone/sdr_27/16245188-3429e737/;2004;1100000;10000;Refrigerator;KRONE;Global Truck Sales Москва Север;;Зеленоград
SD;https://auto.ru/trailer/used/sale/krone/sd/16629996-3930f699/;2008;780000;700000;Curtainsider;KRONE;;;Екатеринбург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16478080-17ffa5d9/;2017;4150000;460000;Refrigerator;SCHMITZ CARGOBULL;ГРИН ЛАЙН;;Смоленск
Krone;https://auto.ru/trailer/used/sale/krone/krone/16616142-e3be3890/;2004;620000;500000;Curtainsider;KRONE;;;Москва
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16569572-bb198fe0/;2007;2150000;;Refrigerator;SCHMITZ CARGOBULL;Global Truck Sales Москва Север;;Москва
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16555106-1949eaff/;2006;550000;850000;Curtainsider;KRONE;РУСАВТО Iveco Рязань;;Рязань
9746;https://auto.ru/trailer/used/sale/tonar/9746/16590642-e4a5ab27/;2018;1900000;60000;Curtainsider;TONAR;;;Санкт-Петербург и Ленинградская область
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16346756-dc8226ab/;2003;750000;300;Curtainsider;KRONE;;;Дивное
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16616770-34fef180/;2010;1090000;5000;Curtainsider;SCHMITZ CARGOBULL;700 МАШИН;Цена с НДС;Елино
SD;https://auto.ru/trailer/used/sale/krone/sd/16627392-8be64e66/;2017;2050000;145000;Curtainsider;KRONE;Группа Милан;Цена с НДС;Санкт-Петербург
;https://auto.ru/trailer/used/sale/koluman/polupricep_shtorniy/16527122-7e7f2d33/;2018;699000;;Curtainsider;KOLUMAN;;;Нижний Новгород
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16575144-38422d5b/;2008;780000;;Platform;KOGEL;GROSS AUTO;Цена с НДС;Москва
SDR 27;https://auto.ru/trailer/used/sale/krone/sdr_27/16273164-cd6c7fb7/;2003;1370000;500000;Refrigerator;KRONE;;;Ставрополь
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16629520-a403829e/;2012;1290000;10;Curtainsider;SCHMITZ CARGOBULL;700 МАШИН;;Елино
S01;https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16553972-9b4dc319/;2008;955000;;Curtainsider;SCHMITZ CARGOBULL;GROSS AUTO;;Москва
NS;https://auto.ru/trailer/used/sale/wielton/ns/16545940-388dc9e3/;2012;950000;500000;Platform;WIELTON;;;Санкт-Петербург
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16614996-021afa25/;2014;3300000;100000;Refrigerator;SCHMITZ CARGOBULL;;;Москва
SDP 27;https://auto.ru/trailer/used/sale/krone/sdp_27/16633612-e272f9cc/;2006;790000;700000;Curtainsider;KRONE;;;Рязань
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16569782-7256a787/;2018;4750000;;Refrigerator;SCHMITZ CARGOBULL;ClassTrucks;;Москва
SN24;https://auto.ru/trailer/used/sale/kogel/sn24/16574228-06ea9553/;2011;980000;200000;Curtainsider;KOGEL;ТРАК ПЛАТФОРМА;;Люберцы
S24;https://auto.ru/trailer/used/sale/kogel/s24/16604810-200fa7c8/;2018;4200000;176000;Refrigerator;KOGEL;СТТ-АВТО;Цена с НДС;Домодедово
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16633546-56ce5974/;2010;2400000;650;Refrigerator;SCHMITZ CARGOBULL;;;Пенза
SKO;https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16519150-60db95e3/;2010;1790000;;Refrigerator;SCHMITZ CARGOBULL;Global Truck Sales Москва Север;;Зеленоград
