Model,URL,Year,Price,Mileage,VehicleType,Make,Supplier,VATIncluded,Location,Price,confidence
SDR 27,https://auto.ru/trailer/used/sale/krone/sdr_27/16487482-1c7c8590/,2002,999999,444444,Refrigerator,KRONE,,,Санкт-Петербург,912065.08411,650102.90646
SD,https://auto.ru/trailer/used/sale/krone/sd/16622350-7562909d/,2005,750000,870000,Curtainsider,KRONE,Триера Трак,,Дубровки,648630.00055,173008.24248
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16637384-ff8d3c52/,2012,2900000,,Refrigerator,SCHMITZ CARGOBULL,,,Омск,2235668.62037,812253.49478
SW 24,https://auto.ru/trailer/used/sale/schmitz_cargobull/sw_24/16626112-70c95b57/,2016,1900000,,Curtainsider,SCHMITZ CARGOBULL,,,Старая Станица,1801417.99047,200281.44712
9746,https://auto.ru/trailer/used/sale/tonar/9746/16625742-99f20849/,2015,870000,99000,Curtainsider,TONAR,ТРАК ПЛАТФОРМА,,Люберцы,774478.6288,562161.14876
SD,https://auto.ru/trailer/used/sale/krone/sd/16652954-26b2f006/,2012,1470000,200000,Curtainsider,KRONE,M7 TRUCK Москва,,Чёрная Грязь,999909.72217,342854.27642
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16634764-d2e3b301/,2011,800000,98000,Curtainsider,KOGEL,Транспортная компания РОЗ-ГРУЗ,,Люберцы,1105419.42377,249146.02012
Kassbohrer,https://auto.ru/trailer/used/sale/kaessbohrer/kaessbohrer/16609467-26652462/,2012,1190000,300000,Curtainsider,KAESSBOHRER,EL TRUCKS,,Москва,1062823.81185,257262.01581
SD,https://auto.ru/trailer/used/sale/krone/sd/16652190-d779f044/,2018,2430000,145000,Curtainsider,KRONE,Триера Трак,Цена с НДС,Дубровки,2017232.66487,263138.62956
SD,https://auto.ru/trailer/used/sale/krone/sd/16297152-bda8dc7d/,2013,1150000,840000,Platform,KRONE,,,Брянск,1046501.36587,304957.34646
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16451420-cbf7165b/,2015,3190000,600000,Refrigerator,SCHMITZ CARGOBULL,,,Москва,3287811.71004,300401.67969
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16441622-44028747/,2018,4500000,400000,Refrigerator,SCHMITZ CARGOBULL,"ООО ""РЕД СТАР"" МАЗ Смоленск",,Смоленск,4210133.63894,487550.75331
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16404736-91339da7/,2015,3190000,600000,Refrigerator,SCHMITZ CARGOBULL,,,Москва,3287811.71004,300401.67969
SDR 27,https://auto.ru/trailer/used/sale/krone/sdr_27/16434370-843d8073/,2005,1550000,800000,Refrigerator,KRONE,,,Кострома,1453584.40003,631867.61496
S24,https://auto.ru/trailer/used/sale/kogel/s24/16344520-11a1d056/,2007,850000,650264,Platform,KOGEL,АГТ-Трейдинг,,Москва,703598.49526,192070.10452
9746,https://auto.ru/trailer/used/sale/tonar/9746/16546344-bca7c1d4/,2012,600000,300000,Platform,TONAR,,,Москва,743965.70268,479896.95984
SW 24,https://auto.ru/trailer/used/sale/schmitz_cargobull/sw_24/15646832-111596df/,2000,850000,,Refrigerator,SCHMITZ CARGOBULL,,,Екатеринбург,932664.90653,620511.31376
SCB,https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16628758-1f384756/,2018,2300000,130000,Curtainsider,SCHMITZ CARGOBULL,АГТ-Трейдинг,,Москва,1995732.99715,280414.65752
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16600950-0aeecf59/,2008,1505000,,Refrigerator,KOGEL,ГРУЗ СОЮЗ,Цена с НДС,Москва,1190793.41204,644305.85428
SD,https://auto.ru/trailer/used/sale/krone/sd/16513456-d38b2c1e/,2009,900000,,Curtainsider,KRONE,,,Красноярск,841912.76268,235938.25782
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16601942-3caec3ca/,2015,3399999,500000,Refrigerator,SCHMITZ CARGOBULL,,,Казань,3287811.71004,300401.67969
S24,https://auto.ru/trailer/used/sale/kogel/s24/16592106-ef72bf6d/,2018,4150000,,Refrigerator,KOGEL,Global Truck Sales Санкт-Петербург,Цена с НДС,Санкт-Петербург,4291709.06088,675690.93861
SD,https://auto.ru/trailer/used/sale/krone/sd/16271388-e3cb2db1/,2011,1350000,779784,Curtainsider,KRONE,,,Екатеринбург,1078919.61173,247389.19779
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16504542-31388a12/,2018,4300000,300000,Refrigerator,SCHMITZ CARGOBULL,ЗилантМоторс,Цена с НДС,Казань,4215500.82116,489665.89661
SCB,https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16634864-8d0d7de7/,2017,2200000,180000,Curtainsider,SCHMITZ CARGOBULL,Триера Трак,Цена с НДС,Дубровки,1896942.15141,237595.19133
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16560162-59f8af4e/,2017,4650000,170000,Refrigerator,SCHMITZ CARGOBULL,СТТ-АВТО,Цена с НДС,Домодедово,3856763.00252,381315.86144
Profi Liner,https://auto.ru/trailer/used/sale/krone/profi_liner/16380852-754b3e8e/,2014,1700000,550000,Platform,KRONE,TELS Group,,Хоругвино,1063275.47578,452743.76525
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16634734-19951b48/,2018,5810708,230000,Refrigerator,SCHMITZ CARGOBULL,Шмитц Каргобулл Руссланд,Цена с НДС,Москва,4174042.07805,466772.92721
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16535510-a76ee8f7/,2003,1250000,550000,Refrigerator,SCHMITZ CARGOBULL,,,Москва,1102890.07225,624666.26975
SD,https://auto.ru/trailer/used/sale/krone/sd/16178640-63510916/,2011,1100000,350000,Curtainsider,KRONE,,,Екатеринбург,1088125.56879,247920.60886
SCB,https://auto.ru/trailer/used/sale/schmitz_cargobull/scb/16640534-a1e12afa/,2018,2426963,200000,Curtainsider,SCHMITZ CARGOBULL,,,Смоленск,1960829.55437,287496.25864
9746,https://auto.ru/trailer/used/sale/tonar/9746/16553002-0d88d27d/,2006,450000,299000,Curtainsider,TONAR,ТРАК ПЛАТФОРМА,,Люберцы,636856.1446,231850.99667
Maxima XS Domestic,https://auto.ru/trailer/used/sale/kaessbohrer/msxima_xs_domestic/16635394-caddba30/,2014,1300000,280000,Platform,KAESSBOHRER,,,Тула,881591.60963,338281.45157
SD,https://auto.ru/trailer/used/sale/krone/sd/16411346-a7e62d29/,2017,4450000,,Refrigerator,KRONE,Группа Милан,,Санкт-Петербург,4108154.49188,641551.64248
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16562890-3f491047/,2006,620000,,Curtainsider,SCHMITZ CARGOBULL,,,Первомайский,696595.29071,174861.72834
Profi Liner,https://auto.ru/trailer/used/sale/krone/profi_liner/16380806-16c1db82/,2017,2300000,550000,Platform,KRONE,TELS Group,,Хоругвино,1874770.22117,238445.85903
SDC 27,https://auto.ru/trailer/used/sale/krone/sdc_27/16646928-fc286227/,2017,2190000,,Curtainsider,KRONE,"ООО ""Трак""",,Екатеринбург,1913726.76572,229243.35572
SD,https://auto.ru/trailer/used/sale/krone/sd/16321786-0237fd0d/,2013,1300000,,Curtainsider,KRONE,,,Тольятти,1168023.37479,253984.06286
SD,https://auto.ru/trailer/used/sale/krone/sd/16622498-063987a2/,2007,850000,780000,Curtainsider,KRONE,Триера Трак,Цена с НДС,Дубровки,710380.71287,182568.95994
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16629368-bd8bd592/,2002,1200000,1000000,Refrigerator,SCHMITZ CARGOBULL,,,Тюмень,949291.9867,644841.95729
Krone,https://auto.ru/trailer/used/sale/krone/krone/16645572-df8362ea/,2006,580000,350000,Curtainsider,KRONE,,,Екатеринбург,698784.83225,177044.11916
,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16528560-b44df8cc/,2015,1650000,,Curtainsider,MEUSBURGER,Глобал Трак Сейлс Москва,Цена с НДС,Зеленоград,1506854.09418,231735.55009
S24,https://auto.ru/trailer/used/sale/kogel/s24/16463836-c7924692/,2018,4060000,90000,Refrigerator,KOGEL,КомТоргТранс,,Подольск,4227602.59405,703754.52721
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16579266-4936aef9/,2019,2700000,120000,Curtainsider,SCHMITZ CARGOBULL,,,Брянск,1995732.99715,280414.65752
SD,https://auto.ru/trailer/used/sale/krone/sd/16644696-e8ef4ad2/,2017,2300000,365000,Curtainsider,KRONE,,,Москва и Московская область,1905553.74093,226069.52074
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16509394-16f3ef59/,2006,650000,,Curtainsider,SCHMITZ CARGOBULL,Трак-Сток,,Москва,696595.29071,174861.72834
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16628376-c7c6f132/,2017,3800000,280000,Refrigerator,SCHMITZ CARGOBULL,АТРАКС,Цена с НДС,Набережные Челны,3925000.8305,415585.8415
SD,https://auto.ru/trailer/used/sale/krone/sd/16570420-0414f2f8/,2011,1330000,450000,Curtainsider,KRONE,Триера Трак,Цена с НДС,Дубровки,1095048.73955,245917.38677
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16647906-8093f93e/,2015,1349777,670000,Curtainsider,SCHMITZ CARGOBULL,ТТ777,,Москва,1485445.25953,231607.1133
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16557712-e7b7c7bd/,2008,770000,299000,Curtainsider,KRONE,ТРАК ПЛАТФОРМА,,Люберцы,738971.66587,190656.61043
SCS Mega,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs_mega/16553162-da914b14/,2015,1350000,700000,Curtainsider,SCHMITZ CARGOBULL,VEGA,Цена с НДС,Дурыкино,1485445.25953,231607.1133
SD,https://auto.ru/trailer/used/sale/krone/sd/16539828-4b8662dd/,2011,990000,,Curtainsider,KRONE,ГРУЗ СОЮЗ,,Москва,1094041.22527,247004.20339
Profi Liner,https://auto.ru/trailer/used/sale/krone/profi_liner/16639270-d902c621/,2008,940000,,Curtainsider,KRONE,Транзит-Дон Москва,Цена с НДС,Москва,738016.54386,188427.52053
Krone,https://auto.ru/trailer/used/sale/krone/krone/16654490-1e2dfd44/,2007,700000,,Curtainsider,KRONE,,,Санкт-Петербург,715094.70338,180570.78678
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16005796-3667d5f5/,2015,1450000,600000,Curtainsider,SCHMITZ CARGOBULL,,,Москва,1485445.25953,231607.1133
Mega Liner,https://auto.ru/trailer/used/sale/krone/mega_liner/16607376-4949cfdb/,2017,1800000,333000,Platform,KRONE,ТРАНСАЛЬЯНС Москва,Цена с НДС,Солнечногорск,1875605.00128,232585.12539
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16622558-323effcb/,2007,700000,,Curtainsider,KRONE,Global Truck Sales Екатеринбург,,Екатеринбург,715094.70338,180570.78678
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16652962-e0e3c28e/,2006,790000,,Curtainsider,KOGEL,Global Truck Sales Санкт-Петербург,,Санкт-Петербург,695114.8625,174266.90301
S24,https://auto.ru/trailer/used/sale/kogel/s24/16625472-9d17b57f/,2018,4300000,130000,Refrigerator,KOGEL,СТТ-АВТО,Цена с НДС,Домодедово,4141348.62867,446343.35148
CS,https://auto.ru/trailer/used/sale/kaessbohrer/cs/16647492-79447547/,2015,1470000,670000,Curtainsider,KAESSBOHRER,,,Набережные Челны,1485445.25953,231607.1133
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16644434-82ccebb9/,2017,4430000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Екатеринбург,4245168.68554,603268.58292
SD,https://auto.ru/trailer/used/sale/krone/sd/16617340-2f3d68eb/,2017,4450000,,Refrigerator,KRONE,"ООО ""Трак""",Цена с НДС,Екатеринбург,4108154.49188,641551.64248
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16629828-059d9ab7/,2012,1250000,,Curtainsider,SCHMITZ CARGOBULL,,,Санкт-Петербург,1083790.9509,255973.14381
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16600246-2ba212e9/,2008,690000,,Curtainsider,SCHMITZ CARGOBULL,ГРУЗ СОЮЗ,,Москва,742398.15738,191393.11811
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16406458-5cf4de89/,2017,4500000,300000,Refrigerator,SCHMITZ CARGOBULL,,,Тюмень,3925000.8305,415585.8415
SPR,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16629826-a6ae5a48/,2011,1290000,650000,Curtainsider,SCHMITZ CARGOBULL,Триера Трак,Цена с НДС,Дубровки,1095700.6682,248016.53406
SD,https://auto.ru/trailer/used/sale/krone/sd/16563390-07b7af13/,2008,1650000,,Refrigerator,KRONE,GROSS AUTO,Цена с НДС,Москва,1637526.36836,495812.01314
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16612094-6d82947f/,2017,4610000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Москва,4245168.68554,603268.58292
SD,https://auto.ru/trailer/used/sale/krone/sd/16591636-ced5b8e0/,2008,930000,600000,Curtainsider,KRONE,,,Саратов,734105.58147,188075.29874
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16645536-65b357b7/,2016,4350000,230000,Refrigerator,SCHMITZ CARGOBULL,АГТ-Трейдинг,,Москва,3770520.41477,351121.73142
SD,https://auto.ru/trailer/used/sale/krone/sd/16646778-a1c5f72f/,2013,3190000,900000,Refrigerator,KRONE,,,Старый Оскол,2788322.71174,326735.08333
Mega Liner,https://auto.ru/trailer/used/sale/krone/mega_liner/15498663-14f37bca/,2017,2100000,46000,Curtainsider,KRONE,Группа ГРАССМАНН и ЛОМТЕВ,Цена с НДС,Москва,1940598.26055,234103.77676
Krone,https://auto.ru/trailer/used/sale/krone/krone/16303736-9365b598/,2014,3250000,500000,Refrigerator,KRONE,,,Чебоксары,3244898.18761,342208.32554
SD,https://auto.ru/trailer/used/sale/krone/sd/16653008-28f94c44/,2008,860000,,Curtainsider,KRONE,,,Донецк,738016.54386,188427.52053
Krone,https://auto.ru/trailer/used/sale/krone/krone/16555258-33e34877/,2014,2950000,,Refrigerator,KRONE,,,Москва и Московская область,3228526.33076,373398.04176
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16629530-38c25d73/,2015,1399777,600000,Curtainsider,SCHMITZ CARGOBULL,ТТ777,,Москва,1485445.25953,231607.1133
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16644382-a36f009f/,2005,700000,928077,Curtainsider,SCHMITZ CARGOBULL,ООО ИТЕКО Россия,Цена с НДС,Нижний Новгород,647233.76209,173534.2553
SKI,https://auto.ru/trailer/used/sale/schmitz_cargobull/ski/16521132-9128aa2c/,2011,820000,,Platform,SCHMITZ CARGOBULL,,,Домодедово,931519.92455,307084.74809
Mega Liner,https://auto.ru/trailer/used/sale/krone/mega_liner/16085300-0204f1c8/,2009,650000,500000,Curtainsider,KRONE,СГМ - ГРУПП,,Москва,826282.83585,269988.07009
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16643064-5e6486ac/,2007,750000,600000,Curtainsider,KRONE,,,Воронеж,713060.77129,181487.92042
SD,https://auto.ru/trailer/used/sale/krone/sd/16503124-7ac05522/,2012,1190000,,Curtainsider,KRONE,Глобал Трак Сейлс Москва,,Зеленоград,1090932.31355,248413.2828
,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16626792-c3b6f901/,2015,1730000,200000,Curtainsider,MEUSBURGER,M7 TRUCK Санкт-Петербург,,Санкт-Петербург,1507582.10229,230513.32888
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16431050-21c2518d/,2017,4760580,,Refrigerator,SCHMITZ CARGOBULL,СГМ - ГРУПП,,Москва,4245168.68554,603268.58292
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16635754-2aa5e376/,2017,2230000,180000,Curtainsider,KRONE,Триера Трак,Цена с НДС,Дубровки,1923131.42556,219253.37516
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16416263-4215c819/,2019,2700000,100000,Curtainsider,SCHMITZ CARGOBULL,"ООО ""РЕД СТАР"" МАЗ Смоленск",Цена с НДС,Смоленск,1995732.99715,280414.65752
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16639994-dbe85166/,2017,4590000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Москва,4245168.68554,603268.58292
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16585934-aed6f919/,2012,1250000,,Curtainsider,KOGEL,СибТракСкан,,Новосибирск,1057898.7006,241123.30999
S24,https://auto.ru/trailer/used/sale/kogel/s24/16380816-a8bf5dc4/,2015,1700000,550000,Platform,KOGEL,TELS Group,,Хоругвино,1184879.16685,309995.87366
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16552860-8e7a0753/,2008,630000,750000,Platform,KOGEL,,,Смоленск,719248.74451,199280.92957
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16378232-c85db502/,2005,850000,700000,Curtainsider,KRONE,,,Краснодар,656286.85608,174179.96491
SPR,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16621454-18684b88/,2008,599000,,Platform,SCHMITZ CARGOBULL,Форсаж,,Котельники,732706.33395,199351.25263
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/10207332-7394c2cf/,2010,2125000,552179,Refrigerator,SCHMITZ CARGOBULL,РосТрансАвто Брянск,Цена с НДС,Брянск,2061735.3311,474367.28662
,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16611866-007282d7/,2018,2450000,,Curtainsider,MEUSBURGER,BS-Truck,,Набережные Челны,1968253.68302,274349.61396
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16562250-4f062318/,2016,1850000,,Curtainsider,SCHMITZ CARGOBULL,ГРУЗ СОЮЗ,,Москва,1801417.99047,200281.44712
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16646042-161a7e4a/,2016,1910000,,Curtainsider,SCHMITZ CARGOBULL,Global Truck Sales Екатеринбург,Цена с НДС,Екатеринбург,1801417.99047,200281.44712
Cool Liner,https://auto.ru/trailer/used/sale/krone/cool_liner/16557838-f0db6150/,2013,2790000,160000,Refrigerator,KRONE,Триера Трак,Цена с НДС,Дубровки,2679499.80168,326506.59939
SD,https://auto.ru/trailer/used/sale/krone/sd/16652328-72e11318/,2008,935000,700000,Curtainsider,KRONE,Транзит-Дон Гипермаркет,Цена с НДС,Ростов-на-Дону,729502.9372,189812.47588
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16628138-e3974b09/,2011,1100000,,Curtainsider,SCHMITZ CARGOBULL,,,Самара,1089069.57024,252019.88112
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16654094-b3bf406b/,2012,1450000,,Curtainsider,KRONE,BS-Truck,Цена с НДС,Набережные Челны,1090932.31355,248413.2828
SW 24,https://auto.ru/trailer/used/sale/schmitz_cargobull/sw_24/16620656-7db0e0ba/,2007,680000,100,Curtainsider,SCHMITZ CARGOBULL,,,Курск,726280.15013,186206.8294
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16571316-6374b314/,2010,3100000,555555,Refrigerator,SCHMITZ CARGOBULL,Вираж,,Санкт-Петербург,2061735.3311,474367.28662
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16640548-fbe45990/,2002,450000,,Curtainsider,SCHMITZ CARGOBULL,,,Рязань,532277.67672,178409.40142
SD,https://auto.ru/trailer/used/sale/krone/sd/16561426-26a20880/,2007,779000,,Curtainsider,KRONE,GROSS AUTO,Цена с НДС,Москва,715094.70338,180570.78678
,https://auto.ru/trailer/used/sale/meusburger/tentovanniy_polupricep/16560518-5e24c2da/,2015,1604000,200000,Curtainsider,MEUSBURGER,M7 TRUCK Москва,,Чёрная Грязь,1507582.10229,230513.32888
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16570668-f5d37153/,2017,4890000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Москва,4245168.68554,603268.58292
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16634672-c9691f60/,2018,5395324,169100,Refrigerator,SCHMITZ CARGOBULL,Шмитц Каргобулл Руссланд,Цена с НДС,Москва,4174042.07805,466772.92721
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16636728-7d4c5a2b/,2006,2300000,560000,Refrigerator,SCHMITZ CARGOBULL,СТТ-АВТО,,Домодедово,1740124.32884,325109.04608
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16569886-5544a867/,2013,1330000,200000,Curtainsider,SCHMITZ CARGOBULL,M7 TRUCK Казань,Цена с НДС,Новониколаевский,1128934.53979,346318.2278
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16576060-0e7b7c36/,2017,2180000,,Curtainsider,SCHMITZ CARGOBULL,СГМ - ГРУПП,,Москва,1904357.10333,224543.54337
SPR,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16463754-78bd6307/,2008,810000,,Curtainsider,SCHMITZ CARGOBULL,,,Воронеж,742398.15738,191393.11811
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16640100-4dfc0fba/,2017,4650000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Москва,4245168.68554,603268.58292
Cool Liner,https://auto.ru/trailer/used/sale/krone/cool_liner/16611880-75e9ca13/,2017,4450000,200000,Refrigerator,KRONE,Группа Милан,,Санкт-Петербург,3865545.42352,383503.78955
SCB24,https://auto.ru/trailer/used/sale/kogel/scb24/16586668-882179dd/,2008,1400000,26626,Refrigerator,KOGEL,PRO АВТО,,Люберцы,1156837.91154,638527.8254
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16395352-b07fd93c/,2006,680000,399000,Curtainsider,KRONE,ТРАК ПЛАТФОРМА,,Люберцы,698784.83225,177044.11916
SD,https://auto.ru/trailer/used/sale/krone/sd/16478792-aa2a7ae0/,2005,750000,850000,Curtainsider,KRONE,Триера Трак,,Дубровки,648630.00055,173008.24248
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16414804-0844934b/,2017,4150000,420000,Refrigerator,SCHMITZ CARGOBULL,ГРИН ЛАЙН,,Смоленск,3914255.35494,409246.04983
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16604086-be2b234e/,2003,850000,80000,Platform,KRONE,,,Ставропольский край,528150.6501,177113.30888
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16251508-3dab0536/,2005,500000,,Curtainsider,KRONE,,,Санкт-Петербург,655077.10342,170706.7571
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16594388-cabc480e/,2007,670000,500000,Curtainsider,SCHMITZ CARGOBULL,,,Орёл,718204.54533,186358.81877
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16488954-acecefb4/,2010,2200000,,Refrigerator,SCHMITZ CARGOBULL,,,Брянск,2069540.99296,682543.48709
Profi Liner,https://auto.ru/trailer/used/sale/krone/profi_liner/16619248-387b07ab/,2013,1350000,500,Platform,KRONE,,,Красноярск,1046597.45901,307844.34788
SD,https://auto.ru/trailer/used/sale/krone/sd/16622500-ee369c89/,2012,1350000,,Curtainsider,KRONE,Глобал Трак Сейлс Москва,Цена с НДС,Москва,1090932.31355,248413.2828
SD,https://auto.ru/trailer/used/sale/krone/sd/16639914-79b31710/,2011,2250000,,Refrigerator,KRONE,Глобал Трак Сейлс Москва,Цена с НДС,Москва,2047975.37757,728309.54239
SPR,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16640246-11f6c39b/,2014,1000000,500000,Platform,SCHMITZ CARGOBULL,,,Москва,881591.60963,338281.45157
SD,https://auto.ru/trailer/used/sale/krone/sd/16466492-6451103f/,2011,1250000,750000,Curtainsider,KRONE,Триера Трак,,Дубровки,1078919.61173,247389.19779
Cool Liner,https://auto.ru/trailer/used/sale/krone/cool_liner/15724557-4d0b4e9e/,2003,1195000,,Refrigerator,KRONE,,,Санкт-Петербург,990347.79903,619172.21406
S01,https://auto.ru/trailer/used/sale/schmitz_cargobull/s01/16608998-47a97cfb/,2007,599000,,Curtainsider,SCHMITZ CARGOBULL,,,Нижний Новгород,719476.31689,183536.38435
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16071044-beed4361/,2015,3290000,600000,Refrigerator,SCHMITZ CARGOBULL,,,Москва,3287811.71004,300401.67969
SD,https://auto.ru/trailer/used/sale/krone/sd/16646612-0a62186a/,2018,2350000,160000,Curtainsider,KRONE,Триера Трак,Цена с НДС,Дубровки,2017232.66487,263138.62956
Krone,https://auto.ru/trailer/used/sale/krone/krone/16469116-fa36c8cd/,2004,1350000,,Refrigerator,KRONE,,,Оренбург,1288279.16541,657508.63415
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16317096-1988ab36/,2012,999000,,Curtainsider,KOGEL,GROSS AUTO,,Москва,1057898.7006,241123.30999
SD,https://auto.ru/trailer/used/sale/krone/sd/16643692-eda280d3/,2010,1950000,,Refrigerator,KRONE,,,Вологда,2062347.55862,677708.70155
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16635622-f0672443/,2014,3950000,215000,Refrigerator,SCHMITZ CARGOBULL,,,Псков,3266060.7274,338680.21777
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16581364-4742936a/,2011,2500000,500000,Refrigerator,SCHMITZ CARGOBULL,,,Киров,1983074.28151,584129.95929
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16305118-17ddee6b/,2007,1730000,10000,Refrigerator,SCHMITZ CARGOBULL,Global Truck Sales Санкт-Петербург,,Санкт-Петербург,1753452.79573,370400.31446
SN24,https://auto.ru/trailer/used/sale/kogel/sn24/16605127-c7f64506/,2012,1010000,,Curtainsider,KOGEL,ГРУЗ СОЮЗ,Цена с НДС,Москва,1057898.7006,241123.30999
SD,https://auto.ru/trailer/used/sale/krone/sd/16636326-bdb06c24/,2019,4760000,140000,Refrigerator,KRONE,Группа Милан,Цена с НДС,Санкт-Петербург,4181729.54645,481853.74751
SPR,https://auto.ru/trailer/used/sale/schmitz_cargobull/spr/16540390-9f67a8f2/,2002,600000,,Platform,SCHMITZ CARGOBULL,,,Самара,532277.67672,178409.40142
SDP 27,https://auto.ru/trailer/used/sale/krone/sdp_27/16569552-afe862b1/,2006,780000,,Platform,KRONE,,,Екатеринбург,691860.75331,177509.88849
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16587546-4ddcb636/,2008,1800000,1400000,Refrigerator,SCHMITZ CARGOBULL,,,Жуковский,1766077.48424,415401.13045
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16644286-4780dfd9/,2006,1350000,,Refrigerator,SCHMITZ CARGOBULL,,,Чита,1758000.90366,369288.98076
SCS,https://auto.ru/trailer/used/sale/schmitz_cargobull/scs/16620396-9a8cb832/,2012,1530000,,Platform,SCHMITZ CARGOBULL,,,Омск,969708.54428,280964.78303
SKO,https://auto.ru/trailer/used/sale/schmitz_cargobull/sko/16630688-7f6eb7a2/,2017,4720000,,Refrigerator,SCHMITZ CARGOBULL,ClassTrucks,,Москва,4245168.68554,603268.58292
