Тип ТС;Марка;Модель;Год выпуска;Цена поставщика;Регион склада;URL авто;Пробег;Тип КПП;Колесная формула;Мощность двигателя;Сидений;Спальных мест;Поставщик;Наша расчетная цена;Выгода;Рекомендация;Мин. аванс;Лизинговый платеж 0% / 48 мес.;Comment;Качество верификации;Верификация;Федеральный округ;Цена с НДС
Тягач;MAN;19;2013;2850000;Кондрово;https://auto.ru/artic/used/sale/man/19_1/16587144-6fa7459b/;1072654;AT;;400;2;2;;3010000;160000;Горячая цена! Срочно брать!;0;;;;;ЦФО;
Тягач;МАЗ;5432;2006;300000;Новороссийск;https://auto.ru/artic/used/sale/maz/5432/16329528-01b3df39/;215000;MT;4x2;250;2;2;;450000;150000;Горячая цена! Срочно брать!;0;;;;;ЮФО;
Тягач;Renault;Magnum;2009;2290000;Челябинск;https://auto.ru/artic/used/sale/renault/magnum_ae/16232852-93aed67e/;1074951;MT;4x2;460;2;2;;1660000;-630000;Цена завышена - можно поторговаться;50;;;;;УФО;
Тягач;МАЗ;5440;2012;804000;Нижний Новгород;https://auto.ru/artic/used/sale/maz/5440/16525070-42403b15/;350000;MT;4x2;328;2;2;;1120000;316000;Горячая цена! Срочно брать!;0;;;;;ПФО;
Тягач;MAN;TGS;2009;2600000;Йошкар-Ола;https://auto.ru/artic/used/sale/man/tgs/16531432-c27e81fe/;920000;MT;6x4;480;2;1;;2550000;-50000;;10;;;;;ПФО;
Тягач;МАЗ;5440;2012;900000;Екатеринбург;https://auto.ru/artic/used/sale/maz/5440/16613178-49e14672/;450000;MT;4x2;411;;;;980000;80000;Горячая цена! Срочно брать!;0;;;;;УФО;
Тягач;Volvo;FH;2017;5500000;Смоленск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16607052-b29ccf75/;655000;;4x2;460;;;ГРИН ЛАЙН;4890000;-610000;Цена завышена - можно поторговаться;20;176000;;;;ЦФО;
Тягач;DAF;CF-series;2007;2900000;Симферополь;https://auto.ru/artic/used/sale/daf/cf_series_1/16376128-35828cdb/;1100000;MT;;410;2;2;;2090000;-810000;Цена завышена - можно поторговаться;50;;;;;КФО;
Тягач;Scania;4-Series;2004;1200000;Павлово;https://auto.ru/artic/used/sale/scania/l/16286656-7301bf87/;1600000;MT;4x2;380;2;2;;1450000;250000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;Scania;G-series;2011;2290000;Санкт-Петербург;https://auto.ru/artic/used/sale/scania/g/16595658-6e9e5661/;804000;MT;4x2;380;2;2;;2390000;100000;;10;;;;;СЗФО;
Тягач;DAF;XF105;2008;1920000;Ижевск;https://auto.ru/artic/used/sale/daf/xf105/16542456-261b2e23/;1400000;AT;4x2;460;2;2;;2250000;330000;Горячая цена! Срочно брать!;0;;;;;ПФО;
Тягач;Renault;Magnum;2008;1600000;Чебоксары;https://auto.ru/artic/used/sale/renault/magnum_ae/16229332-6fe9dc1b/;1000000;MT;4x2;460;2;2;;1470000;-130000;Цена завышена - можно поторговаться;20;;;;;ПФО;
Тягач;МАЗ;5440;2004;500000;Тюмень;https://auto.ru/artic/used/sale/maz/5440/16253024-ec223af0/;830000;MT;4x2;420;2;2;;500000;0;;10;;;;;СФО;
Тягач;MAN;TGA;2004;1290000;Новороссийск;https://auto.ru/artic/used/sale/man/tga_1/16459466-de670671/;1030000;MT;;430;2;2;;1390000;100000;Горячая цена! Срочно брать!;0;;;;;ЮФО;
Тягач;Volvo;FH;2019;7470000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16612078-adf9d989/;178771;AT;4x2;460;;;ClassTrucks;6190000;-1280000;Цена завышена - можно поторговаться;30;239000;;;;ЦФО;
Тягач;КамАЗ;65116;2012;2000000;Набережные Челны;https://auto.ru/artic/used/sale/kamaz/65116/16349558-8ac7f616/;10000;MT;6x4;280;2;1;Автосалон на Мензелинском тракте;1350000;-650000;Цена завышена - можно поторговаться;60;;;;;ПФО;
Тягач;Scania;G-series;2010;2550000;Городище;https://auto.ru/artic/used/sale/scania/g/10033010-aff27e/;990000;MT;4x2;420;2;2;;2430000;-120000;;10;;;;;;
Тягач;КамАЗ;44108;2008;1000000;Северобайкальск;https://auto.ru/artic/used/sale/kamaz/44108/16545046-91a88ff3/;80000;MT;6x6;260;2;1;;1250000;250000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;MAN;TGA;2002;1199000;Белгород;https://auto.ru/artic/used/sale/man/tga_1/16572560-25d3978a/;850000;MT;;460;;;;1180000;-19000;;10;;;;;ЦФО;
Тягач;МАЗ;5432;2001;200000;Тольятти;https://auto.ru/artic/used/sale/maz/5432/16376114-3d0d0e77/;150000;MT;4x2;330;2;1;;320000;120000;Горячая цена! Срочно брать!;0;;;;;ПФО;
Тягач;DAF;XF105;2013;2899900;Москва;https://auto.ru/artic/used/sale/daf/xf105/16327408-effde5d4/;991000;MT;4x2;460;2;2;СИАС;2910000;10100;;10;;;;;ЦФО;
Тягач;Volvo;FM;2008;1000000;Подольск;https://auto.ru/artic/used/sale/volvo/fm_tractor/15994752-27e7aced/;1400000;MT;4x2;389;2;1;КомТоргТранс;1580000;580000;Горячая цена! Срочно брать!;0;;;;;ЦФО;
Тягач;Mercedes-Benz;Axor;2005;1530000;Краснодар;https://auto.ru/artic/used/sale/mercedes/axor_t/16391274-aad53e8e/;1350000;MT;4x2;401;2;1;;1210000;-320000;Цена завышена - можно поторговаться;40;;;;;ЮФО;
Тягач;MAN;TGA;2006;2970000;Елино;https://auto.ru/artic/used/sale/man/tga_1/16562822-2077618d/;677238;MT;6x4;530;2;2;700 МАШИН;2360000;-610000;Цена завышена - можно поторговаться;40;;;;;ЦФО;
Тягач;КамАЗ;65116;2014;1550000;Вологда;https://auto.ru/artic/used/sale/kamaz/65116/16577490-9ecebe98/;45600;MT;4x2;298;2;1;;1260000;-290000;Цена завышена - можно поторговаться;30;;;;;СЗФО;
Тягач;Scania;4-Series;2002;950000;Петрозаводск;https://auto.ru/artic/used/sale/scania/l/15785878-0a42ee92/;1350000;MT;4x2;420;2;2;;1310000;360000;Горячая цена! Срочно брать!;0;;;;;СЗФО;
Тягач;Volvo;FM;2007;1250000;Нижний Новгород;https://auto.ru/artic/used/sale/volvo/fm_tractor/16615670-331e4b1c/;800000;MT;4x2;380;2;2;;1830000;580000;Горячая цена! Срочно брать!;0;;;;;ПФО;
Тягач;Scania;R-Series;2012;3250000;Новосибирск;https://auto.ru/artic/used/sale/scania/r_1/16499598-9c556f3e/;1150000;MT;4x2;420;;;СибТракСкан;2390000;-860000;Цена завышена - можно поторговаться;50;;;;;СФО;
Тягач;Renault;Magnum;2008;1850000;Зеленоград;https://auto.ru/artic/used/sale/renault/magnum_ae/16230048-918efd2f/;514828;MT;4x2;460;2;2;Global Truck Sales Москва Север;1470000;-380000;Цена завышена - можно поторговаться;40;;;;;ЦФО;
Тягач;FREIGHTLINER;Columbia;2003;1500000;Хабаровск;https://auto.ru/artic/used/sale/freightliner/columbia/16329884-ad58db55/;1700000;MT;6x4;430;2;2;;1020000;-480000;Цена завышена - можно поторговаться;60;;;;;;
Тягач;MAN;TGS;2012;3500000;Белгород;https://auto.ru/artic/used/sale/man/tgs/16327368-899ec5ac/;525000;MT;6x4;440;2;1;GOODTRUCKS;2890000;-610000;Цена завышена - можно поторговаться;30;;;;;ЦФО;
Тягач;МАЗ;6422;2008;1399000;Владимир;https://auto.ru/artic/used/sale/maz/6422/16599702-79ce008a/;350000;MT;;370;2;1;;610000;-789000;Цена завышена - можно поторговаться;140;;;;;ЦФО;
Тягач;MAN;TGA;2007;900000;Зеленоград;https://auto.ru/artic/used/sale/man/tga_1/16492598-4fb12f1c/;953153;MT;4x2;350;2;1;Global Truck Sales Москва Север;1270000;370000;Горячая цена! Срочно брать!;0;;;;;ЦФО;
Тягач;Mercedes-Benz;Axor;2002;1000000;Пятигорск;https://auto.ru/artic/used/sale/mercedes/axor_t/16225024-25d8cbca/;800000;;4x2;430;;;;890000;-110000;Цена завышена - можно поторговаться;20;;;;;;
Тягач;DAF;XF105;2010;2950000;Белгород;https://auto.ru/artic/used/sale/daf/xf105/16316548-da2cf870/;841300;AT;4x2;462;2;2;GOODTRUCKS;2420000;-530000;Цена завышена - можно поторговаться;30;;;;;ЦФО;
Тягач;Mercedes-Benz;Actros;2008;1790000;Москва;https://auto.ru/artic/used/sale/mercedes/actros_t/16183178-38c5e947/;405266;AT;4x2;408;2;2;Трак-Сток;2080000;290000;Горячая цена! Срочно брать!;0;;;;;ЦФО;
Тягач;МАЗ;5440;2012;1200000;Дзержинск;https://auto.ru/artic/used/sale/maz/5440/16606856-6b0bc694/;680;MT;4x2;410;2;2;;1310000;110000;Горячая цена! Срочно брать!;0;;;;;ПФО;
Тягач;DAF;CF-series;2007;2500000;Каменск-Шахтинский;https://auto.ru/artic/used/sale/daf/cf_series_1/16283590-e5866ef8/;1350000;MT;4x2;410;2;1;;1790000;-710000;Цена завышена - можно поторговаться;50;;;;;ЮФО;
Тягач;Scania;G-series;2011;1890000;Набережные Челны;https://auto.ru/artic/used/sale/scania/g/16567046-e0446090/;1600000;MT;4x2;420;2;2;;2560000;670000;Горячая цена! Срочно брать!;0;;;;;ПФО;
Тягач;МАЗ;6422;2008;640000;Аксай;https://auto.ru/artic/used/sale/maz/6422/16450358-b3b4eaa7/;500000;MT;6x4;390;2;2;;1150000;510000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;МАЗ;5440;2011;530000;Нижний Новгород;https://auto.ru/artic/used/sale/maz/5440/16519914-adebf6dc/;330000;MT;4x2;330;2;2;;970000;440000;Горячая цена! Срочно брать!;0;;;;;ПФО;
Тягач;Mercedes-Benz;Axor;2002;1100000;Москва и Московская область;https://auto.ru/artic/used/sale/mercedes/axor_t/16560428-0c3ac34a/;1485000;MT;4x2;428;2;1;;1050000;-50000;;10;;;;;ЦФО;
Тягач;МАЗ;64220;2007;1250000;Ставрополь;https://auto.ru/artic/used/sale/maz/64220/16110702-0c148de0/;300000;MT;4x2;400;2;1;;580000;-670000;Цена завышена - можно поторговаться;130;;;;;СКФО;
Тягач;Mercedes-Benz;Actros;2002;1450000;Кострома;https://auto.ru/artic/used/sale/mercedes/actros_t/16178852-271101db/;1500000;AT;4x2;430;2;2;;1440000;-10000;;10;;;;;ЦФО;
Тягач;КамАЗ;53504;2018;2500000;Пермь;https://auto.ru/artic/used/sale/kamaz/53504/16583924-e5d53b62/;44000;MT;6x6;300;2;1;;3860000;1360000;Горячая цена! Срочно брать!;0;80000;Автомобиль полностью исправен ТО производилось своевременно  С перегрузом не ездил   За машину не стыдно  Хорошая альтернатива новому авто  Возможна продажа с П П НЕФАЗ 93341 07 2011г  грузоподьемность 32 тн   Цена за сцепку 3100000  Возможна прожажа с НДС;0,55914;unclear;УФО;
Тягач;Renault;Premium;2012;1250000;Санкт-Петербург;https://auto.ru/artic/used/sale/renault/premium_tractor/16477736-d444153f/;1025000;MT;4x2;380;2;2;;1910000;660000;Горячая цена! Срочно брать!;0;;;;;СЗФО;
Тягач;MAN;18;2008;1450000;Тула;https://auto.ru/artic/used/sale/man/18_1/10551084-fac0ce30/;960000;MT;4x2;390;2;2;;1670000;220000;Горячая цена! Срочно брать!;0;;;;;ЦФО;
Тягач;Volvo;VNM;2003;1100000;Кострома;https://auto.ru/artic/used/sale/volvo/vnm_tractor/16611354-1fb496d2/;;MT;;400;2;1;;1260000;160000;Горячая цена! Срочно брать!;0;;;;;ЦФО;
Тягач;Volvo;FH;2009;3670000;Красноярск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16385806-921dcec1/;845000;MT;4x2;400;2;2;;2180000;-1490000;Цена завышена - можно поторговаться;80;;;;;СФО;
Тягач;МАЗ;5432;2004;600000;Переясловская;https://auto.ru/artic/used/sale/maz/5432/16300542-3f294219/;400000;MT;4x2;320;2;1;;390000;-210000;Цена завышена - можно поторговаться;60;;;;;;
Тягач;MAN;TGA;2002;1200000;Волгоград;https://auto.ru/artic/used/sale/man/tga_1/16567420-9cb9771c/;550000;MT;6x2;460;2;2;;1220000;20000;;10;;;;;ЮФО;
Тягач;DAF;XF105;2009;1775000;Новомосковск;https://auto.ru/artic/used/sale/daf/xf105/16431884-ebf53679/;1058614;AT;4x2;410;2;2;;2290000;515000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;MAN;TGS;2011;1650000;Мытищи;https://auto.ru/artic/used/sale/man/tgs/16214492-00ec837b/;745000;MT;4x2;390;2;1;КОМДОРАВТО;1840000;190000;Горячая цена! Срочно брать!;0;;;;;ЦФО;
Тягач;FREIGHTLINER;Columbia;2002;770000;Краснодар;https://auto.ru/artic/used/sale/freightliner/columbia/16565966-ad628864/;500000;AT;6x4;450;3;1;;1090000;320000;Горячая цена! Срочно брать!;0;;;;;ЮФО;
Тягач;DAF;XF105;2011;2300000;Брянск;https://auto.ru/artic/used/sale/daf/xf105/16598858-9fed9f93/;1079666;MT;4x2;410;2;2;;2350000;50000;;10;;;;;ЦФО;
Тягач;Mercedes-Benz;Axor;2012;1425000;Долматово;https://auto.ru/artic/used/sale/mercedes/axor_t/16603612-1e19d31b/;1200000;;;360;;;Деловые Линии;1970000;545000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;Scania;G-series;2011;2000000;Пенза;https://auto.ru/artic/used/sale/scania/g/16447528-815c33c6/;970040;MT;4x2;380;;;;1860000;-140000;Цена завышена - можно поторговаться;20;;;;;ПФО;
Тягач;Scania;G-series;2011;1850000;Уфа;https://auto.ru/artic/used/sale/scania/g/15352675-87018090/;1200000;MT;4x2;380;2;2;;2390000;540000;Горячая цена! Срочно брать!;0;;;;;ПФО;
Тягач;Mercedes-Benz;Actros;2012;2500000;Казань;https://auto.ru/artic/used/sale/mercedes/actros_t/15802062-ccc1981d/;1395000;AT;4x2;410;2;2;;2510000;10000;;10;;;;ok;ПФО;Цена с НДС
Тягач;Renault;Magnum;2002;1550000;Омская область;https://auto.ru/artic/used/sale/renault/magnum_ae/16492898-502a11d5/;1100;MT;4x2;440;2;2;;930000;-620000;Цена завышена - можно поторговаться;80;;;;;;
Тягач;MAN;TGA;2008;1250000;Москва;https://auto.ru/artic/used/sale/man/tga_1/16607600-8b9b6bd4/;749000;MT;4x2;390;2;1;ГРУЗОВИК-24;1430000;180000;Горячая цена! Срочно брать!;0;;;;;ЦФО;
Тягач;МАЗ;5440;2012;790000;Пенза;https://auto.ru/artic/used/sale/maz/5440/16575770-bc60a1c8/;650000;MT;4x2;410;2;1;;1030000;240000;Горячая цена! Срочно брать!;0;;;;;ПФО;
Тягач;Renault;Premium;2012;2150000;Вейделевка;https://auto.ru/artic/used/sale/renault/premium_tractor/16118166-8d6f9c74/;760000;MT;4x2;440;2;2;;2040000;-110000;Цена завышена - можно поторговаться;20;;;;;;
Тягач;DAF;XF105;2013;2800000;Ногинск;https://auto.ru/artic/used/sale/daf/xf105/16339278-c2ef2cf2/;1056070;MT;4x2;410;2;2;Роллингер Логистика ООО;2770000;-30000;;10;;;;;ЦФО;
Тягач;Scania;P-series;2012;1800000;Санкт-Петербург;https://auto.ru/artic/used/sale/scania/p_1/16593804-84f97fe6/;770000;MT;4x2;340;2;1;;2310000;510000;Горячая цена! Срочно брать!;0;;;;;СЗФО;
Тягач;Scania;3-Series;2001;749000;Джанкой;https://auto.ru/artic/used/sale/scania/3_series_truc/16570678-9644d3f9/;1130000;MT;;380;2;2;;1210000;461000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;Volvo;FM;2008;1200000;Новоуральск;https://auto.ru/artic/used/sale/volvo/fm_tractor/15802834-4e168228/;1700000;MT;4x2;380;2;2;;1960000;760000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;Scania;G-series;2010;1699000;Балашиха;https://auto.ru/artic/used/sale/scania/g/15369341-26a653c4/;813000;MT;4x2;380;2;2;ЕвропаТрак;2270000;571000;Горячая цена! Срочно брать!;0;;;;;ЦФО;
Тягач;Mercedes-Benz;Actros;2003;1250000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16532808-ce90beca/;971840;AT;6x2;428;2;2;ТРАК ПЛАТФОРМА;1810000;560000;Горячая цена! Срочно брать!;0;;;;;ЦФО;
Тягач;MAN;TGS;2011;3100000;Ростов-на-Дону;https://auto.ru/artic/used/sale/man/tgs/16578150-a5bbfeef/;470000;MT;;400;2;1;;2070000;-1030000;Цена завышена - можно поторговаться;60;;;;;ЮФО;
Тягач;МАЗ;5440;2004;490000;Стародуб;https://auto.ru/artic/used/sale/maz/5440/16214800-7168a86d/;890000;MT;4x2;390;;;;540000;50000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;MAN;TGX;2017;6800000;Санкт-Петербург;https://auto.ru/artic/used/sale/man/tgx/16208284-d8635028/;620000;MT;4x2;440;2;1;;4330000;-2470000;Цена завышена - можно поторговаться;70;218000;;;;СЗФО;
Тягач;Volvo;FH;2008;2800000;Нижний Новгород;https://auto.ru/artic/used/sale/volvo/fh_tractor/16379160-f2078c72/;1640000;AT;;440;2;2;;2210000;-590000;Цена завышена - можно поторговаться;40;;;;;ПФО;
Тягач;МАЗ;5440;2011;1000000;Саранск;https://auto.ru/artic/used/sale/maz/5440/16508092-3df8aacc/;600000;MT;4x2;328;2;2;;960000;-40000;;10;;;;;ПФО;
Тягач;MAN;TGA;2004;1680000;Смоленск;https://auto.ru/artic/used/sale/man/tga_1/16480078-9bb602b3/;535000;MT;6x4;409;2;1;;1590000;-90000;Цена завышена - можно поторговаться;20;;;;;ЦФО;
Тягач;Renault;Premium;2003;1250000;Рязань;https://auto.ru/artic/used/sale/renault/premium_tractor/16582834-5315b19d/;1400000;MT;4x2;420;2;1;;810000;-440000;Цена завышена - можно поторговаться;60;;;;;ЦФО;
Тягач;Renault;Premium;2008;1450000;Казань;https://auto.ru/artic/used/sale/renault/premium_tractor/16387652-266c6ec5/;1300000;MT;4x2;450;2;1;;1270000;-180000;Цена завышена - можно поторговаться;20;;;;;ПФО;
Тягач;Renault;Premium;2007;1570000;Брянск;https://auto.ru/artic/used/sale/renault/premium_tractor/15763874-832c35a5/;650000;MT;6x2;440;2;2;;1650000;80000;;10;;;;;ЦФО;
Тягач;МАЗ;5440;2013;1150000;Челябинск;https://auto.ru/artic/used/sale/maz/5440/15805948-e13c23f7/;550000;MT;4x2;435;2;2;;1570000;420000;Горячая цена! Срочно брать!;0;;;;;УФО;
Тягач;МАЗ;5440;2011;1200000;Талица;https://auto.ru/artic/used/sale/maz/5440/16590882-e5215068/;930000;MT;4x2;410;2;2;;1130000;-70000;Цена завышена - можно поторговаться;20;;;;;;
Тягач;Mercedes-Benz;Axor;2012;1550000;Калуга;https://auto.ru/artic/used/sale/mercedes/axor_t/16423074-b43298c9/;790000;MT;4x2;354;2;1;;1860000;310000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;Volvo;FH;2004;1700000;Тверь;https://auto.ru/artic/used/sale/volvo/fh_tractor/15212832-4fd62db8/;1100000;MT;4x2;420;2;2;;1710000;10000;;10;;;;;ЦФО;
Тягач;Renault;Premium;2004;650000;Михнево;https://auto.ru/artic/used/sale/renault/premium_tractor/16605982-b8fb827e/;1100000;MT;4x2;412;2;2;;1050000;400000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;Scania;G-series;2019;9190000;Курск;https://auto.ru/artic/used/sale/scania/g/16614956-d13b7ace/;168000;MT;6x4;441;2;2;;6650000;-2540000;Цена завышена - можно поторговаться;50;294000;;;;ЦФО;
Тягач;Scania;P-series;2013;3600000;Уфа;https://auto.ru/artic/used/sale/scania/p_1/16266832-422af5fc/;570;MT;6x4;400;2;1;Диалком;3720000;120000;;10;;;;;ПФО;
Тягач;МАЗ;5432;2007;679000;Рязань;https://auto.ru/artic/used/sale/maz/5432/16595518-9933434c/;600000;MT;4x2;327;2;2;;620000;-59000;Цена завышена - можно поторговаться;20;;;;;ЦФО;
Тягач;Volvo;VNL;2002;1250000;Тверь;https://auto.ru/artic/used/sale/volvo/vnl_tractor/16574640-0cf62f85/;1800000;MT;6x4;475;2;2;;1620000;370000;Горячая цена! Срочно брать!;0;;;;;ЦФО;
Тягач;Volvo;FM;2011;1750000;Люберцы;https://auto.ru/artic/used/sale/volvo/fm_tractor/16280998-0ca2f773/;747737;MT;4x2;400;2;2;ТРАК ПЛАТФОРМА;2350000;600000;Горячая цена! Срочно брать!;0;;;;ok;ЦФО;Цена с НДС
Тягач;MAN;19;2012;2500000;Новосибирск;https://auto.ru/artic/used/sale/man/19_1/16577410-f6568fb7/;900000;MT;4x2;400;2;2;СибТракСкан;2490000;-10000;;10;;;;;СФО;
Тягач;Volvo;VNL;2004;850000;Первоуральск;https://auto.ru/artic/used/sale/volvo/vnl_tractor/16244022-a20174ec/;1700000;MT;6x2;400;2;2;;1770000;920000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;МАЗ;6430;2011;1300000;Богучаны;https://auto.ru/artic/used/sale/maz/6430/16610340-8f5722e1/;370000;MT;6x4;412;2;2;;1570000;270000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;DAF;XF105;2017;5380000;Москва;https://auto.ru/artic/used/sale/daf/xf105/16614058-984fca2b/;352998;MT;4x2;460;2;2;АГТ-Трейдинг;4430000;-950000;Цена завышена - можно поторговаться;30;172000;;;;ЦФО;
Тягач;КамАЗ;5490;2016;2500000;Санкт-Петербург;https://auto.ru/artic/used/sale/kamaz/5490/15636508-d4b29b3b/;200000;MT;4x2;420;2;2;;2220000;-280000;Цена завышена - можно поторговаться;20;;;;;СЗФО;
Тягач;Scania;R-Series;2013;3450000;Москва;https://auto.ru/artic/used/sale/scania/r_1/16541636-da85b7e4/;793015;AT;4x2;440;2;2;GROSS AUTO;3270000;-180000;Цена завышена - можно поторговаться;20;;;;;ЦФО;
Тягач;МАЗ;6430;2008;900000;Челябинск;https://auto.ru/artic/used/sale/maz/6430/16571790-28f873fd/;320000;MT;6x4;400;2;2;;1140000;240000;Горячая цена! Срочно брать!;0;;;;;УФО;
Тягач;Mercedes-Benz;Axor;2014;2450000;Москва;https://auto.ru/artic/used/sale/mercedes/axor_t/16604584-fa78eea1/;706072;MT;4x2;401;2;1;Global Truck Sales Москва Север;2590000;140000;Горячая цена! Срочно брать!;0;;;;;ЦФО;
Тягач;МАЗ;5432;2005;205000;Арзамас;https://auto.ru/artic/used/sale/maz/5432/16338934-e50da95f/;150000;MT;4x2;230;2;0;;380000;175000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;Scania;R-Series;2011;2490000;Кимовск;https://auto.ru/artic/used/sale/scania/r_1/16457804-75e38bf1/;675000;MT;4x2;420;2;2;Юнион КРОНЕ Кимовск;2560000;70000;;10;;;;;ЦФО;
Тягач;МАЗ;5440;2008;1250000;Старая Купавна;https://auto.ru/artic/used/sale/maz/5440/16404146-3668a80b/;588652;MT;4x2;397;2;2;;800000;-450000;Цена завышена - можно поторговаться;70;;;;;;
Тягач;МАЗ;5440;2011;1100000;Омск;https://auto.ru/artic/used/sale/maz/5440/16330660-1a58125d/;780000;MT;4x2;430;2;2;;1170000;70000;Горячая цена! Срочно брать!;0;;;;;СФО;
Тягач;INTERNATIONAL;9000 Series;2003;950000;Карпинск;https://auto.ru/artic/used/sale/international/9000/16466640-0925e5d0/;500000;MT;6x4;410;2;0;;1480000;530000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;MAN;TGS;2008;1900000;Волгоград;https://auto.ru/artic/used/sale/man/tgs/16510362-d50308d3/;940000;MT;4x2;440;2;2;;1840000;-60000;;10;;;;;ЮФО;
Тягач;MAN;TGX;2018;5995000;Смоленск;https://auto.ru/artic/used/sale/man/tgx/16338196-8f18bdbe/;395000;AT;4x2;480;;;ГРИН ЛАЙН;5780000;-215000;;10;192000;;;;ЦФО;
Тягач;Mercedes-Benz;Actros;2008;2050000;Санкт-Петербург;https://auto.ru/artic/used/sale/mercedes/actros_t/16334548-6f764be2/;984;AT;4x2;408;2;2;Вираж;2080000;30000;;10;;;;;СЗФО;
Тягач;КамАЗ;65206;2018;5610000;Подольск;https://auto.ru/artic/new/sale/kamaz/65206/15748483-74944809/;;MT;6x4;428;2;1;Автоцентр ТЕХИНКОМ Подольск;3680000;-1930000;Цена завышена - можно поторговаться;60;180000;;;ok;ЦФО;Цена с НДС
Тягач;МАЗ;5429;2002;450000;Астрахань;https://auto.ru/artic/used/sale/maz/5429/16132416-7d820f76/;150000;MT;6x2;240;2;2;;410000;-40000;Цена завышена - можно поторговаться;20;;;;;ЮФО;
Тягач;КамАЗ;44108;2003;800000;Россия;https://auto.ru/artic/used/sale/kamaz/44108/16482358-c28c78d5/;79513;MT;6x6;260;2;1;;910000;110000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;Mercedes-Benz;Actros;2000;1500000;Новороссийск;https://auto.ru/artic/used/sale/mercedes/actros_t/16498538-0f708feb/;178000;AT;4x2;430;2;1;;940000;-560000;Цена завышена - можно поторговаться;70;;;;;ЮФО;
Тягач;MAN;TGS;2009;3000000;Назрань;https://auto.ru/artic/used/sale/man/tgs/16516194-45343851/;500000;;4x2;400;;;;1660000;-1340000;Цена завышена - можно поторговаться;90;;;;;;
Тягач;MAN;TGX;2010;1799000;Магнитогорск;https://auto.ru/artic/used/sale/man/tgx/16558754-02ffcb62/;1259000;;4x2;400;2;2;;2090000;291000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;DAF;XF105;2012;3000000;Сарапул;https://auto.ru/artic/used/sale/daf/xf105/16612068-020cc8be/;1150000;AT;4x2;510;2;2;;2870000;-130000;;10;;;;;;
Тягач;FREIGHTLINER;Columbia;2002;990000;Волгоград;https://auto.ru/artic/used/sale/freightliner/columbia/16381064-28264394/;1500000;MT;6x4;435;2;2;;890000;-100000;Цена завышена - можно поторговаться;20;;;;;ЮФО;
Тягач;Scania;R-Series;2002;720000;Санкт-Петербург;https://auto.ru/artic/used/sale/scania/r_1/16463130-2eaf3d29/;650000;MT;4x2;310;2;1;;890000;170000;Горячая цена! Срочно брать!;0;;;;;СЗФО;
Тягач;МАЗ;5440;2011;680000;Ростов-на-Дону;https://auto.ru/artic/used/sale/maz/5440/16300932-85960dbf/;550000;MT;4x2;400;2;2;;1110000;430000;Горячая цена! Срочно брать!;0;;;;;ЮФО;
Тягач;Renault;Premium;2008;990000;Москва;https://auto.ru/artic/used/sale/renault/premium_tractor/16245740-4e172923/;814689;MT;4x2;379;2;2;Трак-Сток;1370000;380000;Горячая цена! Срочно брать!;0;;;;;ЦФО;
Тягач;MAN;TGS;2014;3199000;Пермь;https://auto.ru/artic/used/sale/man/tgs/16164622-eaa0c8aa/;475000;MT;6x4;440;2;1;;3680000;481000;Горячая цена! Срочно брать!;0;;;;ok;УФО;Цена с НДС
Тягач;Renault;Premium;2008;950000;Санкт-Петербург;https://auto.ru/artic/used/sale/renault/premium_tractor/16472100-b271aee0/;800000;MT;;380;2;2;;1600000;650000;Горячая цена! Срочно брать!;0;;;;;СЗФО;
Тягач;Volvo;FH;2007;2100000;Смоленск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16606756-1d2bb9e3/;1015000;MT;4x2;420;2;2;;1950000;-150000;Цена завышена - можно поторговаться;20;;;;;ЦФО;
Тягач;МАЗ;5432;2005;290000;Калуга;https://auto.ru/artic/used/sale/maz/5432/16576652-451de139/;300000;MT;4x2;250;2;2;;400000;110000;Горячая цена! Срочно брать!;0;;;;;;
Тягач;КамАЗ;5490;2019;4500000;Каменск-Шахтинский;https://auto.ru/artic/used/sale/kamaz/5490/16466548-50b29401/;50000;MT;4x2;401;2;1;;3180000;-1320000;Цена завышена - можно поторговаться;50;144000;;;;ЮФО;
