Тип ТС;Марка;Модель;Год выпуска;Цена поставщика;Регион склада;URL авто;Пробег;Тип КПП;Колесная формула;Мощность двигателя;Сидений;Спальных мест;Поставщик;Наша расчетная цена;Выгода;Рекомендация;Мин. аванс;Лизинговый платеж 0% / 48 мес.;Comment;Качество верификации;Верификация;Федеральный округ
Тягач;Renault;Magnum;2004;1200000;Вязники;https://auto.ru/artic/used/sale/renault/magnum_ae/16535962-f0484422/;1560000;MT;4x2;440;2;2;;1070000;-130000;Цена завышена - можно поторговаться;20;;;;;
Тягач;КамАЗ;5460;2006;720000;Екатеринбург;https://auto.ru/artic/used/sale/kamaz/5460/16341880-60df8844/;567000;MT;4x2;381;2;1;;680000;-40000;Цена завышена - можно поторговаться;20;;;;;УФО
Тягач;MAN;TGA;2008;1450000;Рязань;https://auto.ru/artic/used/sale/man/tga_1/16545650-d3edde1b/;810000;MT;4x2;480;2;1;ООО Группа Авто;1550000;100000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;MAN;TGA;2002;1400000;Лениногорск;https://auto.ru/artic/used/sale/man/tga_1/16516012-fc711a19/;950000;MT;4x2;410;2;1;;860000;-540000;Цена завышена - можно поторговаться;70;;;;;
Тягач;Renault;Premium;2013;3500000;Набережные Челны;https://auto.ru/artic/used/sale/renault/premium_tractor/16567610-3eaa3380/;492029;MT;6x4;460;2;2;BS-Truck;2950000;-550000;Цена завышена - можно поторговаться;30;;;;;ПФО
Тягач;MAN;TGA;2002;1100000;Симферополь;https://auto.ru/artic/used/sale/man/tga_1/16309420-514b3826/;750000;MT;4x2;400;2;1;;850000;-250000;Цена завышена - можно поторговаться;40;;;;;КФО
Тягач;FREIGHTLINER;Columbia;2001;850000;Рязань;https://auto.ru/artic/used/sale/freightliner/columbia/16050434-9e112c60/;1770000;MT;6x4;470;2;2;;770000;-80000;Цена завышена - можно поторговаться;20;;;;;ЦФО
Тягач;DAF;XF105;2009;1750000;Санкт-Петербург;https://auto.ru/artic/used/sale/daf/xf105/16048370-dde0a3d1/;1119000;AT;4x2;460;2;1;Global Truck Sales Санкт-Петербург;2300000;550000;Горячая цена! Срочно брать!;0;;;;;СЗФО
Тягач;МАЗ;5440;2018;3500000;Нижний Тагил;https://auto.ru/artic/used/sale/maz/5440/16528614-6a7fa00a/;207000;MT;4x2;420;2;2;;2530000;-970000;Цена завышена - можно поторговаться;50;112000;;;;
Тягач;DAF;XF105;2012;2700000;Челябинск;https://auto.ru/artic/used/sale/daf/xf105/15760133-4140083d/;500000;AT;4x2;460;2;2;;2690000;-10000;;10;;;;;УФО
Тягач;IVECO;Stralis;2012;2300000;Москва;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16572302-205e352d/;480000;;4x2;452;;;;1510000;-790000;Цена завышена - можно поторговаться;60;;;;;ЦФО
Тягач;Scania;G-series;2014;3500000;Чебоксары;https://auto.ru/artic/used/sale/scania/g/16447704-3a06263f/;1000000;AT;4x2;440;2;2;;3730000;230000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;КамАЗ;65116;2011;1000000;Березовка;https://auto.ru/artic/used/sale/kamaz/65116/16244950-14a11665/;200;MT;6x4;300;2;1;;1200000;200000;Горячая цена! Срочно брать!;0;;;;;
Тягач;Volvo;FM;2008;1290000;Старый Оскол;https://auto.ru/artic/used/sale/volvo/fm_tractor/16420366-f2b1a32c/;751000;MT;4x2;380;2;2;;1960000;670000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Mercedes-Benz;Actros;2015;3790000;Москва;https://auto.ru/artic/used/sale/mercedes/actros_t/16330400-158bb857/;750000;AT;4x2;435;2;2;;3520000;-270000;Цена завышена - можно поторговаться;20;121000;;;;ЦФО
Тягач;Volvo;FH;2006;2100000;Санкт-Петербург;https://auto.ru/artic/used/sale/volvo/fh_tractor/15574416-6ab7acae/;1300000;AT;6x2;460;2;2;;2220000;120000;Горячая цена! Срочно брать!;0;;;;;СЗФО
Тягач;Mercedes-Benz;Axor;2011;1510000;Москва;https://auto.ru/artic/used/sale/mercedes/axor_t/16568834-fa5fc116/;1130055;MT;4x2;350;2;1;ГРУЗ СОЮЗ;1650000;140000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Scania;G-series;2013;3400000;Краснодар;https://auto.ru/artic/used/sale/scania/g/16540944-86d0a14c/;758148;MT;4x2;441;2;2;;3230000;-170000;Цена завышена - можно поторговаться;20;;;;;ЮФО
Тягач;INTERNATIONAL;9000 Series;2003;1350000;Миллерово;https://auto.ru/artic/used/sale/international/9000/16495322-818eab55/;1300000;MT;6x4;400;2;2;;1620000;270000;Горячая цена! Срочно брать!;0;;;;;
Тягач;DAF;XF105;2013;3200000;Екатеринбург;https://auto.ru/artic/used/sale/daf/xf105/16349048-f38dfcba/;945000;MT;4x2;460;2;2;;2910000;-290000;Цена завышена - можно поторговаться;20;;;;;УФО
Тягач;КамАЗ;54115;2007;495000;Альдермыш;https://auto.ru/artic/used/sale/kamaz/54115/16268314-b8f3b674/;140000;MT;;260;3;1;;730000;235000;Горячая цена! Срочно брать!;0;;;;;
Тягач;Renault;Premium;2008;1099000;Тольятти;https://auto.ru/artic/used/sale/renault/premium_tractor/16566472-f009bb01/;980000;MT;4x2;380;2;1;;1160000;61000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;Scania;R-Series;2015;3750000;Авдон;https://auto.ru/artic/used/sale/scania/r_1/16529106-bf46c80f/;691688;AT;4x2;400;2;2;M7 TRUCK Уфа;4050000;300000;Горячая цена! Срочно брать!;0;120000;;;;ПФО
Тягач;MAN;TGX;2009;1900000;Барнаул;https://auto.ru/artic/used/sale/man/tgx/16573876-cb68da50/;1185000;AT;4x2;440;2;2;;2260000;360000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;MAN;TGX;2011;2305000;Москва;https://auto.ru/artic/used/sale/man/tgx/16154098-17611369/;810237;MT;4x2;400;2;2;GROSS AUTO;2220000;-85000;;10;;;;;ЦФО
Тягач;Volvo;FE;2007;770000;Москва;https://auto.ru/artic/used/sale/volvo/fe_tractor/16551872-03fda764/;429000;MT;4x2;240;2;0;;1060000;290000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;DAF;XF105;2012;2699000;Москва;https://auto.ru/artic/used/sale/daf/xf105/16520696-eb0af1bf/;603558;MT;4x2;408;2;2;M7 TRUCK Москва Юг;2570000;-129000;Цена завышена - можно поторговаться;20;;;;;ЦФО
Тягач;Scania;R-Series;2000;1000000;Костомукша;https://auto.ru/artic/used/sale/scania/r_1/16492408-6b98c045/;1918000;AT;4x2;380;2;2;;1080000;80000;Горячая цена! Срочно брать!;0;;;;;
Тягач;DAF;CF-series;2012;4000000;Краснодар;https://auto.ru/artic/used/sale/daf/cf_series_1/16467598-e8506cc0/;380000;MT;6x4;510;2;2;;3430000;-570000;Цена завышена - можно поторговаться;30;;;;;ЮФО
Тягач;Scania;G-series;2014;3850000;Красноярск;https://auto.ru/artic/used/sale/scania/g/16591150-d5455659/;1150000;AT;4x2;400;2;2;;3660000;-190000;Цена завышена - можно поторговаться;20;;;;;СФО
Тягач;МАЗ;5432;2008;650000;Керчь;https://auto.ru/artic/used/sale/maz/5432/16274492-d1186518/;90000;MT;4x2;250;2;2;;550000;-100000;Цена завышена - можно поторговаться;30;;;;;
Тягач;Scania;G-series;2011;400000;Новосибирск;https://auto.ru/artic/used/sale/scania/g/16574722-0e1ed2e0/;900000;MT;4x2;380;2;2;Авторынок МАКСКАР;2390000;1990000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;Scania;4-Series;2004;1450000;Москва;https://auto.ru/artic/used/sale/scania/l/16573158-a9e69075/;1050000;AT;4x2;420;2;2;;1730000;280000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Scania;G-series;2010;2250000;Санкт-Петербург;https://auto.ru/artic/used/sale/scania/g/16585374-81c43312/;915000;AT;4x2;420;2;1;;2340000;90000;;10;;;;;СЗФО
Тягач;Volvo;FM;2012;2900000;Верещагино;https://auto.ru/artic/used/sale/volvo/fm_tractor/16544996-1456bde4/;1100000;MT;4x2;400;;;;2150000;-750000;Цена завышена - можно поторговаться;40;;;;;
Тягач;MAN;TGA;2004;1400000;Красноярск;https://auto.ru/artic/used/sale/man/tga_1/15193284-0b95c9a9/;1800000;MT;4x2;410;2;2;;1210000;-190000;Цена завышена - можно поторговаться;30;;;;;СФО
Тягач;MAN;TGA;2007;1699000;Краснодар;https://auto.ru/artic/used/sale/man/tga_1/16306426-b69bdad6/;1300000;MT;4x2;480;2;2;;1640000;-59000;;10;;;;;ЮФО
