Тип ТС;Марка;Модель;Год выпуска;Цена поставщика;Регион склада;URL авто;Пробег;Тип КПП;Колесная формула;Мощность двигателя;Сидений;Спальных мест;Поставщик;Наша расчетная цена;Выгода;Рекомендация;Мин. аванс;Лизинговый платеж 0% / 48 мес.;Comment;Качество верификации;Верификация;Федеральный округ
Тягач;МАЗ;5440;2011;450000;Краснодар;https://auto.ru/artic/used/sale/maz/5440/16254508-4b2cb236/;390000;MT;4x2;327;2;2;;960000;510000;Горячая цена! Срочно брать!;0;;;;;ЮФО
Тягач;Scania;G-series;2010;2200000;Великий Новгород;https://auto.ru/artic/used/sale/scania/g/16302560-d9a570e9/;1300000;;4x2;379;;;;1760000;-440000;Цена завышена - можно поторговаться;40;;;;;СЗФО
Тягач;IVECO;Stralis;2002;900000;Омск;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16396606-b35a3d33/;150000;AT;4x2;430;2;2;;1040000;140000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;Scania;P-series;2005;900000;Балашиха;https://auto.ru/artic/used/sale/scania/p_1/16314732-e6e9320d/;800000;MT;4x2;340;2;2;;1460000;560000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;КамАЗ;5490;2015;1670000;Екатеринбург;https://auto.ru/artic/used/sale/kamaz/5490/16577562-ed085885/;655206;MT;4x2;401;2;1;Global Truck Sales Екатеринбург;1610000;-60000;;10;;;;;УФО
Тягач;МАЗ;5440;2013;1650000;Тольятти;https://auto.ru/artic/used/sale/maz/5440/16298404-eafd9b5e/;385000;MT;4x2;435;2;2;;1570000;-80000;Цена завышена - можно поторговаться;20;;;;;ПФО
Тягач;MAN;TGA;2003;1500000;Знаменский;https://auto.ru/artic/used/sale/man/tga_1/16574992-05b03465/;276000;MT;4x2;409;2;1;;950000;-550000;Цена завышена - можно поторговаться;70;;;;;
Тягач;КамАЗ;65806;2018;4300000;Уфа;https://auto.ru/artic/used/sale/kamaz/65806/16318468-531fd3de/;150000;;6x4;428;2;1;;4080000;-220000;Цена завышена - можно поторговаться;20;138000;;1;ok;ПФО
Тягач;DAF;XF105;2011;2750000;Набережные Челны;https://auto.ru/artic/used/sale/daf/xf105/16502076-44edfc72/;552808;MT;4x2;462;2;2;BS-Truck;2450000;-300000;Цена завышена - можно поторговаться;20;;;;;ПФО
Тягач;КамАЗ;65225;2011;4000000;Альметьевск;https://auto.ru/artic/used/sale/kamaz/65225_t/16528124-de1d9fc6/;163000;MT;6x6;300;2;2;;1960000;-2040000;Цена завышена - можно поторговаться;110;;;;;
Тягач;MAN;TGA;2008;1450000;Рязань;https://auto.ru/artic/used/sale/man/tga_1/16309328-b0b1a87b/;810000;MT;4x2;480;2;1;;1550000;100000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Scania;R-Series;2008;2100000;Одинцово;https://auto.ru/artic/used/sale/scania/r_1/16576318-945ec087/;1120000;MT;;420;;;;1810000;-290000;Цена завышена - можно поторговаться;30;;;;;
Тягач;Renault;Magnum;2003;2300000;Краснодар;https://auto.ru/artic/used/sale/renault/magnum_ae/16046818-ac67988a/;1400000;MT;4x2;480;2;2;;990000;-1310000;Цена завышена - можно поторговаться;140;;;;;ЮФО
Тягач;INTERNATIONAL;ProStar;2014;4000000;Челябинск;https://auto.ru/artic/used/sale/international/prostar/16416317-637f1303/;180715;MT;6x4;430;2;1;;3900000;-100000;;10;;;;;УФО
Тягач;Scania;R-Series;2008;2150000;Красный Бор;https://auto.ru/artic/used/sale/scania/r_1/16318914-d3296c74/;1277108;MT;4x2;380;2;2;Техцентр СОТРАНС Mercedes-Benz Санкт-Петербург;1930000;-220000;Цена завышена - можно поторговаться;20;;;;;
Тягач;MAN;TGA;2008;1200000;Барнаул;https://auto.ru/artic/used/sale/man/tga_1/16461628-1fc36661/;1334000;MT;4x2;480;2;2;;1870000;670000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;Renault;Premium;2012;1600000;Люберцы;https://auto.ru/artic/used/sale/renault/premium_tractor/15967204-09afd567/;800000;MT;4x2;440;2;1;;1780000;180000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Mercedes-Benz;Axor;2004;900000;Лабинск;https://auto.ru/artic/used/sale/mercedes/axor_t/16568236-267d8e14/;1400000;AT;4x2;428;2;2;;1760000;860000;Горячая цена! Срочно брать!;0;;;;;
Тягач;MAN;TGS;2011;2150000;Воронеж;https://auto.ru/artic/used/sale/man/tgs/16588636-338aa7d6/;781000;MT;4x2;400;2;2;;2220000;70000;;10;;;;;ЦФО
Тягач;IVECO;Stralis;2018;3460000;Краснодар;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16332932-ed24ff24/;315000;MT;4x2;420;2;2;Европлан Краснодар;4170000;710000;Горячая цена! Срочно брать!;0;111000;;1;ok;ЮФО
Тягач;DAF;XF105;2011;2199000;Москва;https://auto.ru/artic/used/sale/daf/xf105/16420422-ca9e5008/;905892;MT;4x2;460;2;2;GROSS AUTO;2440000;241000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;DAF;CF-series;2004;1100000;Иркутск;https://auto.ru/artic/used/sale/daf/cf_series_1/16533646-00f71a1e/;1500000;MT;4x2;430;2;2;;1820000;720000;Горячая цена! Срочно брать!;0;;;;;СФО
Тягач;Volvo;VNL;2007;2700000;Сургут;https://auto.ru/artic/used/sale/volvo/vnl_tractor/16542848-287fbaf2/;1500000;MT;6x4;400;2;2;;2140000;-560000;Цена завышена - можно поторговаться;40;;;;;
Тягач;FREIGHTLINER;Columbia;2004;999000;Алушта;https://auto.ru/artic/used/sale/freightliner/columbia/16221802-2258806d/;1700000;MT;6x4;435;2;2;;1100000;101000;Горячая цена! Срочно брать!;0;;;;;
Тягач;IVECO;Stralis;2009;1090000;Москва;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16545646-4ce16062/;776000;MT;4x2;420;2;1;ГРУЗОВИК-24;1330000;240000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;МАЗ;5440;2007;420000;Волгоград;https://auto.ru/artic/used/sale/maz/5440/16526028-37fbc3f9/;350000;MT;4x2;294;2;2;;590000;170000;Горячая цена! Срочно брать!;0;;;;;ЮФО
Тягач;Renault;Premium;2012;2700000;Екатеринбург;https://auto.ru/artic/used/sale/renault/premium_tractor/16438720-606afdd3/;1150000;MT;6x4;440;2;1;;2350000;-350000;Цена завышена - можно поторговаться;20;;;;;УФО
Тягач;DAF;95XF;2002;1350000;Ольговка;https://auto.ru/artic/used/sale/daf/xf95/16503776-cef7047a/;1300000;MT;4x2;483;2;2;;1630000;280000;Горячая цена! Срочно брать!;0;;;;;
Тягач;IVECO;Stralis;2019;5650000;Ставропольский край;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16540074-88aed6cf/;19000;MT;6x4;460;2;1;;7020000;1370000;Горячая цена! Срочно брать!;0;181000;Продается Грузовой тягач седельный IVECO STRALIS AT440S46TZ PHM  2019 года выпуска  VIN WJMS2NTH40C422765  6х4 Отличное состоянии Готов к эксплуатации  Пробег 19 тыс км  Есть другие варианты в аналогичном состоянии 6х4 и 4х2 Цена указана с НДС  Звонить и осмотр в рабочее время  Предложение ограничено по времени  Продажа только  за наличный и безналичный расчет Местонахождение  Ставропольский край Старомарьевское шоссе с  Надежда;0,53425;unclear;
Тягач;МАЗ;5432;2004;270000;Рыбинск;https://auto.ru/artic/used/sale/maz/5432/16577178-d8ff1176/;28296;MT;4x2;316;2;1;;380000;110000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Volvo;FM;2007;1430000;Нефтекамск;https://auto.ru/artic/used/sale/volvo/fm_tractor/16560024-a12afdb0/;1430;MT;4x2;380;2;2;;1830000;400000;Горячая цена! Срочно брать!;0;;;;;
Тягач;Scania;4-Series;2004;730000;Череповец;https://auto.ru/artic/used/sale/scania/l/16319606-c11ee02b/;1500000;MT;4x2;330;2;1;;1030000;300000;Горячая цена! Срочно брать!;0;;;;;СЗФО
Тягач;МАЗ;5440;2013;950000;Ульяновск;https://auto.ru/artic/used/sale/maz/5440/16170204-2595f7a0/;500000;;;397;;;;1160000;210000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;КамАЗ;6460;2014;4500000;Ростов-на-Дону;https://auto.ru/artic/used/sale/kamaz/6460/16586724-4ed86dfa/;49600;MT;6x4;400;2;2;;2140000;-2360000;Цена завышена - можно поторговаться;120;;;;;ЮФО
Тягач;МАЗ;5440;2012;900000;Новониколаевский;https://auto.ru/artic/used/sale/maz/5440/16526206-a5fda82e/;426474;MT;4x2;411;2;1;M7 TRUCK Казань;1050000;150000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;IVECO;EuroStar;2001;600000;Краснодар;https://auto.ru/artic/used/sale/iveco/eurostar_tractor/16221242-23f04ed0/;100000;AT;4x2;420;3;1;;860000;260000;Горячая цена! Срочно брать!;0;;;;;ЮФО
Тягач;IVECO;Stralis;2002;1050000;Воронеж;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16432162-b80b6ca8/;1154000;MT;4x2;430;2;2;;930000;-120000;Цена завышена - можно поторговаться;20;;;;;ЦФО
Тягач;Volvo;FH;2018;6300000;Красногорск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16569766-43f22103/;248406;AT;4x2;469;2;2;Альфа-Лизинг Москва;5750000;-550000;Цена завышена - можно поторговаться;20;202000;;;;ЦФО
Тягач;Volvo;FH;2018;8300000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16509668-1efd9afd/;324000;MT;6x4;510;2;1;Компания АВТОТРАК Москва;8340000;40000;;10;266000;;;;ЦФО
Тягач;Mercedes-Benz;Axor;2011;1790000;Люберцы;https://auto.ru/artic/used/sale/mercedes/axor_t/16590102-c465df54/;962617;AT;4x2;354;2;1;ТРАК ПЛАТФОРМА;1890000;100000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;МАЗ;5440;2009;420000;Жиздра;https://auto.ru/artic/used/sale/maz/5440/16584414-506d20e2/;;MT;4x2;397;2;2;;940000;520000;Горячая цена! Срочно брать!;0;;;;;
Тягач;МАЗ;5432;2001;250000;Калуга;https://auto.ru/artic/used/sale/maz/5432/16422926-69711577/;;MT;;330;2;1;;260000;10000;;10;;;;;
Тягач;КамАЗ;6460;2012;1200000;Люберцы;https://auto.ru/artic/used/sale/kamaz/6460/16587392-747faaac/;216276;MT;6x4;347;2;1;PRO АВТО;1460000;260000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Mercedes-Benz;Actros;2004;1050000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16529042-7b552420/;658390;AT;4x2;408;2;2;ТРАК ПЛАТФОРМА;1770000;720000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Volvo;FH;2007;2500000;Калининград;https://auto.ru/artic/used/sale/volvo/fh_tractor/16173704-9dfa5c1d/;1000020;MT;4x2;400;2;2;;1880000;-620000;Цена завышена - можно поторговаться;40;;;;;СЗФО
Тягач;DAF;XF105;2013;2611000;Курск;https://auto.ru/artic/used/sale/daf/xf105/16552882-f6cb5c24/;800000;MT;4x2;460;;;;2640000;29000;;10;;;;;ЦФО
Тягач;DAF;95XF;2003;2500000;Челябинск;https://auto.ru/artic/used/sale/daf/xf95/16378182-5f721651/;575000;MT;6x4;530;2;2;;2150000;-350000;Цена завышена - можно поторговаться;30;;;;;УФО
Тягач;Volvo;VNL;2003;2150000;Екатеринбург;https://auto.ru/artic/used/sale/volvo/vnl_tractor/16559816-1e49cd65/;1750000;MT;6x4;465;2;2;;1860000;-290000;Цена завышена - можно поторговаться;30;;;;;УФО
Тягач;КамАЗ;65116;2019;3820000;Тюмень;https://auto.ru/artic/used/sale/kamaz/65116/16435036-5b443d76/;61500;MT;6x4;300;2;1;;3520000;-300000;Цена завышена - можно поторговаться;20;122000;;;;СФО
Тягач;Mercedes-Benz;Actros;2015;4550000;Барнаул;https://auto.ru/artic/used/sale/mercedes/actros_t/16469178-cbab8053/;370000;AT;6x4;408;2;1;SAEM-truck;4150000;-400000;Цена завышена - можно поторговаться;20;146000;;;;СФО
Тягач;MAN;TGX;2020;7795208;Мытищи;https://auto.ru/artic/used/sale/man/tgx/16044274-75caf416/;2500;MT;4x2;400;2;1;КОМДОРАВТО;5520000;-2275208;Цена завышена - можно поторговаться;50;249000;;;;ЦФО
Тягач;МАЗ;5440;2012;700000;Ульяновск;https://auto.ru/artic/used/sale/maz/5440/16349652-053f3701/;690;;4x2;330;2;2;;1090000;390000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;Scania;G-series;2011;2160000;Люберцы;https://auto.ru/artic/used/sale/scania/g/16395110-a2b1437a/;778565;MT;4x2;420;2;2;ТРАК ПЛАТФОРМА;2560000;400000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Volvo;FH;2013;2900000;Нижний Новгород;https://auto.ru/artic/used/sale/volvo/fh_tractor/16569488-9e13924e/;1070000;MT;4x2;400;2;2;;2890000;-10000;;10;;;;;ПФО
Тягач;Mercedes-Benz;Actros;2016;4610000;Санкт-Петербург;https://auto.ru/artic/used/sale/mercedes/actros_t/16123222-2e646e25/;430000;MT;6x4;460;2;2;;4570000;-40000;;10;148000;;1;unclear;СЗФО
Тягач;Renault;Magnum;2000;1600000;Пермь;https://auto.ru/artic/used/sale/renault/magnum_ae/16337454-ee3fa0f7/;2;;;440;2;2;;850000;-750000;Цена завышена - можно поторговаться;100;;;;;УФО
Тягач;Volvo;FH;2001;750000;Сухой Лог;https://auto.ru/artic/used/sale/volvo/fh_tractor/16436028-11c80805/;1000000;MT;4x2;380;2;1;;970000;220000;Горячая цена! Срочно брать!;0;;;;;
Тягач;Renault;Magnum;2001;1150000;Белгород;https://auto.ru/artic/used/sale/renault/magnum_ae/16336760-d8063898/;1680000;MT;4x2;400;2;2;GOODTRUCKS;840000;-310000;Цена завышена - можно поторговаться;50;;;;;ЦФО
Тягач;Renault;Premium;2002;1650000;Ставрополь;https://auto.ru/artic/used/sale/renault/premium_tractor/16310872-6e961e44/;1500000;MT;4x2;430;2;2;;890000;-760000;Цена завышена - можно поторговаться;100;;;;;СКФО
Тягач;Scania;P-series;2011;2500000;Старый Оскол;https://auto.ru/artic/used/sale/scania/p_1/16518804-63300cc9/;1050000;MT;6x4;380;2;1;;2710000;210000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;MAN;TGS;2013;2350000;Самара;https://auto.ru/artic/used/sale/man/tgs/15910422-3856008a/;800000;MT;4x2;400;2;2;;2820000;470000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;Volvo;FH;2001;980000;Кострома;https://auto.ru/artic/used/sale/volvo/fh_tractor/16570202-86096dd7/;1500000;MT;4x2;420;2;2;;1400000;420000;Горячая цена! Срочно брать!;0;;;;;ЦФО
Тягач;Scania;G-series;2011;2200000;Чебоксары;https://auto.ru/artic/used/sale/scania/g/16321878-00e20f56/;1100000;MT;4x2;380;2;2;;2390000;190000;Горячая цена! Срочно брать!;0;;;;;ПФО
Тягач;МАЗ;6430;2017;1900000;Ярославль;https://auto.ru/artic/used/sale/maz/6430/16514094-4cd5c5a8/;467823;MT;6x4;410;2;2;КОМПАНИЯ АВТОМОБИЛИЯ;2680000;780000;Горячая цена! Срочно брать!;0;61000;1810 254  МАЗ 6430В9   седельный тягач 2017г в   410л с  11 122л турбо дизель  задний привод  белый  МКПП 16  ABS  ГУР  круиз контроль обогрев зеркал  люк  магнитола  регулировка руля в 2 ух положениях  блокировка дифференциала  2 2 мест  двигатель ЯМЗ 651  класс выхлопа EURO 4  1 топливный бак  объём бака 500 л   подвеска шасси рессора рессора  колёсная формула 6х4  аэродефлектор  тахограф  предпусковой подогреватель  нагрузка на сцепное 16000 кг   467823км  1 владелец  обмен  кредит    heiddbi 01333;0,52201;no_vat;ЦФО
Тягач;DAF;95XF;2000;850000;Сергиев Посад;https://auto.ru/artic/used/sale/daf/xf95/16361208-dfdb6e9c/;470000;MT;4x2;380;2;2;;1390000;540000;Горячая цена! Срочно брать!;0;;;;;
Тягач;Renault;Premium;2009;1300000;Котлас;https://auto.ru/artic/used/sale/renault/premium_tractor/16474420-dd6878a8/;1032000;MT;4x2;452;2;1;;1430000;130000;Горячая цена! Срочно брать!;0;;;;;СЗФО
Тягач;МАЗ;5440;2012;1080000;Чебоксары;https://auto.ru/artic/used/sale/maz/5440/16532106-3874976a/;260000;MT;4x2;435;;;;990000;-90000;Цена завышена - можно поторговаться;20;;;;;ПФО
Тягач;DAF;XF105;2010;2190000;Москва;https://auto.ru/artic/used/sale/daf/xf105/16476082-26c15eee/;1050000;MT;4x2;462;2;1;SGM-GROUP;2200000;10000;;10;;;;;ЦФО
Тягач;МАЗ;5432;2007;499000;Пермь;https://auto.ru/artic/used/sale/maz/5432/16586464-a9121bec/;700;MT;4x2;330;2;1;;520000;21000;;10;;;;;УФО
