Тип ТС;Марка;Модель;Год выпуска;Цена поставщика;Регион склада;URL авто;Пробег;Тип КПП;Колесная формула;Мощность двигателя;Сидений;Спальных мест;Поставщик;Наша расчетная цена;Выгода;Рекомендация;Мин. аванс;Лизинговый платеж 0% / 48 мес.;Качество верификации;Верификация;Федеральный округ
Тягач;Renault;T-Series;2015;3200000;Люберцы;https://auto.ru/artic/used/sale/renault/t_series/16541192-24b6873f/;475000;AT;4x2;490;2;2;ТРАК ПЛАТФОРМА;3160000;-40000;;10;;;;ЦФО
Тягач;Scania;P-series;2017;5900000;Новосибирск;https://auto.ru/artic/used/sale/scania/p_1/16398210-b5c4826b/;315000;MT;6x4;440;2;1;СибТракСкан;6220000;320000;Горячая цена! Срочно брать!;0;189000;1;ok;СФО
Тягач;DAF;XF105;2018;6500000;Краснодар;https://auto.ru/artic/used/sale/daf/xf105/16327002-209f9c13/;170000;;;;2;2;;5950000;-550000;Цена завышена - можно поторговаться;20;208000;;;ЮФО
Тягач;Scania;G-series;2018;8775000;Набережные Челны;https://auto.ru/artic/used/sale/scania/g/16483694-1601b4d5/;280862;AT;4x2;410;2;1;M7 TRUCK Набережные Челны;7110000;-1665000;Цена завышена - можно поторговаться;30;281000;;;ПФО
Тягач;Volvo;FH;2019;6400000;;https://auto.ru/artic/used/sale/volvo/fh_tractor/16520514-59a28bc9/;250000;AT;4x2;460;2;2;Камион;5960000;-440000;Цена завышена - можно поторговаться;20;205000;;;
Тягач;КамАЗ;5490;2016;3000000;Ростов-на-Дону;https://auto.ru/artic/used/sale/kamaz/5490/16401962-8d71b46f/;303780;MT;4x2;400;2;1;;1850000;-1150000;Цена завышена - можно поторговаться;70;;;;ЮФО
Тягач;Volvo;FH;2018;6220000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16511914-3b230d11/;329365;AT;4x2;460;;;ClassTrucks;5940000;-280000;;10;199000;;;ЦФО
Тягач;КамАЗ;65206;2015;2315000;Кимовск;https://auto.ru/artic/used/sale/kamaz/65206/16463088-41817a56/;300000;MT;6x4;428;2;1;Юнион КРОНЕ Кимовск;2170000;-145000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;DAF;CF-series;2018;6449990;Москва;https://auto.ru/artic/used/sale/daf/cf_series_1/16524928-f12eb34f/;135000;MT;6x2;462;2;1;СИАС;6110000;-339990;Цена завышена - можно поторговаться;20;206000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2016;2850000;Набережные Челны;https://auto.ru/artic/used/sale/mercedes/actros_t/16463094-1d0e30e1/;412592;AT;4x2;408;2;2;АТРАКС;3880000;1030000;Горячая цена! Срочно брать!;0;91000;1;no_vat;ПФО
Тягач;Scania;G-series;2015;3950000;Москва;https://auto.ru/artic/used/sale/scania/g/15881239-8aa21034/;569392;MT;4x2;441;2;2;GROSS AUTO;3770000;-180000;;10;126000;1;ok;ЦФО
Тягач;КамАЗ;5490;2016;1910000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16437100-b9b2b255/;244408;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1890000;-20000;;10;;;;ЦФО
Тягач;КамАЗ;65206;2019;5650000;Екатеринбург;https://auto.ru/artic/used/sale/kamaz/65206/16537310-ba9c24ec/;117000;MT;6x4;428;2;1;;4030000;-1620000;Цена завышена - можно поторговаться;50;181000;;;УФО
Тягач;Volvo;FH;2017;5590000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16524868-861e41dd/;403720;AT;4x2;460;;;ClassTrucks;4950000;-640000;Цена завышена - можно поторговаться;20;179000;;;ЦФО
Тягач;Scania;4-Series;2017;4450000;Самара;https://auto.ru/artic/used/sale/scania/l/16478774-0ce86344/;370000;MT;4x2;400;2;1;;5570000;1120000;Горячая цена! Срочно брать!;0;142000;0,3902;no_vat;ПФО
Тягач;КамАЗ;5490;2015;1870000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/15920218-2268cd6b/;230000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1610000;-260000;Цена завышена - можно поторговаться;30;;;;ЦФО
Тягач;Volvo;FH;2019;6430000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16496200-aaa3d9d4/;200980;AT;4x2;460;;;ClassTrucks;6190000;-240000;;10;206000;;;ЦФО
Тягач;КамАЗ;5490;2015;2000000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16459312-78e20670/;310000;MT;4x2;401;;;Юнион КРОНЕ Кимовск;1460000;-540000;Цена завышена - можно поторговаться;50;;;;ЦФО
Тягач;Scania;R-Series;2015;3990000;Москва;https://auto.ru/artic/used/sale/scania/r_1/16523716-b531465a/;700000;AT;4x2;440;2;2;;4080000;90000;;10;128000;;;ЦФО
Тягач;MAN;TGS;2015;3650000;Новосибирск;https://auto.ru/artic/used/sale/man/tgs/16531798-b001193d/;649000;MT;6x4;441;2;1;;3740000;90000;;10;117000;;;СФО
Тягач;КамАЗ;65806;2018;4300000;Уфа;https://auto.ru/artic/used/sale/kamaz/65806/16318468-531fd3de/;150000;;6x4;428;2;1;;4080000;-220000;Цена завышена - можно поторговаться;20;138000;1;ok;ПФО
Тягач;Mercedes-Benz;Actros;2017;3950000;Новониколаевский;https://auto.ru/artic/used/sale/mercedes/actros_t/16457472-3e0334d7/;485311;;;408;;;M7 TRUCK Казань;4070000;120000;;10;126000;;;ПФО
Тягач;IVECO;Stralis;2018;3460000;Краснодар;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16332932-ed24ff24/;198000;MT;4x2;420;2;2;Европлан Краснодар;4170000;710000;Горячая цена! Срочно брать!;0;111000;1;ok;ЮФО
Тягач;Volvo;FH;2016;4850000;Шушары;https://auto.ru/artic/used/sale/volvo/fh_tractor/16460660-53c26a4e/;839985;MT;6x4;420;2;2;VOLVO TRUCKS РОССИЯ в Санкт-Петербурге;5510000;660000;Горячая цена! Срочно брать!;0;155000;0,73158;ok;СЗФО
Тягач;IVECO;Stralis;2019;5900000;Ставропольский край;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16540074-88aed6cf/;18000;MT;6x4;460;2;1;;7020000;1120000;Горячая цена! Срочно брать!;0;189000;0,54939;ok;
Тягач;Scania;G-series;2015;3999999;Голицыно;https://auto.ru/artic/used/sale/scania/g/16486396-7f69e636/;173000;AT;4x2;400;2;2;;4050000;50001;;10;128000;;;ЦФО
Тягач;MAN;TGS;2020;9855000;Красноярск;https://auto.ru/artic/used/sale/man/tgs/16438402-bdde34ca/;5000;MT;6x6;480;2;1;;7880000;-1975000;Цена завышена - можно поторговаться;40;315000;;;СФО
Тягач;Volvo;FH;2018;8300000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16509668-1efd9afd/;324000;MT;6x4;510;2;1;Компания АВТОТРАК Москва;8340000;40000;;10;266000;;;ЦФО
Тягач;КамАЗ;65806;2017;3450000;Москва;https://auto.ru/artic/used/sale/kamaz/65806/16391350-b7677937/;90000;;6x4;428;;;;2970000;-480000;Цена завышена - можно поторговаться;30;110000;;;ЦФО
Тягач;DAF;XF105;2017;4400000;Самара;https://auto.ru/artic/used/sale/daf/xf105/16507688-e64074da/;480000;MT;4x2;460;2;2;;4430000;30000;;10;141000;;;ПФО
Тягач;Volvo;FH;2016;4850000;Новоалексеевское;https://auto.ru/artic/used/sale/volvo/fh_tractor/16431846-1f66d623/;827485;MT;6x4;420;2;2;VOLVO TRUCKS РОССИЯ в Свердловской области;5510000;660000;Горячая цена! Срочно брать!;0;155000;1;ok;УФО
Тягач;КамАЗ;65116;2019;3750000;Тюмень;https://auto.ru/artic/used/sale/kamaz/65116/16435036-5b443d76/;61500;MT;6x4;300;2;1;;3520000;-230000;Цена завышена - можно поторговаться;20;120000;;;СФО
Тягач;Mercedes-Benz;Actros;2015;4550000;Барнаул;https://auto.ru/artic/used/sale/mercedes/actros_t/16469178-cbab8053/;370000;AT;6x4;408;2;1;SAEM-truck;4150000;-400000;Цена завышена - можно поторговаться;20;146000;;;СФО
Тягач;MAN;TGX;2020;7150000;Мытищи;https://auto.ru/artic/used/sale/man/tgx/16044274-75caf416/;2500;MT;4x2;400;2;1;КОМДОРАВТО;5520000;-1630000;Цена завышена - можно поторговаться;40;229000;;;ЦФО
Тягач;МАЗ;6430;2017;1999000;Ярославль;https://auto.ru/artic/used/sale/maz/6430/16514094-4cd5c5a8/;467823;MT;6x4;410;2;2;КОМПАНИЯ АВТОМОБИЛИЯ;2680000;681000;Горячая цена! Срочно брать!;0;64000;0,45928;no_vat;ЦФО
Тягач;КамАЗ;43118;2019;5640000;Казань;https://auto.ru/artic/used/sale/kamaz/43118_tyagach/16476028-aa00609d/;21780;MT;6x6;300;;;РБА-Казань;3750000;-1890000;Цена завышена - можно поторговаться;60;180000;;;ПФО
Тягач;Scania;R-Series;2018;5500000;Санкт-Петербург;https://auto.ru/artic/used/sale/scania/r_1/15904564-87265432/;300000;MT;4x2;400;2;1;Монополия;6320000;820000;Горячая цена! Срочно брать!;0;176000;1;ok;СЗФО
Тягач;Volvo;FH;2017;5770000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16537352-7e8caa5c/;419936;AT;4x2;500;;;ClassTrucks;5100000;-670000;Цена завышена - можно поторговаться;20;185000;;;ЦФО
Тягач;DAF;XF105;2017;4700000;Ростов-на-Дону;https://auto.ru/artic/used/sale/daf/xf105/16525772-b007fb3e/;547000;MT;4x2;462;2;2;НЕЙС-ЮГ Ростов-на-Дону;4330000;-370000;Цена завышена - можно поторговаться;20;150000;;;ЮФО
Тягач;КамАЗ;65206;2017;3350000;;https://auto.ru/artic/used/sale/kamaz/65206/16391596-ac93f260/;93000;AT;6x4;401;2;1;Жумади;3390000;40000;;10;107000;1;no_vat;
Тягач;Mercedes-Benz;Actros;2016;4150000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16500981-0704a5ab/;453686;AT;4x2;435;2;2;PRO АВТО;4000000;-150000;;10;133000;;;ЦФО
Тягач;Volvo;FH;2016;4850000;Домодедово;https://auto.ru/artic/used/sale/volvo/fh_tractor/16359516-a399bc46/;798975;MT;6x4;420;2;2;VOLVO TRUCKS РОССИЯ;5510000;660000;Горячая цена! Срочно брать!;0;155000;1;ok;ЦФО
Тягач;КамАЗ;5490;2018;1750000;Красноярск;https://auto.ru/artic/used/sale/kamaz/5490/16527180-04380923/;300000;;;;;;ГК САЛК;4210000;2460000;Горячая цена! Срочно брать!;0;56000;1;unclear;СФО
Тягач;MAN;TGX;2016;4900000;Екатеринбург;https://auto.ru/artic/used/sale/man/tgx/16513682-d6e32c17/;286000;AT;4x2;480;2;2;Уралтраксервис;4410000;-490000;Цена завышена - можно поторговаться;20;157000;;;УФО
Тягач;Mercedes-Benz;Actros;2016;4200000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16495564-7018dfba/;505726;AT;4x2;435;2;2;PRO АВТО;4000000;-200000;Цена завышена - можно поторговаться;20;134000;;;ЦФО
Тягач;Volvo;FH;2017;4800000;Смоленск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16461632-79d5fbc3/;580000;AT;4x2;460;2;2;ГРИН ЛАЙН;4870000;70000;;10;154000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2018;5600000;Новосибирск;https://auto.ru/artic/used/sale/mercedes/actros_t/16420142-71e2b9f9/;221295;AT;4x2;435;3;1;;5830000;230000;;10;179000;;;СФО
Тягач;Scania;R-Series;2015;3949777;Москва;https://auto.ru/artic/used/sale/scania/r_1/16305090-95ed52fe/;531000;AT;4x2;440;2;2;ТТ777;4080000;130223;;10;126000;1;ok;ЦФО
Тягач;КамАЗ;5490;2016;1870000;Казань;https://auto.ru/artic/used/sale/kamaz/5490/16115650-bcc66d47/;390000;MT;4x2;401;2;1;;1890000;20000;;10;;;;ПФО
Тягач;Scania;G-series;2018;8500000;Оренбург;https://auto.ru/artic/used/sale/scania/g/16542804-85dc2250/;344000;AT;4x2;340;2;2;Оренбург-СканСервис;7250000;-1250000;Цена завышена - можно поторговаться;30;272000;;;УФО
Тягач;Scania;P-series;2017;4850000;Самара;https://auto.ru/artic/used/sale/scania/p_1/16482334-74295149/;337000;MT;4x2;440;2;1;;5350000;500000;Горячая цена! Срочно брать!;0;155000;0,73346;ok;ПФО
Тягач;DAF;XF105;2017;5100000;Брянск;https://auto.ru/artic/used/sale/daf/xf105/16476686-be2773f1/;300000;MT;;460;2;2;;4520000;-580000;Цена завышена - можно поторговаться;20;163000;;;ЦФО
Тягач;КамАЗ;5490;2016;1450000;Казань;https://auto.ru/artic/used/sale/kamaz/5490/15879403-20c535c4/;333000;MT;4x2;400;2;1;;1850000;400000;Горячая цена! Срочно брать!;0;;1;no_vat;ПФО
Тягач;КамАЗ;65206;2017;3000000;Уфа;https://auto.ru/artic/used/sale/kamaz/65206/15589382-25d0e42c/;220000;AT;6x4;401;2;1;;3390000;390000;Горячая цена! Срочно брать!;0;96000;0,36263;ok;ПФО
Тягач;КамАЗ;5490;2017;3290000;Москва;https://auto.ru/artic/used/sale/kamaz/5490/16365004-3b139290/;116201;MT;4x2;401;2;1;КАМЦЕНТР КамАЗ;2400000;-890000;Цена завышена - можно поторговаться;50;105000;;;ЦФО
Тягач;МАЗ;5440;2016;2460000;Кулебаки;https://auto.ru/artic/used/sale/maz/5440/16523760-da30a78a/;346000;MT;4x2;412;2;2;;1980000;-480000;Цена завышена - можно поторговаться;30;;;;
Тягач;MAN;TGX;2017;4600000;Старый Оскол;https://auto.ru/artic/used/sale/man/tgx/16458946-3a2c8200/;508877;AT;4x2;441;2;2;;4400000;-200000;;10;147000;;;ЦФО
Тягач;Volvo;FH;2019;6990000;Наро-Фоминск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16327622-c5cb4fde/;156270;AT;4x2;469;2;2;Нара Авто Транс;6130000;-860000;Цена завышена - можно поторговаться;20;224000;1;ok;
Тягач;Volvo;FH;2017;5200000;Красноярск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16515982-3d172b05/;570000;AT;4x2;500;2;2;;4720000;-480000;Цена завышена - можно поторговаться;20;166000;;;СФО
Тягач;Volvo;FH;2016;4630000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/15673646-24eaf142/;335000;AT;4x2;460;2;2;;4280000;-350000;Цена завышена - можно поторговаться;20;148000;1;ok;ЦФО
Тягач;Scania;R-Series;2018;5349999;Санкт-Петербург;https://auto.ru/artic/used/sale/scania/r_1/16530594-9282fe34/;194000;MT;4x2;400;2;2;;6060000;710001;Горячая цена! Срочно брать!;0;171000;0,59965;unclear;СЗФО
Тягач;Renault;T-Series;2017;4649000;Москва;https://auto.ru/artic/used/sale/renault/t_series/16190594-bf998f1c/;155000;AT;4x2;480;2;2;БорнТракСервис;4370000;-279000;Цена завышена - можно поторговаться;20;149000;1;ok;ЦФО
Тягач;DAF;XF105;2016;4500000;Новокузнецк;https://auto.ru/artic/used/sale/daf/xf105/16281538-76a37b42/;415000;;4x2;416;2;1;;3700000;-800000;Цена завышена - можно поторговаться;30;144000;1;ok;СФО
Тягач;Renault;T-Series;2018;4970000;Москва;https://auto.ru/artic/used/sale/renault/t_series/15966740-31b4c4f4/;210000;AT;4x2;480;2;2;БорнТракСервис;5280000;310000;Горячая цена! Срочно брать!;0;159000;;;ЦФО
Тягач;MAN;TGX;2019;4490000;Тверь;https://auto.ru/artic/used/sale/man/tgx/16501293-4ff95382/;119000;MT;4x2;400;2;2;;5150000;660000;Горячая цена! Срочно брать!;0;144000;0,46278;unclear;ЦФО
Тягач;MAN;TGS;2016;5650000;Челябинск;https://auto.ru/artic/used/sale/man/tgs/16521096-23467697/;254000;MT;6x4;441;2;1;;4180000;-1470000;Цена завышена - можно поторговаться;50;181000;;;УФО
Тягач;КамАЗ;65206;2015;2370000;Кимовск;https://auto.ru/artic/used/sale/kamaz/65206/16463076-0e3aa078/;290000;MT;6x4;428;2;1;Юнион КРОНЕ Кимовск;2170000;-200000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;MAN;TGX;2015;4100000;Елино;https://auto.ru/artic/used/sale/man/tgx/16179548-5d7bcb56/;403323;AT;4x2;441;2;2;700 МАШИН;3580000;-520000;Цена завышена - можно поторговаться;20;131000;1;ok;ЦФО
Тягач;КамАЗ;65206;2017;2470000;Пермь;https://auto.ru/artic/used/sale/kamaz/65206/16342524-12499096/;326500;MT;6x4;428;2;1;ЕвроТрак Mercedes-Benz Пермь;3150000;680000;Горячая цена! Срочно брать!;0;79000;1;ok;УФО
Тягач;Volvo;FH;2017;5790000;Екатеринбург;https://auto.ru/artic/used/sale/volvo/fh_tractor/16528932-93715fa1/;382418;AT;4x2;500;;;ClassTrucks;5100000;-690000;Цена завышена - можно поторговаться;20;185000;;;УФО
Тягач;Mercedes-Benz;Actros;2018;4400000;Москва;https://auto.ru/artic/used/sale/mercedes/actros_t/16503160-66c0fdcf/;150000;AT;4x2;408;2;2;Mercedes-Benz Financial Services Rus;5040000;640000;Горячая цена! Срочно брать!;0;141000;0,3152;ok;ЦФО
Тягач;КамАЗ;65206;2015;2490000;Кимовск;https://auto.ru/artic/used/sale/kamaz/65206/16463084-5e7ab179/;305000;MT;6x4;428;2;1;Юнион КРОНЕ Кимовск;2170000;-320000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;КамАЗ;5490;2015;1552000;Подольск;https://auto.ru/artic/used/sale/kamaz/5490/15979822-23b16172/;542227;MT;4x2;401;2;1;КомТоргТранс;1610000;58000;;10;;;;ЦФО
Тягач;Mercedes-Benz;Actros;2015;3700000;Москва;https://auto.ru/artic/used/sale/mercedes/actros_t/16516972-99eeadd6/;371718;AT;4x2;410;2;2;GROSS AUTO;3470000;-230000;Цена завышена - можно поторговаться;20;118000;;;ЦФО
Тягач;Scania;R-Series;2017;5455000;Новониколаевский;https://auto.ru/artic/used/sale/scania/r_1/16463218-dfa65bfc/;400000;AT;4x2;440;2;2;M7 TRUCK Казань;5310000;-145000;;10;175000;;;ПФО
Тягач;МАЗ;5440;2016;1400000;Москва;https://auto.ru/artic/used/sale/maz/5440/16252454-dfb80217/;312450;MT;4x2;310;2;1;ГРУЗ СОЮЗ;1430000;30000;;10;;;;ЦФО
Тягач;DAF;XF;2017;5400000;Калининград;https://auto.ru/artic/used/sale/daf/xf_series/16438184-e0adcbc1/;258000;AT;4x2;460;2;2;;4390000;-1010000;Цена завышена - можно поторговаться;30;173000;;;СЗФО
Тягач;MAN;TGX;2018;5500000;Ростов-на-Дону;https://auto.ru/artic/used/sale/man/tgx/15880917-750ce43f/;160000;MT;4x2;440;2;1;;4810000;-690000;Цена завышена - можно поторговаться;20;176000;;;ЮФО
Тягач;КамАЗ;5490;2016;2050000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16456354-642c47e3/;240000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1890000;-160000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;Mercedes-Benz;Actros;2015;3750000;Красноярск;https://auto.ru/artic/used/sale/mercedes/actros_t/16538834-6afd1068/;700;AT;4x2;440;2;2;;3520000;-230000;Цена завышена - можно поторговаться;20;120000;;;СФО
Тягач;Mercedes-Benz;Actros;2017;4499000;Набережные Челны;https://auto.ru/artic/used/sale/mercedes/actros_t/16378310-c0216aac/;652484;AT;4x2;435;2;2;BS-Truck;4520000;21000;;10;144000;1;ok;ПФО
Тягач;КамАЗ;5490;2016;2100000;Алексин;https://auto.ru/artic/used/sale/kamaz/5490/16527310-e0452fe8/;320000;MT;4x2;401;2;1;;1890000;-210000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;КамАЗ;44108;2017;2800000;Тюмень;https://auto.ru/artic/used/sale/kamaz/44108/16436352-cd3590d2/;120000;MT;6x6;330;2;1;;3820000;1020000;Горячая цена! Срочно брать!;0;90000;1;unclear;СФО
Тягач;Mercedes-Benz;Actros;2015;4000000;Люберцы;https://auto.ru/artic/used/sale/mercedes/actros_t/16494930-71b633f9/;493333;AT;4x2;408;2;2;PRO АВТО;3410000;-590000;Цена завышена - можно поторговаться;30;128000;;;ЦФО
Тягач;КамАЗ;5490;2016;1910000;Кимовск;https://auto.ru/artic/used/sale/kamaz/5490/16456284-40aa5b5d/;240000;MT;4x2;401;2;1;Юнион КРОНЕ Кимовск;1890000;-20000;;10;;;;ЦФО
Тягач;КамАЗ;65206;2015;2050000;Котлас;https://auto.ru/artic/used/sale/kamaz/65206/16232186-77f65072/;402000;MT;6x4;428;2;1;;2170000;120000;Горячая цена! Срочно брать!;0;;1;unclear;СЗФО
Тягач;КамАЗ;5490;2017;1950000;Москва;https://auto.ru/artic/used/sale/kamaz/5490/16430910-30dc3f23/;260434;MT;4x2;401;2;1;Аскет-Авто;2400000;450000;Горячая цена! Срочно брать!;0;62000;1;unclear;ЦФО
Тягач;МАЗ;5440;2016;1695000;Брянск;https://auto.ru/artic/used/sale/maz/5440/15764038-ceef0a9d/;167000;MT;4x2;412;2;2;;1980000;285000;Горячая цена! Срочно брать!;0;;1;unclear;ЦФО
Тягач;MAN;TGX;2017;5720000;Барнаул;https://auto.ru/artic/used/sale/man/tgx/16329168-da089e98/;351000;AT;4x2;440;2;2;Алт Авто;4410000;-1310000;Цена завышена - можно поторговаться;40;183000;1;unclear;СФО
Тягач;МАЗ;6430;2019;3169000;Солонцы;https://auto.ru/artic/used/sale/maz/6430/16527142-36e2cb85/;35726;MT;;420;;;Сбербанк Лизинг;2400000;-769000;Цена завышена - можно поторговаться;40;101000;;;
Тягач;Scania;G-series;2016;5350000;Новониколаевский;https://auto.ru/artic/used/sale/scania/g/16542236-691aa508/;706000;AT;6x2;440;2;2;M7 TRUCK Казань;6790000;1440000;Горячая цена! Срочно брать!;0;171000;0,39547;ok;ПФО
Тягач;DAF;XF;2016;4600000;Москва;https://auto.ru/artic/used/sale/daf/xf_series/16197232-b85d2178/;266000;AT;4x2;462;2;2;СОЛЛЕРС-ФИНАНС Москва;4030000;-570000;Цена завышена - можно поторговаться;20;147000;1;ok;ЦФО
Тягач;MAN;TGS;2015;3150000;Чёрная Грязь;https://auto.ru/artic/used/sale/man/tgs/16533108-e46d3dd6/;784431;MT;4x2;400;2;2;M7 TRUCK Москва;3350000;200000;Горячая цена! Срочно брать!;0;101000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2017;4590000;Санкт-Петербург;https://auto.ru/artic/used/sale/mercedes/actros_t/16434168-65cd46c8/;457000;AT;4x2;435;2;2;МБ тракс СПб;4520000;-70000;;10;147000;;;СЗФО
Тягач;MAN;TGX;2017;4550000;Воронеж;https://auto.ru/artic/used/sale/man/tgx/16353048-013666f6/;400000;AT;6x2;400;;;Альфа-Лизинг Россия;5750000;1200000;Горячая цена! Срочно брать!;0;146000;1;ok;ЦФО
Тягач;MAN;TGX;2018;6000000;Стерлитамак;https://auto.ru/artic/used/sale/man/tgx/16412346-31559ad8/;186000;AT;4x2;480;2;2;;5580000;-420000;Цена завышена - можно поторговаться;20;192000;;;ПФО
Тягач;MAN;TGX;2018;5350000;Смоленск;https://auto.ru/artic/used/sale/man/tgx/16457634-f9a1e0d6/;270000;AT;4x2;480;2;2;Партнер Лайн;5580000;230000;;10;171000;;;ЦФО
Тягач;Mercedes-Benz;Actros;2015;3650000;Москва;https://auto.ru/artic/used/sale/mercedes/actros_t/16404710-b0333a21/;620000;AT;4x2;440;2;2;;3520000;-130000;;10;117000;1;unclear;ЦФО
Тягач;Volvo;FH;2019;6990000;Наро-Фоминск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16420222-45398566/;159095;AT;4x2;469;2;2;Нара Авто Транс;6130000;-860000;Цена завышена - можно поторговаться;20;224000;;;
Тягач;Mercedes-Benz;Axor;2016;3200000;Люберцы;https://auto.ru/artic/used/sale/mercedes/axor_t/16501239-0cbc12af/;467795;MT;4x2;401;2;1;PRO АВТО;3170000;-30000;;10;102000;;;ЦФО
Тягач;КамАЗ;5490;2017;3600000;Ростов-на-Дону;https://auto.ru/artic/used/sale/kamaz/5490/16246320-02aca740/;186000;;;;;;;3220000;-380000;Цена завышена - можно поторговаться;20;115000;;;ЮФО
Тягач;Mercedes-Benz;Actros;2016;4960000;Москва;https://auto.ru/artic/used/sale/mercedes/actros_t/16462348-ba42d22e/;575718;AT;4x2;450;;;ClassTrucks;3640000;-1320000;Цена завышена - можно поторговаться;50;159000;;;ЦФО
Тягач;Scania;P-series;2016;3900000;Москва;https://auto.ru/artic/used/sale/scania/p_1/16535698-280ff85b/;500000;AT;4x2;400;2;1;Компания АВТОТРАК Москва;5050000;1150000;Горячая цена! Срочно брать!;0;125000;0,51908;ok;ЦФО
Тягач;КамАЗ;5490;2018;3600000;Домодедово;https://auto.ru/artic/used/sale/kamaz/5490/16470022-2663d333/;129401;MT;4x2;401;2;1;Технический Центр ИНФОРКОМ;2860000;-740000;Цена завышена - можно поторговаться;40;115000;;;ЦФО
Тягач;КамАЗ;5490;2015;1490000;;https://auto.ru/artic/used/sale/kamaz/5490/16541064-19aa9ca7/;527824;MT;4x2;428;;;Казанский МЭЗ;1560000;70000;;10;;;;
Тягач;DAF;XF;2017;5350000;Смоленск;https://auto.ru/artic/used/sale/daf/xf_series/16406710-d9954e16/;380000;AT;4x2;;2;2;;5410000;60000;;10;171000;1;unclear;ЦФО
Тягач;МАЗ;6430;2017;3500000;Братск;https://auto.ru/artic/used/sale/maz/6430/16473172-43926081/;140000;MT;4x2;435;2;1;;2160000;-1340000;Цена завышена - можно поторговаться;70;112000;;;СФО
Тягач;КамАЗ;65206;2015;2495000;Кимовск;https://auto.ru/artic/used/sale/kamaz/65206/16463038-f7a1e15b/;172902;MT;6x4;428;2;1;Юнион КРОНЕ Кимовск;2170000;-325000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;Volvo;FH;2018;5710000;Смоленск;https://auto.ru/artic/used/sale/volvo/fh_tractor/16445238-5af8bc8a/;410000;AT;4x2;460;2;2;ГРИН ЛАЙН;5600000;-110000;;10;183000;;;ЦФО
Тягач;МАЗ;5440;2017;1300000;Москва;https://auto.ru/artic/used/sale/maz/5440/16419500-43e7bb6d/;372628;MT;4x2;430;2;2;ГРУЗ СОЮЗ;2310000;1010000;Горячая цена! Срочно брать!;0;42000;1;unclear;ЦФО
Тягач;IVECO;Stralis;2016;3250000;Елино;https://auto.ru/artic/used/sale/iveco/stralis_tractor/16470244-21f2046c/;465000;MT;4x2;420;2;2;700 МАШИН;2810000;-440000;Цена завышена - можно поторговаться;30;;;;ЦФО
Тягач;КамАЗ;5490;2015;1780000;Екатеринбург;https://auto.ru/artic/used/sale/kamaz/5490/16370998-2e243b09/;511000;MT;4x2;428;2;2;Global Truck Sales Екатеринбург;2040000;260000;Горячая цена! Срочно брать!;0;;0,47219;ok;УФО
Тягач;КамАЗ;65206;2015;2320000;Кимовск;https://auto.ru/artic/used/sale/kamaz/65206/16463044-542a1684/;172902;MT;6x4;428;2;1;Юнион КРОНЕ Кимовск;2170000;-150000;Цена завышена - можно поторговаться;20;;;;ЦФО
Тягач;КамАЗ;65206;2015;2099000;Набережные Челны;https://auto.ru/artic/used/sale/kamaz/65206/16226306-9c658a05/;658216;MT;6x4;428;2;1;M7 TRUCK Набережные Челны;2170000;71000;;10;;;;ПФО
Тягач;Scania;G-series;2016;4349000;;https://auto.ru/artic/used/sale/scania/g/16517396-e76ef9ae/;622872;AT;4x2;440;2;2;M7 TRUCK Казань;4670000;321000;Горячая цена! Срочно брать!;0;139000;;;
Тягач;Volvo;FH;2017;5660000;Москва;https://auto.ru/artic/used/sale/volvo/fh_tractor/16519488-97717d9f/;413499;AT;4x2;460;;;ClassTrucks;4950000;-710000;Цена завышена - можно поторговаться;20;181000;;;ЦФО
